Congressional Record	1175	7225	16.26
Statistical Abstract	154	187	82.35
United States Reports	733	1335	54.91
Foreign Relations	1031	4257	24.22
Congressional Serial Set	20878	53356	39.13
Civil Rights Commission	884	2948	29.99
Economic Report Of The President	60	264	22.73
