University of Michigan	261420
University of Minnesota	137852
University of Illinois at Urbana–Champaign	125947
University of California, Northern Regional Library Facility	78522
The Ohio State University	62041
Northwestern University	56578
University of California, Riverside	54004
Pennsylvania State University	53817
Technical Report Archive & Image Library	47266
Purdue University	44932
Cornell University	36361
University of Virginia	32578
University of California, San Diego	28280
University of California, Southern Regional Library Facility	23563
Harvard University	23018
University of California, Berkeley	16776
Michigan State University	13849
New York Public Library	12689
University of California, Santa Cruz	10592
Indiana University	9371
University of California, Los Angeles	9265
University of Wisconsin, Madison	7808
State University System of Florida	7805
University of Texas at Austin	5556
Princeton University	4546
University of Chicago	4004
University of Illinois at Urbana-Champaign	3103
University of California, Davis	2756
Library of Congress	2734
Texas A&M University	1838
University of Iowa	1545
Columbia University	997
University of Massachusetts Amherst	736
University of California, Irvine	320
University of Alberta	244
The Getty Research Institute	141
University of North Carolina at Chapel Hill	136
Yale University	122
University of Missouri, Columbia	103
University of Connecticut	61
Duke University	59
Boston College	43
North Carolina State University	37
Tufts University	21
Emory University	15
University of Washington	7
University of California, San Francisco	6
	2
University of Maryland, College Park	1
Universidad Complutense de Madrid	1
University of Delaware	1
McGill University	1
