Google	1153366
Internet Archive	20230
University of Michigan	3671
Cornell University	2090
Texas A&M University	1838
University of California, Berkeley	944
Northwestern University	544
University of Illinois at Urbana-Champaign	278
	171
Yale University	122
University of Missouri, Columbia	103
Columbia University	56
Boston College	18
Emory University	15
The Getty Research Institute	13
University of Washington	7
University of Maryland	1
University of Delaware	1
State University System of Florida	1
McGill University	1
