1789	9
1790	12
1791	13
1792	7
1793	15
1794	7
1795	7
1796	16
1797	13
1798	12
1799	20
1800	15
1801	15
1802	18
1803	22
1804	14
1805	18
1806	21
1807	20
1808	30
1809	22
1810	26
1811	22
1812	31
1813	29
1814	37
1815	58
1816	28
1817	42
1818	25
1819	82
1820	33
1821	34
1822	31
1823	35
1824	76
1825	62
1826	44
1827	49
1828	63
1829	40
1830	118
1831	57
1832	154
1833	57
1834	228
1835	69
1836	98
1837	322
1838	96
1839	59
1840	73
1841	103
1842	75
1843	60
1844	79
1845	141
1846	104
1847	87
1848	168
1849	100
1850	234
1851	165
1852	231
1853	235
1854	313
1855	190
1856	535
1857	245
1858	281
1859	240
1860	292
1861	425
1862	378
1863	349
1864	354
1865	337
1866	396
1867	363
1868	425
1869	432
1870	430
1871	500
1872	663
1873	580
1874	559
1875	417
1876	510
1877	557
1878	473
1879	590
1880	590
1881	561
1882	670
1883	753
1884	754
1885	857
1886	1066
1887	780
1888	820
1889	902
1890	856
1891	963
1892	1378
1893	1577
1894	1839
1895	1505
1896	1389
1897	1161
1898	1354
1899	1516
1900	1939
1901	2273
1902	1902
1903	1742
1904	1735
1905	2050
1906	2493
1907	2248
1908	2227
1909	2892
1910	2605
1911	3180
1912	3001
1913	3709
1914	3108
1915	2915
1916	3665
1917	3936
1918	3778
1919	4137
1920	3423
1921	3041
1922	3888
1923	2371
1924	2356
1925	2148
1926	2308
1927	2557
1928	2383
1929	4911
1930	2805
1931	3245
1932	2808
1933	3187
1934	3504
1935	3624
1936	2894
1937	3559
1938	4024
1939	4107
1940	4387
1941	5270
1942	4122
1943	3606
1944	3660
1945	3848
1946	5056
1947	6684
1948	6141
1949	7187
1950	6010
1951	5712
1952	6259
1953	5952
1954	6346
1955	6608
1956	6898
1957	7144
1958	7433
1959	8301
1960	9374
1961	9991
1962	10130
1963	10705
1964	12065
1965	11236
1966	11408
1967	11369
1968	12253
1969	12223
1970	12433
1971	13389
1972	14641
1973	14836
1974	15835
1975	18224
1976	22261
1977	22223
1978	21819
1979	22360
1980	23439
1981	20629
1982	17737
1983	18178
1984	19311
1985	17581
1986	17316
1987	17147
1988	17560
1989	17890
1990	17919
1991	16251
1992	16898
1993	15225
1994	14073
1995	15432
1996	13889
1997	13622
1998	13150
1999	32551
2000	11962
2001	8996
2002	8937
2003	8971
2004	8193
2005	6426
2006	6009
2007	6720
2008	4447
2009	5333
2010	3411
2011	1281
2012	1108
2013	604
2014	143
2015	61
2016	9
