Year	Y	I	A	C	D	NAS	HE	S	GA	L	TD	EP	J	ED	PREX	HH	FS	E	T	AE	SI	LC	FEM	PR	ITC	TC	SBA	VA	GS	CR	PM	JU	NS	NF	W	ER	CS	P	FT	FR	FW	PE	GP	IC	SSA	AA	PRVP	N	HS	SE	CSA	CC	NMB	FE	MS	LR	AC	FP	NCU	IA	CAB	RR	FCA	NC	NA	M	FHL	FAA	MC	FMC	LGA	FA	PHE	DC	PL	CZ	F	SS	FL	ID	B	U	OP	MN	LGL	AR	AG	UNI	CNF	OED	ONR	NHA	FM	NASA	PA	SB	ES	II	ICA	Z	GB	FCD	OAU	OYR	OD	OH	G	PGA	PAT	CI	FO	CA	FF	RNB	OAD	OHW	OT	OGA	H	X	SQ	WT	CNW	RL	EG	PPW	WHO	VB	PYH	PAC	PTR	PCO	PCA	PAG	MA	NMC	HGY	EC	NAT	UF	TF	UA	EB	PVRP	CIW	JA	EV	LGH	DT	SCP	WY	ADR	STH	ATC	STT	CNG	JUL	TA	TS	RP	GAO	FTZ	FC	RS	OYC	OL	OSU	AS	WA	OAG	OIE	OUC	OHU	OCM	OTP	OEP	OAE	OYY
1941	323	357	416	152	27	0	23	75	5	151	7	0	6	0	6	0	62	0	33	32	26	6	0	36	0	27	0	0	15	0	0	17	0	0	12	0	3	0	5	2	47	0	4	76	4	0	0	11	0	306	0	11	3	0	0	53	0	2	0	0	2	5	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1942	313	393	303	150	25	0	23	62	2	112	4	0	10	0	5	0	75	0	46	28	36	19	0	72	0	6	0	0	15	0	0	18	0	0	11	0	1	0	4	2	23	0	6	57	4	0	0	3	0	19	0	2	2	0	0	46	0	0	1	0	2	2	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1943	337	303	167	171	29	0	16	68	4	107	3	0	3	0	3	0	60	0	52	8	37	18	0	79	0	3	0	0	3	0	0	30	0	0	41	0	7	0	6	2	9	0	5	33	2	0	0	9	1	24	0	6	4	0	0	45	0	1	1	0	2	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1944	424	279	175	77	67	0	36	97	4	102	7	0	3	0	5	0	73	0	43	9	14	11	0	21	0	4	0	0	4	0	0	19	0	0	40	0	6	0	6	1	0	0	7	33	11	0	0	11	0	20	0	2	3	0	0	28	0	0	1	0	2	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1945	387	243	184	299	60	0	24	129	3	82	2	0	4	0	6	0	26	0	20	17	15	34	0	35	0	7	0	0	7	0	0	33	0	0	67	0	3	0	5	5	2	0	5	39	5	0	0	5	0	18	0	9	14	0	0	38	2	0	1	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1946	598	681	192	201	58	0	23	167	5	147	3	0	1	0	6	0	63	0	29	20	30	38	0	55	0	3	0	0	9	0	0	20	0	0	45	0	10	0	3	1	1	0	4	42	5	0	0	7	0	15	0	3	14	0	0	33	0	1	1	0	3	4	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1947	864	776	170	266	44	0	20	155	3	103	9	0	29	0	9	1	24	0	31	34	29	11	0	11	0	7	0	5	17	0	1	30	0	0	36	0	13	0	6	4	2	0	12	15	6	0	0	3	0	10	0	10	8	0	0	26	0	3	1	0	5	2	3	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1948	823	1764	189	262	62	0	22	166	4	162	3	0	4	0	4	0	20	0	42	41	27	23	0	10	0	2	0	0	21	0	0	22	0	0	13	4	9	0	4	6	1	0	4	46	8	0	0	2	1	6	0	10	12	0	0	41	0	3	1	0	2	4	3	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1949	1349	919	290	459	54	0	29	161	5	157	4	0	10	0	4	4	50	0	29	32	14	16	1	11	0	17	0	0	20	0	1	29	0	0	166	8	16	1	8	4	4	0	3	39	4	0	0	94	0	6	0	8	10	0	0	48	0	6	1	0	2	4	5	0	1	6	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1950	1378	666	230	285	86	1	30	110	6	158	8	0	9	0	2	1	103	1	26	23	17	29	0	27	0	2	0	0	13	0	1	28	0	0	34	10	16	1	3	5	0	0	8	48	4	0	0	1	0	9	0	8	6	0	0	25	0	6	1	0	3	2	2	1	0	9	0	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1951	1337	434	253	271	133	0	17	192	6	142	2	0	9	0	9	3	63	0	22	14	22	17	0	31	0	0	0	1	19	0	1	24	1	0	42	10	17	0	3	5	0	0	2	57	3	0	0	2	0	4	0	13	1	0	0	32	0	3	1	0	4	3	5	0	1	41	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1952	1227	575	253	526	83	1	16	190	4	151	6	0	11	0	9	2	76	0	20	17	19	24	0	19	0	0	1	0	17	0	3	30	1	0	5	8	23	0	5	5	0	0	3	32	2	0	0	1	1	5	0	12	2	0	0	30	0	25	1	0	2	5	2	0	0	4	0	0	0	1	0	0	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	1258	571	299	278	126	0	23	105	5	224	2	0	9	0	8	3	55	0	39	23	26	23	0	18	1	3	2	0	21	0	3	27	1	0	3	8	17	1	3	6	0	0	3	43	3	0	0	2	0	6	0	18	2	0	0	25	0	3	1	0	6	4	4	0	0	4	0	1	0	0	0	0	0	1	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1954	1395	540	232	370	113	0	24	164	4	207	5	2	15	0	8	5	56	0	26	27	26	71	0	12	1	5	5	0	27	0	3	24	1	0	3	8	13	1	4	5	0	0	4	34	2	0	0	1	0	9	0	22	1	0	0	20	0	4	1	1	3	2	3	0	2	3	1	0	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1955	1663	437	314	348	143	0	34	164	6	153	5	0	11	0	15	8	127	0	21	26	48	30	0	22	2	7	1	0	22	0	2	20	8	0	2	10	27	3	6	6	1	0	4	58	2	0	0	2	0	2	0	16	1	0	0	25	0	2	1	2	11	5	7	0	1	5	1	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1956	1422	704	467	350	157	0	36	104	6	196	9	0	14	0	6	1	42	0	25	29	39	34	0	17	2	7	3	0	21	0	2	23	6	0	3	12	23	1	4	5	0	0	6	33	7	0	0	1	1	4	0	26	1	0	0	10	1	3	1	4	4	3	4	0	0	3	1	0	0	1	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1957	1340	439	370	261	147	0	46	175	6	185	2	0	10	0	14	0	61	2	26	29	47	49	0	22	1	4	2	0	23	0	1	24	6	0	3	12	14	1	5	6	0	0	6	60	8	0	0	2	0	6	0	16	1	0	0	13	1	7	1	1	7	5	5	0	0	2	0	1	0	0	0	0	0	2	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1958	1282	393	472	260	142	5	31	109	5	187	10	0	16	0	8	1	73	3	35	29	32	31	0	16	1	4	2	0	28	0	2	26	8	0	3	12	20	2	5	7	0	0	6	65	4	0	0	1	0	3	0	9	2	0	0	17	0	5	1	1	7	2	3	0	1	1	1	1	1	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1959	1536	554	457	467	183	155	40	85	5	215	11	0	10	0	15	2	58	11	31	25	50	90	0	24	1	4	9	1	22	0	1	34	5	0	2	23	13	1	3	7	0	0	7	53	3	0	0	2	1	7	0	21	1	0	0	15	6	7	1	2	7	4	7	0	0	1	0	2	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1960	1546	555	570	727	187	294	56	151	6	216	21	0	10	0	15	3	114	27	34	23	59	44	0	23	0	2	16	1	18	0	4	36	7	0	3	23	9	1	11	6	0	0	18	75	5	0	0	1	0	7	0	24	1	0	0	28	3	5	1	2	8	3	7	0	0	0	0	6	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	1628	752	593	421	182	479	164	129	7	198	15	2	14	0	15	2	180	20	24	25	31	24	0	24	0	16	18	2	23	7	4	34	13	0	5	67	17	1	7	4	0	0	9	44	5	0	0	1	0	5	0	10	2	0	0	20	4	8	1	2	11	5	5	0	1	0	0	8	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1962	1507	786	635	835	149	423	147	87	9	263	17	3	12	0	11	8	177	32	40	25	44	27	0	23	0	9	15	1	25	3	1	35	5	0	3	43	16	2	10	7	0	0	11	62	2	0	0	1	0	7	0	32	2	0	0	20	12	9	1	2	7	2	6	0	1	1	0	5	0	1	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1963	1245	784	686	581	172	271	188	203	6	356	19	2	26	0	21	12	246	34	40	29	46	19	0	40	4	14	28	1	28	7	1	41	38	0	2	47	20	1	7	6	0	0	11	54	5	0	0	2	0	5	0	25	1	0	0	19	8	9	1	5	10	2	4	1	1	1	1	2	0	2	0	1	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	1302	817	754	1664	216	324	202	108	6	347	18	0	20	0	11	10	296	15	50	29	44	100	1	21	1	8	19	1	39	1	4	40	16	0	2	30	23	4	19	8	0	0	10	51	6	0	0	1	0	8	0	20	1	0	0	21	8	18	1	2	9	3	3	0	1	0	0	4	0	4	0	0	0	4	1	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1965	1181	700	742	1151	263	319	224	99	3	297	19	0	25	2	38	18	308	13	47	20	58	54	1	32	3	12	7	1	28	10	2	48	11	0	2	56	18	3	15	8	1	0	15	45	3	0	0	1	0	3	0	71	1	0	0	22	8	7	2	5	8	6	4	4	1	0	2	3	0	6	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	790	774	774	1167	229	250	389	93	8	322	30	3	20	7	46	16	288	35	66	21	48	39	1	31	4	14	6	2	22	15	5	40	12	1	1	95	20	3	11	10	0	0	13	48	4	0	0	3	1	10	0	32	1	0	0	23	8	11	2	5	12	3	4	1	1	0	1	6	0	5	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1967	824	802	797	931	269	341	292	89	5	322	21	2	22	21	65	12	251	14	58	13	61	167	1	54	3	20	7	2	22	13	4	47	14	2	0	51	19	3	17	6	0	0	14	50	8	6	0	0	0	7	0	47	1	0	0	17	8	11	2	10	10	2	5	6	1	0	1	3	0	7	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1968	675	951	835	1601	262	399	295	267	6	316	46	5	22	24	102	21	279	18	55	14	554	54	1	70	5	25	4	2	23	17	5	48	26	5	1	57	22	2	11	9	1	0	15	37	3	14	0	0	0	5	0	43	1	0	0	17	6	14	2	4	10	3	5	0	1	0	2	1	0	5	0	0	0	3	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	938	818	784	1269	268	556	344	113	10	323	42	6	27	31	91	37	333	12	36	18	47	138	1	65	5	20	6	4	31	15	4	239	21	3	0	54	30	1	10	6	0	0	16	39	9	12	0	0	0	8	0	46	3	0	0	24	9	11	3	5	12	6	5	0	2	18	28	2	0	4	0	0	0	1	0	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	883	1208	822	1597	236	340	430	105	5	354	63	44	34	20	82	31	67	11	39	28	43	84	0	56	2	20	5	6	30	22	6	35	13	5	1	52	29	5	18	12	0	0	17	25	2	13	0	1	1	8	0	58	3	0	0	21	9	9	6	4	12	3	3	0	2	0	4	3	0	5	0	0	2	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1971	990	1217	962	1384	335	344	446	118	26	317	106	205	47	25	134	50	61	8	49	49	497	50	0	59	4	74	5	8	63	24	5	51	16	1	1	84	35	3	19	11	0	0	13	32	6	21	0	1	0	9	0	50	2	0	0	19	5	10	4	3	6	5	4	0	2	0	3	4	0	5	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1972	1031	830	985	1981	340	207	457	120	71	359	99	178	111	23	112	42	50	11	56	36	44	296	4	64	2	41	7	15	56	20	5	45	29	6	1	61	36	1	14	10	0	0	14	47	3	13	0	1	0	14	0	52	2	0	0	19	4	12	8	1	8	2	5	1	1	0	3	4	0	4	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1973	2086	764	999	1755	329	109	455	121	92	300	80	143	95	27	98	97	58	11	71	27	37	94	2	54	2	55	7	6	36	22	7	48	19	14	1	63	40	2	6	11	0	0	14	23	8	11	0	1	1	43	7	56	1	0	0	23	5	14	5	3	9	5	6	0	0	0	3	3	0	5	0	0	0	3	0	4	0	0	1	0	0	0	1	2	0	0	0	1	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1974	2345	902	1059	1573	332	290	476	109	99	448	122	155	90	28	86	47	28	21	84	37	54	305	3	48	1	55	3	1	57	22	7	41	29	18	1	121	35	3	17	12	0	0	13	69	7	9	0	0	1	20	1	54	2	2	0	19	7	18	6	2	10	0	8	1	1	0	4	3	0	4	0	0	0	0	0	6	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	4	3	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1975	3777	758	1353	1721	442	286	662	138	278	457	182	172	129	52	80	72	19	34	116	27	70	127	0	45	3	40	9	6	39	36	11	45	46	15	1	129	41	1	22	10	0	0	15	48	11	9	0	1	5	22	2	59	3	10	0	20	7	18	8	3	7	3	9	1	1	0	3	1	0	6	0	6	0	0	0	7	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	3	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	4513	887	1817	2482	467	507	1066	320	296	494	283	712	219	57	163	159	23	44	176	57	65	138	2	55	7	47	7	18	58	34	12	46	53	17	1	204	64	5	30	13	0	2	30	60	6	23	0	0	2	18	3	53	5	28	0	19	21	16	11	6	10	3	85	1	2	0	4	0	0	2	0	0	0	0	0	6	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1977	4602	817	1986	2365	557	580	992	328	228	471	524	384	234	49	134	393	23	148	158	39	55	331	4	47	3	37	18	18	55	104	24	52	70	27	1	86	51	7	22	9	0	0	32	65	6	6	0	0	0	19	11	38	4	34	0	16	11	144	11	4	30	4	5	0	7	0	10	0	0	2	0	1	2	2	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
