Year	Y	I	A	C	D	NAS	HE	S	GA	L	TD	EP	J	ED	PREX	HH	FS	E	T	AE	SI	LC	FEM	PR	ITC	TC	SBA	VA	GS	CR	PM	JU	NS	NF	W	ER	CS	P	FT	FR	FW	PE	GP	IC	SSA	AA	PRVP	N	HS	SE	CSA	CC	NMB	FE	MS	LR	AC	FP	NCU	IA	CAB	RR	FCA	NC	NA	M	FHL	FAA	MC	FMC	LGA	FA	PHE	DC	PL	CZ	F	SS	FL	ID	B	U	OP	MN	LGL	AR	AG	UNI	CNF	OED	ONR	NHA	FM	NASA	PA	SB	ES	II	ICA	Z	GB	FCD	OAU	OYR	OD	OH	G	PGA	PAT	CI	FO	CA	FF	RNB	OAD	OHW	OT	OGA	H	X	SQ	WT	CNW	RL	EG	PPW	WHO	VB	PYH	PAC	PTR	PCO	PCA	PAG	MA	NMC	HGY	EC	NAT	UF	TF	UA	EB	PVRP	CIW	JA	EV	LGH	DT	SCP	WY	ADR	STH	ATC	STT	CNG	JUL	TA	TS	RP	GAO	FTZ	FC	RS	OYC	OL	OSU	AS	WA	OAG	OIE	OUC	OHU	OCM	OTP	OEP	OAE	OYY
1978	4587	849	1793	2232	474	454	1178	312	162	508	445	511	234	67	113	394	18	315	168	66	49	195	14	52	8	60	11	17	77	44	31	68	56	20	1	10	34	39	38	12	0	0	37	46	3	11	0	0	0	21	12	18	5	15	0	15	11	5	8	2	30	4	4	0	5	0	7	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1979	4353	967	1867	2506	502	465	1143	369	120	466	332	548	315	71	147	340	52	340	130	66	56	157	346	75	5	59	22	8	67	85	78	56	47	13	1	9	10	24	37	11	0	1	41	41	13	6	0	0	2	23	51	37	10	5	0	15	13	3	10	2	37	3	4	0	2	0	6	1	0	3	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1980	4861	1080	2207	2751	535	445	867	428	111	608	433	700	306	231	196	202	11	459	270	87	50	219	238	126	7	55	40	24	113	80	56	77	56	12	2	2	4	48	38	8	0	5	37	26	7	43	0	0	1	112	57	57	7	9	8	7	19	1	7	2	48	4	2	0	0	0	15	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	4214	1790	2028	2172	692	432	819	377	117	398	297	269	217	212	351	40	112	241	180	90	75	189	124	56	73	5	8	20	110	82	51	72	44	19	0	7	4	33	20	12	0	11	30	33	8	4	0	1	1	30	6	38	7	10	12	13	6	2	2	2	46	2	2	2	0	0	13	1	0	3	0	2	1	0	2	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	4126	1437	1496	1645	680	474	686	339	93	442	310	41	177	195	148	43	4	230	174	74	52	184	37	76	86	13	59	16	84	112	47	156	64	13	4	7	3	21	29	11	0	8	94	14	7	18	0	0	1	22	0	43	7	8	16	17	15	2	3	2	41	2	3	0	0	0	15	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	2	0	1	5	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	3357	2184	1506	2794	871	368	562	368	114	499	229	81	191	183	95	51	9	192	143	121	79	178	61	152	139	7	15	28	97	98	50	69	55	11	0	4	2	28	19	13	0	11	41	12	6	6	0	0	1	25	0	17	3	11	8	12	6	1	1	7	37	3	2	0	0	0	13	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	4282	2140	1687	3015	833	372	704	427	134	646	234	111	298	251	138	30	11	148	239	110	57	164	54	95	163	7	62	86	97	36	31	68	54	20	0	4	2	27	27	15	0	64	50	19	6	8	0	1	0	30	0	33	8	7	4	18	5	2	0	12	195	1	0	0	2	0	13	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1985	3117	1257	1999	2580	968	272	742	685	207	621	314	109	202	226	120	40	9	178	189	131	62	186	31	63	110	13	13	94	106	20	40	88	73	31	0	4	2	74	13	25	1	30	50	14	8	9	0	1	2	27	0	17	5	9	6	17	14	3	3	15	0	2	4	0	1	0	11	0	0	5	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1986	4074	1122	1864	2245	675	209	755	506	253	655	159	51	208	244	140	15	5	171	215	154	65	177	18	90	69	2	36	70	95	18	29	45	63	26	0	4	3	60	23	19	0	15	59	496	8	6	2	1	1	33	0	537	3	9	2	24	13	1	1	7	0	1	6	0	0	0	7	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1987	3871	1292	1462	2547	971	260	783	423	360	858	135	42	173	245	164	43	5	142	171	182	67	156	7	64	77	13	45	55	88	4	21	61	76	31	0	6	2	42	11	21	0	8	55	14	10	4	0	1	4	35	0	51	1	9	6	13	6	2	3	10	0	1	12	0	0	0	7	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1988	5056	1158	1291	2259	777	304	599	351	378	985	164	50	264	214	196	28	0	112	252	224	75	169	0	61	51	7	41	52	86	3	26	61	92	44	0	5	3	31	5	17	0	10	37	20	8	8	0	1	2	47	0	34	1	9	6	9	11	3	3	10	0	1	14	0	0	0	14	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	3805	1206	1449	2540	668	202	577	692	424	1103	149	139	154	218	224	19	7	143	264	189	37	180	0	45	46	14	97	115	90	7	42	59	80	27	0	4	1	31	14	14	5	7	62	13	9	5	0	0	3	40	0	71	0	9	5	12	8	7	2	11	0	3	2	0	0	0	16	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
1990	4221	1212	2030	1994	1053	213	541	325	553	1026	188	191	182	287	232	30	10	140	292	216	40	156	7	42	67	80	33	77	74	17	44	72	67	36	0	0	0	20	11	16	0	5	70	14	9	14	0	0	10	36	0	51	1	8	4	10	10	1	2	12	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	3085	1083	1252	1906	1161	238	485	285	510	1206	144	155	161	333	262	91	7	128	252	150	47	150	6	54	82	37	35	65	77	3	34	68	57	23	0	0	0	24	11	24	0	1	77	9	11	7	0	0	13	32	0	62	1	9	3	11	0	2	2	14	0	6	3	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1992	3475	890	1129	1856	1200	231	660	365	904	874	202	135	217	357	403	62	2	113	221	225	43	169	5	80	25	2	66	41	91	6	39	58	79	34	0	0	0	52	16	20	0	1	102	13	9	8	0	1	9	54	0	34	1	11	3	17	8	0	3	61	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1993	2637	822	1031	2341	723	91	612	448	628	849	178	95	236	296	365	51	0	110	212	227	43	125	3	144	22	3	21	30	96	8	30	67	65	34	0	0	0	13	11	21	0	2	71	14	8	16	33	0	11	45	0	29	0	10	3	7	4	0	1	3	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
1994	3198	569	854	1603	637	90	565	293	270	721	171	95	240	269	323	64	0	130	226	237	26	121	2	54	42	3	11	18	96	3	41	45	63	44	0	0	0	11	12	22	0	0	96	8	12	2	35	1	16	71	0	53	1	12	1	9	5	0	0	6	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
1995	2898	769	827	1586	526	620	645	189	241	682	202	153	241	341	373	82	3	144	238	224	36	110	4	52	30	2	11	13	111	8	53	48	65	32	0	0	0	10	14	20	0	1	83	1444	22	0	15	1	19	78	0	71	1	12	3	21	8	0	0	2	0	3	5	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1996	2862	1038	591	1545	431	43	748	159	179	677	227	43	273	340	361	149	1	58	224	205	24	107	5	58	18	2	10	18	83	9	10	50	134	40	0	0	0	10	25	24	0	8	24	0	24	0	14	0	18	71	0	152	2	11	2	17	6	0	1	4	0	2	7	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1997	3254	739	815	1520	470	32	628	161	282	635	194	70	418	485	220	90	5	56	244	176	29	114	8	68	24	2	3	23	91	8	36	68	46	24	0	0	0	9	16	30	0	13	22	1	51	0	21	0	20	65	0	172	2	8	1	22	0	0	1	4	0	5	6	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
1998	2942	652	588	1024	470	33	691	164	299	639	156	76	275	429	173	106	0	44	219	170	29	83	11	69	27	2	19	8	74	10	30	66	45	23	0	0	0	9	36	26	0	2	25	0	26	0	4	0	19	54	0	144	1	8	4	342	8	0	2	6	0	3	6	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	3039	12910	994	2008	482	47	596	264	258	690	222	93	227	423	256	127	3	59	259	243	396	161	66	69	19	2	40	5	129	13	22	57	15	36	0	0	17	24	250	24	2	2	30	0	41	6	4	0	18	78	0	150	5	11	2	19	0	0	4	1	0	5	3	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2000	3177	616	542	721	425	30	557	95	83	566	112	50	324	317	162	31	2	39	240	165	14	73	32	58	17	1	41	12	86	21	14	73	23	34	0	0	0	14	4	26	0	1	26	0	41	0	3	1	21	68	0	172	2	13	1	16	3	0	6	2	0	3	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	2330	489	444	582	312	18	291	29	31	448	114	22	170	133	153	12	0	12	204	50	19	62	23	35	14	0	11	6	45	3	13	52	25	11	0	0	0	5	3	18	0	0	27	0	22	0	0	0	23	16	0	158	1	6	8	69	0	0	2	1	0	4	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2002	2726	477	410	561	256	22	266	27	29	410	84	37	131	139	129	13	1	11	160	44	18	68	29	42	9	0	12	9	31	12	7	49	24	6	0	0	0	6	5	18	0	5	15	0	26	0	0	1	26	18	0	132	1	0	0	6	0	0	3	3	0	8	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	4	0	0	0	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3275	642	391	541	247	20	234	16	9	449	72	27	107	88	122	19	0	11	172	229	17	78	11	47	7	1	1	12	218	1	5	46	42	11	0	0	0	3	2	24	0	0	11	0	19	0	0	0	50	16	0	128	2	0	3	19	0	0	1	1	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2004	2680	431	846	318	216	15	168	14	8	309	48	15	79	64	75	15	10	5	95	252	11	48	0	24	4	0	0	9	239	0	5	283	9	8	0	0	0	0	2	45	0	1	33	0	17	0	0	0	14	20	0	106	0	0	1	19	0	0	0	4	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2005	2201	200	274	226	173	8	137	5	11	282	23	3	27	43	42	2	0	5	39	201	7	50	3	44	16	0	0	4	191	0	3	24	6	8	0	0	0	2	2	587	0	3	2	0	12	0	0	0	16	9	0	84	0	0	0	19	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
2006	2757	151	286	254	158	2	138	16	1	238	11	14	36	47	50	10	0	25	42	225	5	44	0	27	13	0	0	7	196	0	1	31	4	4	0	0	0	0	0	16	0	5	5	0	18	0	0	0	9	15	0	67	0	18	1	16	0	0	1	4	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
2007	2487	148	207	301	312	5	158	8	2	1777	25	7	26	36	50	6	0	8	45	42	7	53	0	33	12	0	0	13	22	2	0	25	0	12	0	0	0	0	1	34	0	0	3	0	9	0	0	0	7	11	0	64	0	0	0	22	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2008	1954	137	125	215	173	7	72	23	0	22	33	4	22	35	55	0	0	3	42	61	3	15	0	18	9	0	0	14	16	2	1	15	0	5	0	0	0	0	0	65	0	191	6	0	7	0	0	0	8	22	0	59	0	0	0	8	0	0	0	3	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2009	2697	257	85	177	175	4	186	11	0	15	26	0	23	8	36	0	0	3	15	526	10	27	3	15	14	1	0	5	502	0	2	23	0	4	0	0	0	0	0	23	0	1	3	0	5	0	1	0	12	16	0	55	0	0	0	10	0	0	1	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	1836	82	51	79	126	11	95	7	0	5	14	0	23	11	19	0	0	1	11	30	8	32	0	13	8	0	1	5	12	2	0	24	0	3	0	0	0	0	0	1	0	0	9	0	5	0	0	0	5	12	0	74	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	387	36	32	30	93	4	35	3	0	6	11	0	12	17	13	1	0	3	3	12	6	15	0	11	3	0	0	1	7	0	0	9	0	3	0	0	0	0	0	1	0	0	1	0	6	0	0	0	2	8	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	648	7	32	31	29	4	108	3	0	5	9	0	8	6	12	1	0	1	1	7	2	7	0	13	7	0	0	1	3	0	0	4	0	2	0	0	0	0	0	1	0	0	1	0	4	0	0	0	2	7	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	371	3	17	10	22	0	35	1	0	1	4	0	0	7	12	2	0	0	0	4	3	0	0	9	4	0	0	0	1	0	0	5	0	1	0	0	0	0	0	3	0	0	1	0	1	0	0	0	2	8	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	19	0	5	5	10	0	34	0	0	0	0	0	0	4	10	1	0	0	0	0	2	1	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
