University of Michigan	254183
University of Minnesota	134605
University of Illinois at Urbana–Champaign	113787
University of California, Northern Regional Library Facility	74212
The Ohio State University	55727
Pennsylvania State University	51087
Northwestern University	50919
Technical Report Archive & Image Library	47172
University of California, Riverside	46488
Purdue University	44920
Cornell University	32398
University of Virginia	30524
University of California, San Diego	24659
Harvard University	22446
University of California, Southern Regional Library Facility	21227
Michigan State University	13831
New York Public Library	11772
University of California, Berkeley	10076
University of California, Santa Cruz	9997
State University System of Florida	7803
Indiana University	7794
University of California, Los Angeles	7110
University of Wisconsin, Madison	6611
University of Texas at Austin	5023
Princeton University	4443
University of Chicago	3762
University of California, Davis	2633
University of Illinois at Urbana-Champaign	2610
Library of Congress	2481
University of Iowa	1230
Texas A&M University	1212
Columbia University	957
University of Massachusetts Amherst	537
University of North Carolina at Chapel Hill	128
The Getty Research Institute	127
Yale University	116
Duke University	84
University of California, Irvine	78
University of Alberta	73
University of Connecticut	59
University of Missouri, Columbia	46
Boston College	41
North Carolina State University	37
Tufts University	20
Emory University	14
University of Washington	7
University of California, San Francisco	5
Universidad Complutense de Madrid	1
McGill University	1
University of Delaware	1
