University of Michigan	248668
University of Minnesota	133876
University of Illinois at Urbana–Champaign	106342
University of California, Northern Regional Library Facility	72093
Northwestern University	50099
Pennsylvania State University	49034
Purdue University	44879
Technical Report Archive & Image Library	44683
The Ohio State University	39294
University of California, Riverside	33215
Cornell University	29169
University of California, San Diego	23493
Harvard University	21344
University of California, Southern Regional Library Facility	20118
University of Virginia	18285
Michigan State University	13700
University of California, Santa Cruz	9993
New York Public Library	9741
Indiana University	8192
University of California, Berkeley	7397
State University System of Florida	6961
University of California, Los Angeles	6886
University of Wisconsin, Madison	6483
University of Texas at Austin	5163
Princeton University	4139
University of Chicago	2878
University of California, Davis	2578
University of Illinois at Urbana-Champaign	2406
Library of Congress	1714
University of Iowa	1199
Columbia University	852
Duke University	668
University of Massachusetts Amherst	506
Texas A&M University	327
University of North Carolina at Chapel Hill	143
The Getty Research Institute	129
Yale University	106
University of California, Irvine	74
University of Alberta	58
University of Connecticut	56
University of Missouri, Columbia	45
Boston College	40
North Carolina State University	35
Tufts University	20
Emory University	8
University of California, San Francisco	5
University of Washington	4
University of Delaware	1
McGill University	1
