Congressional Record	473	6659	7.1
Statistical Abstract	137	171	80.12
United States Reports	675	1278	52.82
Foreign Relations	713	3168	22.51
Congressional Serial Set	20749	52478	39.54
Civil Rights Commission	875	3090	28.32
Economic Report Of The President	58	261	22.22
