Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	T	LC	AE	SI	FEM	PR	GS	ITC	TC	SBA	VA	CR	PM	JU	NS	W	ER	NF	CS	P	FT	FR	FW	PE	GP	IC	AA	SSA	HS	FE	N	MS	PRVP	SE	CC	CSA	NMB	LR	AC	FP	NCU	IA	CAB	FCA	RR	NA	M	NC	FAA	FHL	MC	FMC	MN	LGA	FL	FA	H	ID	CZ	DC	B	FO	NHA	SS	OP	PA	FCD	FM	CA	X	AR	ES	U	NASA	F	DP	CNF	Z	SB	G	GB	ICA	RNB	FF	II	UNI	AG	OAR	OUC	MB	CO	OAG	WT	WHO	PCO	OCM	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1947	881	217	800	308	48	26	0	161	3	104	0	10	1	29	0	0	9	29	35	13	40	31	0	12	19	0	7	0	5	0	1	32	0	39	0	0	14	0	6	4	3	0	12	16	0	6	0	0	7	0	0	10	10	0	8	29	0	5	1	0	5	4	2	0	2	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1948	859	227	1848	312	62	28	0	171	4	164	0	2	0	4	0	0	5	23	47	25	42	30	0	10	22	0	3	0	1	0	0	27	0	14	4	0	11	0	5	6	3	0	4	48	0	9	1	0	4	0	0	8	10	0	12	42	0	5	1	0	3	4	5	0	22	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1949	1414	345	941	522	59	36	0	167	5	158	0	3	4	13	0	0	4	59	34	18	85	16	1	21	70	0	17	0	1	0	1	33	0	169	8	0	17	1	8	4	5	0	3	41	0	4	0	0	95	0	0	6	8	0	10	49	0	8	1	0	3	6	4	1	10	0	0	0	2	0	0	0	2	0	0	0	0	1	0	9	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1950	1493	287	697	403	92	39	1	117	7	156	0	7	1	10	1	1	2	158	31	31	35	22	0	40	20	0	2	0	1	0	1	30	1	36	10	0	17	1	3	5	0	0	9	48	0	4	0	0	1	0	0	11	8	0	6	25	0	7	1	0	3	5	2	0	11	1	1	0	0	0	0	0	2	0	0	0	4	2	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1951	1451	309	447	328	133	27	0	199	6	142	0	1	3	11	0	0	8	68	30	19	56	24	0	45	41	0	0	0	2	0	1	26	1	40	10	0	19	0	3	5	0	0	3	57	0	3	0	0	2	0	0	6	13	0	1	33	0	5	1	0	4	7	3	1	43	0	0	0	0	0	0	0	0	0	0	0	8	2	0	12	0	0	0	0	1	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
1952	1331	300	592	624	91	24	1	195	4	152	0	7	5	12	0	0	8	87	25	31	48	21	0	32	33	0	0	1	1	0	2	32	1	2	8	0	23	1	5	5	0	0	3	33	0	2	1	0	1	0	0	7	12	0	2	32	0	26	1	0	3	2	5	0	4	0	0	0	0	1	0	0	0	0	0	0	13	2	0	11	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	1557	361	583	403	142	30	0	109	5	230	0	1	3	11	0	0	8	65	44	27	123	28	0	33	74	1	3	2	0	0	2	29	1	0	8	0	17	1	3	6	0	0	3	43	0	3	0	0	2	0	0	6	18	0	2	26	0	6	1	0	6	7	5	0	4	0	1	0	0	0	0	0	1	0	0	0	14	1	0	12	0	0	0	0	1	3	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1954	1599	292	556	545	128	37	0	178	4	212	2	5	5	17	0	0	9	62	31	76	40	26	0	17	41	1	5	5	0	0	2	28	3	0	8	0	15	1	5	5	0	0	12	35	0	2	0	0	1	0	0	10	22	0	1	23	0	6	1	1	3	3	2	2	3	0	0	1	0	0	0	0	0	1	0	0	14	0	0	10	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1955	1817	372	453	408	172	47	0	177	6	152	0	7	9	12	0	0	16	132	25	44	40	49	0	22	50	2	7	2	0	0	1	24	10	0	10	0	27	5	7	6	1	0	4	60	0	2	0	0	2	0	0	2	16	0	1	25	0	5	1	2	11	10	6	1	6	0	0	1	0	0	0	0	0	0	0	0	17	1	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1956	1511	538	726	497	174	44	0	108	6	199	0	10	0	14	1	0	8	47	32	41	44	39	0	19	37	2	7	3	0	0	1	29	8	0	12	0	24	2	4	5	0	0	6	34	0	7	1	0	1	0	0	5	26	0	1	10	1	3	1	4	4	4	3	1	3	0	0	1	0	1	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1957	1422	437	457	322	173	58	0	185	6	193	0	3	1	11	0	3	14	66	33	83	35	51	0	24	36	2	8	5	0	0	1	28	7	0	12	0	14	3	5	8	0	0	10	61	0	9	0	0	2	0	0	7	16	0	1	14	1	7	1	2	7	7	5	0	2	0	1	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1958	1356	543	404	322	187	41	5	125	5	193	0	10	1	18	0	5	7	78	38	39	48	37	0	16	51	1	4	2	0	0	2	28	11	0	12	0	20	3	5	7	0	0	6	68	0	4	0	0	1	0	0	4	9	0	2	18	0	6	1	1	7	3	2	1	1	0	1	1	1	0	0	0	1	1	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1959	1624	534	574	716	289	55	155	91	5	219	0	12	3	11	0	11	16	73	35	105	57	52	0	24	59	2	8	10	1	0	1	38	9	0	23	0	13	2	3	9	0	0	7	54	0	3	1	0	2	0	0	8	21	0	1	19	8	9	1	2	7	9	5	0	1	0	4	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1960	1614	676	577	781	292	78	294	174	7	243	0	23	5	12	0	29	16	120	36	51	91	64	0	27	80	0	2	16	4	0	3	41	13	0	23	0	10	2	12	8	0	0	19	77	0	7	0	0	1	0	0	7	24	0	1	31	3	6	1	2	8	7	3	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	1699	654	778	532	333	188	480	139	7	203	1	16	4	16	0	22	15	191	28	32	119	38	0	24	124	0	16	18	2	7	3	38	19	2	74	0	17	2	7	4	0	0	9	47	0	6	0	0	1	0	0	5	10	0	2	28	4	10	1	2	11	6	6	1	0	0	8	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1962	1578	677	820	905	250	170	423	92	9	267	2	16	13	14	0	34	12	188	44	40	91	46	1	24	124	1	12	15	2	3	1	36	9	0	48	0	16	3	12	9	0	0	14	66	0	3	0	0	1	0	0	9	32	0	2	26	13	10	1	3	7	9	2	1	1	0	7	0	0	1	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1963	1346	731	816	655	252	208	284	239	6	378	3	20	14	30	0	38	22	262	44	29	126	49	0	40	135	5	17	30	1	8	1	44	46	0	49	0	20	2	8	8	0	0	11	59	0	6	0	0	2	0	0	5	25	0	1	24	8	12	1	6	10	5	3	1	1	1	3	1	0	2	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	1405	838	848	2050	405	220	357	123	6	378	0	21	14	20	0	16	14	313	59	111	133	48	2	24	152	1	8	20	2	2	3	44	23	0	32	0	24	5	19	10	0	0	10	54	0	8	0	0	1	0	0	9	20	0	1	23	8	22	1	2	9	6	3	1	0	0	5	0	0	4	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0	3	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1965	1360	808	744	1299	458	244	377	108	3	323	0	21	23	27	2	17	43	335	53	64	142	62	1	32	158	3	12	8	1	12	2	48	16	0	57	0	18	3	15	8	1	0	15	46	0	4	0	0	1	0	0	4	73	0	1	25	9	8	2	6	8	6	6	1	0	4	6	2	0	6	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	974	854	825	1272	457	415	337	101	8	345	4	30	19	22	7	35	53	310	76	46	229	51	2	37	168	6	20	7	3	15	4	41	18	0	100	1	20	3	15	11	0	0	13	49	0	5	1	0	3	0	0	11	32	0	1	23	10	14	2	6	14	6	3	1	0	1	8	1	0	5	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1967	959	858	866	1042	432	315	411	98	6	344	2	22	20	29	22	14	83	283	68	546	203	64	1	61	159	4	23	12	2	14	3	47	20	0	52	3	19	4	18	7	0	0	14	51	6	9	0	0	0	0	0	8	47	0	1	17	8	12	2	10	10	9	2	1	0	6	4	1	0	7	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1968	768	915	1017	1784	493	321	477	327	6	344	5	50	26	27	25	19	129	312	66	73	82	562	1	75	94	5	25	4	2	18	4	51	39	0	58	6	23	2	13	11	1	0	15	38	14	4	0	0	0	0	0	7	43	0	1	17	6	15	2	5	11	8	3	1	0	0	3	2	0	5	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	1035	847	945	1444	439	375	606	121	10	340	11	52	43	28	32	15	113	354	45	152	127	50	1	67	158	5	20	6	4	15	3	241	25	0	54	5	31	2	12	11	0	0	18	40	12	10	1	0	0	0	0	9	48	0	3	24	9	13	3	6	12	7	6	2	27	0	4	29	0	4	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	6	0	1	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	970	895	1307	1846	443	488	373	109	6	365	58	68	37	45	20	13	107	66	49	103	144	48	1	62	166	3	23	5	7	24	5	35	17	0	52	5	30	6	19	18	0	0	17	27	14	3	1	0	1	0	0	9	58	0	3	22	9	12	6	5	12	4	3	2	0	0	3	5	0	6	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1971	1181	1019	1284	1546	473	540	364	124	27	331	236	115	63	56	25	13	162	65	55	63	164	532	0	64	187	5	77	5	8	29	4	51	20	0	84	1	36	4	20	19	0	0	13	34	21	8	0	0	1	0	0	10	50	0	2	22	7	14	5	4	6	5	6	2	0	0	4	3	0	5	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	7	1	9	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1972	1294	1044	905	2149	508	529	214	125	72	401	210	109	50	119	24	12	140	50	68	468	159	48	5	68	205	3	45	7	15	20	4	49	31	0	61	6	38	2	15	13	0	0	14	47	13	4	0	0	1	0	0	16	52	0	2	20	5	15	8	2	8	5	2	1	0	1	5	3	0	4	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	4	0	29	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1973	2432	1075	855	2075	464	565	151	129	93	317	168	89	106	113	27	18	126	61	79	124	154	40	2	60	163	3	58	7	7	22	6	50	21	0	65	14	41	3	8	17	0	0	17	25	11	12	1	0	1	0	0	52	56	7	1	26	6	17	5	3	9	8	5	0	0	0	3	3	0	5	0	0	1	0	0	0	5	3	0	0	0	0	1	0	0	2	0	30	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1974	2785	1145	982	1832	441	597	311	115	101	462	215	144	55	101	31	32	118	28	94	387	164	58	5	60	189	1	55	4	2	22	6	46	31	0	122	18	37	6	19	17	0	0	13	74	12	9	2	7	0	0	0	20	54	1	2	22	7	22	6	2	11	9	0	1	0	2	4	3	0	4	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	4	0	22	0	0	0	3	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1975	4181	1474	834	2189	581	856	316	166	291	511	211	218	76	141	65	52	98	22	134	163	169	78	2	52	184	4	43	12	8	36	10	51	53	0	139	15	45	2	27	13	0	0	15	49	9	13	6	44	1	0	0	22	59	2	3	26	8	26	10	4	7	10	3	1	0	1	2	3	0	6	0	0	0	6	0	0	9	0	0	0	0	0	1	0	0	5	0	30	0	0	1	6	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
1976	4872	1959	992	2705	594	1248	541	474	316	517	771	323	272	247	75	66	182	24	191	184	198	79	6	60	207	7	47	8	25	35	11	47	56	0	328	17	70	9	33	23	0	2	30	61	27	7	3	41	0	0	0	18	54	3	5	24	21	19	13	6	11	87	3	2	0	1	5	3	0	2	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	2	0	22	0	0	1	5	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1977	4854	2123	911	2651	687	1207	603	354	233	602	449	607	1053	261	76	229	168	23	172	548	180	59	6	52	201	4	38	21	19	117	23	56	75	0	121	27	59	10	25	16	0	0	35	67	6	6	1	47	0	0	0	19	38	12	4	18	11	147	11	4	30	7	4	7	0	0	0	9	0	2	0	0	0	1	0	0	6	2	0	0	0	0	0	0	0	3	0	24	0	0	2	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1978	4683	1900	942	2702	617	1439	486	392	169	551	554	535	984	251	111	496	139	18	179	300	211	55	21	59	224	10	64	11	26	46	31	70	62	0	13	21	44	41	42	17	0	0	40	50	12	5	1	18	0	0	0	21	18	14	5	15	13	4	8	2	30	4	5	5	0	0	0	5	0	4	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	3	0	16	0	0	0	7	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1979	4587	1961	1087	2996	592	1368	482	426	125	509	606	437	834	338	83	512	178	52	134	223	222	59	352	83	222	6	60	26	12	85	80	60	50	0	12	14	12	26	40	43	0	1	41	47	8	13	3	8	0	1	0	24	37	52	10	15	13	3	10	2	37	5	3	2	0	0	1	5	0	3	0	0	0	0	1	0	10	0	0	0	0	0	1	0	0	3	0	22	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1980	5236	2355	1178	3222	623	1084	460	426	114	651	761	516	217	326	248	618	222	11	282	405	278	53	245	138	377	7	55	41	28	79	63	86	66	0	3	13	4	49	39	33	0	5	37	28	45	8	3	13	0	9	0	112	52	58	7	8	19	2	7	2	102	2	4	0	0	0	0	17	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	18	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	4570	2226	2844	2687	775	975	446	400	124	412	283	334	47	233	258	364	398	113	190	271	448	81	131	60	513	73	5	10	22	83	57	74	57	0	8	23	4	34	20	43	0	11	30	33	5	8	1	14	1	15	0	30	45	6	7	13	6	2	2	4	52	2	2	0	0	2	1	18	0	3	0	0	0	2	0	0	5	0	0	0	0	0	2	0	0	3	0	17	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	4510	1675	1552	2161	782	813	482	363	103	466	60	333	49	198	222	394	225	6	189	556	421	58	40	80	469	86	13	61	18	112	49	160	72	0	9	14	3	22	30	37	0	8	96	15	25	7	1	10	0	25	0	22	43	0	7	17	16	3	4	3	41	3	2	0	0	0	0	14	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	3698	1645	2552	3063	1000	684	374	399	123	515	98	257	53	211	209	414	148	10	155	216	470	88	65	161	472	141	8	18	35	102	55	72	59	0	6	13	2	31	19	42	0	12	45	12	6	7	1	12	0	18	0	25	20	0	3	12	7	3	1	10	38	2	3	2	0	0	0	12	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	4688	1796	2639	3317	955	837	384	447	144	669	137	265	34	330	279	291	187	12	256	196	474	60	62	102	532	164	8	66	96	36	35	72	58	0	4	23	2	28	28	37	0	64	52	21	8	6	0	9	1	17	0	30	33	0	8	19	5	3	0	19	201	0	1	2	0	0	0	12	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1985	3852	2143	1333	2812	1138	863	281	777	220	644	134	337	42	226	246	320	162	12	208	213	323	65	36	65	300	110	13	15	99	21	40	91	79	0	4	32	2	77	13	51	1	29	56	15	13	8	2	11	0	15	0	27	17	0	5	19	14	3	3	24	0	4	2	1	0	0	0	12	0	5	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1986	4878	2034	1223	2374	773	869	218	539	260	679	68	174	17	234	270	282	174	6	241	198	403	77	21	92	278	72	5	37	76	18	35	47	67	0	5	29	3	60	23	51	0	17	59	506	7	8	1	11	0	3	2	33	555	0	3	24	13	2	1	11	0	6	1	0	0	0	0	6	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1987	4350	1578	1428	2740	1102	920	265	452	366	892	54	154	49	196	265	189	188	5	192	184	422	73	9	67	283	81	17	47	68	4	27	61	80	0	6	34	2	43	11	48	0	4	55	18	5	11	4	11	0	8	0	35	64	0	1	13	6	2	4	16	0	13	1	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1988	5288	1396	1269	2423	935	736	311	387	382	1020	68	176	30	315	232	148	210	0	278	186	379	84	0	67	285	55	11	42	55	3	36	61	98	0	5	45	3	33	5	43	0	9	45	22	8	8	3	12	0	6	0	47	43	0	1	10	12	3	6	14	0	14	1	0	0	0	0	13	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	3951	1629	1342	2981	761	701	208	728	437	1178	153	148	20	211	234	179	242	9	280	193	366	48	0	46	291	55	20	105	118	7	47	60	89	0	4	30	1	32	14	51	5	4	67	13	5	9	3	12	0	9	0	43	85	0	0	13	8	8	4	16	0	2	3	0	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1990	4426	2177	1339	2189	1136	683	216	365	562	1071	242	196	31	214	317	180	245	10	317	171	412	41	9	45	272	80	84	41	87	17	49	73	75	0	1	41	0	20	12	46	0	5	74	16	15	10	10	10	0	7	0	36	61	0	1	11	11	1	3	18	0	3	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1991	3289	1366	1184	2061	1237	602	250	321	527	1257	185	159	93	184	362	156	276	7	288	164	344	51	7	54	274	89	39	38	68	3	35	70	60	0	0	24	0	24	11	57	0	1	83	10	8	13	13	12	0	4	0	32	72	0	1	11	0	2	2	21	0	3	6	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1992	3606	1239	955	2000	1308	800	242	392	916	948	180	211	65	254	382	146	451	2	251	193	446	48	5	82	294	26	2	67	43	6	40	65	86	0	0	38	0	57	16	42	0	3	106	15	10	10	10	13	0	10	0	55	48	0	1	18	8	0	5	79	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1993	2724	1123	903	3208	798	797	95	661	631	920	111	187	56	277	324	131	412	0	224	140	421	41	4	144	288	24	3	23	33	8	34	70	83	0	0	37	0	13	11	49	0	1	75	16	19	8	12	13	0	5	33	45	39	0	0	9	4	0	1	7	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
1994	3346	919	667	1846	728	791	104	387	281	820	108	174	70	256	306	147	373	1	245	201	447	41	2	59	298	44	3	13	20	3	42	48	65	0	0	47	0	12	13	56	0	1	98	21	3	14	17	13	0	1	35	78	76	0	1	10	5	0	0	10	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
