Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	T	LC	AE	SI	FEM	PR	GS	ITC	TC	SBA	VA	CR	PM	JU	NS	W	ER	NF	CS	P	FT	FR	FW	PE	GP	IC	AA	SSA	HS	FE	N	MS	PRVP	SE	CC	CSA	NMB	LR	AC	FP	NCU	IA	CAB	FCA	RR	NA	M	NC	FAA	FHL	MC	FMC	MN	LGA	FL	FA	H	ID	CZ	DC	B	FO	NHA	SS	OP	PA	FCD	FM	CA	X	AR	ES	U	NASA	F	DP	CNF	Z	SB	G	GB	ICA	RNB	FF	II	UNI	AG	OAR	OUC	MB	CO	OAG	WT	WHO	PCO	OCM	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1995	3065	901	890	1811	611	868	651	263	251	729	177	208	92	274	396	180	429	5	252	121	446	41	4	53	328	33	2	13	13	8	60	51	70	0	0	35	0	14	14	68	0	2	86	1452	0	24	20	13	1	3	15	79	104	0	1	25	8	0	0	6	0	5	4	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0
1996	2993	640	1092	1668	507	923	44	315	184	721	46	240	158	298	377	69	392	1	238	119	645	27	5	58	496	18	2	12	18	9	11	55	196	0	0	42	0	14	29	71	0	9	24	0	0	26	18	14	0	2	14	74	193	0	2	18	6	0	2	7	0	7	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	3338	883	784	1668	554	797	34	274	292	677	73	216	96	456	521	65	235	5	265	120	593	30	8	69	485	25	2	3	24	8	40	77	49	0	0	26	0	11	16	58	0	19	22	1	0	53	21	11	0	2	21	72	203	0	2	24	0	0	1	8	0	7	6	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	3034	623	733	1252	541	889	37	364	315	690	89	164	111	328	471	56	193	0	238	98	600	32	13	69	468	27	2	21	11	9	35	72	48	0	0	25	0	13	37	58	0	2	25	0	0	29	21	10	0	5	4	57	188	0	1	343	8	0	2	10	0	6	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	3171	1080	13119	3128	568	787	53	437	290	745	101	253	129	262	450	79	280	3	301	169	656	483	81	71	523	26	3	40	5	13	27	65	15	0	0	39	17	28	253	52	2	2	30	0	6	42	18	14	0	3	4	92	197	0	5	24	0	0	4	6	30	3	6	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	3286	577	684	875	487	704	76	163	97	591	59	118	33	359	338	48	171	2	255	77	380	18	34	60	294	18	2	41	12	21	22	79	23	0	0	35	0	16	4	70	0	1	30	0	0	44	22	16	0	2	3	80	204	0	2	16	3	0	6	5	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	2408	478	624	682	349	380	23	34	37	468	25	126	14	226	150	15	165	1	216	77	246	21	23	34	239	14	0	11	6	5	16	60	25	0	0	12	0	5	3	36	0	0	28	0	0	24	26	8	0	8	0	18	191	0	1	70	0	0	2	4	0	2	4	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	2837	444	611	638	276	320	25	38	30	426	43	88	15	147	155	15	142	1	171	78	240	21	30	42	226	9	0	12	9	13	9	55	24	0	0	6	0	6	6	54	0	5	20	0	0	26	30	0	1	0	0	19	173	0	1	6	0	0	3	7	0	1	8	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3314	410	734	575	275	278	20	24	10	465	29	86	23	111	103	13	130	0	198	86	231	18	12	47	219	7	1	1	13	1	8	47	45	0	0	11	0	3	2	56	0	0	20	0	0	19	62	0	0	3	0	17	160	0	2	19	0	0	1	5	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	2715	863	463	334	240	219	15	16	8	319	18	70	15	85	68	8	86	0	105	53	256	11	1	27	243	4	0	1	9	0	5	338	10	0	0	8	0	2	2	71	0	1	34	0	0	17	24	0	0	1	0	21	128	0	0	19	0	0	0	8	0	0	6	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	2236	285	218	247	183	154	8	5	11	297	4	29	3	28	49	6	48	0	44	52	240	7	3	44	229	16	0	0	4	0	4	24	6	0	0	8	0	2	5	629	0	3	3	0	0	13	21	0	0	1	0	9	97	0	0	21	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	2808	300	165	270	176	157	2	16	2	257	15	15	12	37	50	26	57	0	47	48	231	6	0	27	197	13	0	0	7	0	1	31	4	0	0	4	0	0	0	56	0	5	5	0	0	18	13	19	0	1	0	16	82	0	0	18	0	0	1	8	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	2535	215	156	323	335	208	6	8	2	1828	8	26	6	26	40	10	55	0	51	56	45	8	0	33	25	13	0	0	13	2	0	26	0	0	0	12	0	0	1	58	0	0	3	0	0	9	7	0	0	0	0	11	85	0	0	22	0	0	0	5	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	2056	130	144	236	192	87	7	24	2	23	6	38	0	24	37	4	60	0	56	17	167	3	0	18	100	9	0	0	14	2	1	15	0	0	0	6	0	0	0	105	0	201	6	0	0	7	12	0	0	0	0	22	69	0	0	8	0	0	0	7	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	2787	94	311	228	192	199	4	12	0	20	0	28	4	25	10	3	39	0	15	29	636	10	3	15	607	14	1	0	5	0	3	25	0	0	0	4	0	0	0	39	0	1	3	0	0	7	19	0	0	0	1	16	62	0	0	10	0	0	1	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	2104	60	97	94	150	105	13	8	0	7	0	21	0	25	14	2	24	0	11	20	33	8	0	13	16	8	0	2	6	2	0	25	0	0	0	3	0	0	0	1	0	0	9	0	0	6	13	0	0	0	0	12	78	0	0	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	1115	38	56	46	129	51	7	6	0	6	0	11	3	17	20	3	18	0	4	22	14	6	0	12	9	3	0	0	4	0	2	9	0	0	0	3	0	0	0	2	0	0	1	0	0	8	5	0	0	0	0	8	79	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	969	39	11	41	54	127	4	4	0	5	0	11	1	8	6	2	16	0	1	10	444	2	0	13	222	7	0	0	2	0	0	4	0	0	0	2	0	0	0	2	0	0	1	0	0	7	3	0	0	0	0	7	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	411	18	3	20	39	41	0	2	0	1	0	5	2	0	7	0	18	0	0	4	593	5	0	9	324	4	0	0	0	0	0	5	0	0	0	2	0	0	0	4	0	0	1	0	0	2	3	0	0	0	0	8	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	59	5	0	9	16	35	0	1	0	0	0	0	1	0	4	0	14	0	0	1	63	2	0	8	32	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	4	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	11	0	0	4	15	23	0	1	0	0	0	0	1	0	5	0	6	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	5	0	0	0	6	1	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
