Y 4	84595	Congress
Y 3	25161	Congress
A 13	12957	Agriculture
NAS 1	10048	National Aeronautics and Space Administration
Y 1	9716	Congress
I 28	9529	Interior Department
C 3	8414	Commerce Department
HE 20	8239	Health and Human Services Department
D 101	7002	Defense Department
A 1	6717	Agriculture
I 19	6440	Interior Department
GA 1	6140	Government Accountability Office
S 1	4751	State Department
C 13	4196	Commerce Department
D 301	3659	Defense Department
EP 1	3644	Environmental protection Agency
ED 1	3090	Education Department
I 49	2840	Interior Department
S 9	2699	State Department
L 2	2620	Labor Department
HH 10	2436	Housing and Urban Development Department
C 55	2319	Commerce Department
I 29	2130	Interior Department
D 103	1984	Defense Department
E 1	1772	Energy Department
I 1	1644	Interior Department
A 57	1405	Agriculture
HH 1	1299	Housing and Urban Development Department
PREX 3	1219	Executive Office of the President
A 17	1207	Agriculture
TD 2	1141	Transportation Department
AE 2	1074	National Archives and Records Administration
FEM 1	1040	
J 1	1020	Justice Department
C 22	1017	Commerce Department
FS 5	1003	
J 28	988	Justice Department
C 18	863	Commerce Department
C 61	839	Commerce Department
L 1	767	Labor Department
ITC 1	752	International Trade Commission
I 53	742	Interior Department
SI 1	741	Smithsonian Institution
TD 4	717	Transportation Department
GS 4	710	General Services Administration
TD 1	656	Transportation Department
D 1	632	Defense Department
TC 1	624	
A 93	609	Agriculture
SBA 1	599	Small Business Administration
TD 8	598	Transportation Department
I 27	592	Interior Department
T 22	583	Treasury Department
D 5	578	Defense Department
Y 10	576	Congress
VA 1	569	Veterans Affairs Department
TD 7	520	Transportation Department
J 26	519	Justice Department
HE 19	517	Health and Human Services Department
C 1	510	Commerce Department
C 56	459	Commerce Department
TD 5	452	Transportation Department
CR 1	440	Civil Rights Commission
PM 1	438	Personnel Management Office
J 29	426	Justice Department
L 13	411	Labor Department
L 37	411	Labor Department
D 207	407	Defense Department
HE 1	404	Health and Human Services Department
D 114	404	Defense Department
HE 23	403	Health and Human Services Department
J 32	380	Justice Department
FS 2	364	
LC 1	364	Library of Congress
L 35	345	Labor Department
D 214	343	Defense Department
NS 1	338	National Science Foundation
L 38	311	Labor Department
ER 1	309	
SI 3	304	Smithsonian Institution
PREX 1	301	Executive Office of the President
L 36	301	Labor Department
C 4	297	Commerce Department
HE 22	288	Health and Human Services Department
D 206	287	Defense Department
A 77	280	Agriculture
AE 1	279	National Archives and Records Administration
E 3	269	Energy Department
D 201	266	Defense Department
LC 14	262	Library of Congress
CS 1	260	
HE 3	257	Health and Human Services Department
C 57	256	Commerce Department
C 30	247	Commerce Department
FT 1	238	Federal Trade Commission
P 1	236	United States Postal Service
EP 2	228	Environmental protection Agency
PR 32	226	President of the United States
A 4	223	Agriculture
T 17	223	Treasury Department
C 46	220	Commerce Department
