Congressional Record	1869	7323	25.52
Statistical Abstract	173	199	86.93
United States Reports	757	1501	50.43
Foreign Relations	1075	4331	24.82
Congressional Serial Set	21489	53450	40.2
Civil Rights Commission	1042	2902	35.91
