Congressional Record	1066	7251	14.7
Statistical Abstract	139	173	80.35
United States Reports	730	1333	54.76
Foreign Relations	833	3238	25.73
Congressional Serial Set	20425	51687	39.52
Civil Rights Commission	867	3032	28.59
Economic Report Of The President	58	261	22.22
