Google	1337532
Internet Archive	26161
Texas A&M University	4809
University of California, Berkeley	4045
University of Michigan	3986
Cornell University	2562
State University System of Florida	1864
	1115
Northwestern University	770
University of Missouri, Columbia	348
University of Illinois at Urbana-Champaign	231
Yale University	188
Columbia University	158
University of Washington	91
Emory University	84
McGill University	41
Boston College	19
The Getty Research Institute	17
University of Delaware	2
University of Maryland	1
