University of Michigan	248010
University of Minnesota	133977
University of Illinois at Urbana–Champaign	106364
University of California, Northern Regional Library Facility	71987
Northwestern University	50124
Pennsylvania State University	48984
Purdue University	44879
Technical Report Archive & Image Library	44682
The Ohio State University	44053
University of California, Riverside	35862
Cornell University	29124
University of Virginia	28487
University of California, San Diego	23488
Harvard University	21311
University of California, Southern Regional Library Facility	20195
Michigan State University	13700
New York Public Library	10031
University of California, Santa Cruz	9946
Indiana University	8053
University of California, Berkeley	7490
State University System of Florida	7486
University of California, Los Angeles	6859
University of Wisconsin, Madison	6427
University of Texas at Austin	5070
Princeton University	4121
University of Chicago	2874
University of California, Davis	2577
University of Illinois at Urbana-Champaign	2409
Library of Congress	1714
University of Iowa	1191
Columbia University	851
Duke University	669
University of Massachusetts Amherst	506
Texas A&M University	327
University of North Carolina at Chapel Hill	143
The Getty Research Institute	126
Yale University	102
University of California, Irvine	74
University of Alberta	58
University of Connecticut	56
University of Missouri, Columbia	45
Boston College	43
North Carolina State University	35
Tufts University	20
Emory University	8
University of Washington	6
University of California, San Francisco	5
University of Delaware	1
McGill University	1
