Y 4	81763	Congress
Y 3	23281	Congress
A 13	12672	Agriculture
NAS 1	9962	National Aeronautics and Space Administration
Y 1	9516	Congress
I 28	9473	Interior Department
C 3	7431	Commerce Department
HE 20	6827	Health and Human Services Department
D 101	6741	Defense Department
A 1	6374	Agriculture
GA 1	6033	Government Accountability Office
I 19	5842	Interior Department
S 1	4641	State Department
C 13	4033	Commerce Department
EP 1	3236	Environmental protection Agency
ED 1	2932	Education Department
I 49	2794	Interior Department
L 2	2500	Labor Department
I 29	2082	Interior Department
C 55	1964	Commerce Department
D 103	1841	Defense Department
S 9	1719	State Department
I 1	1593	Interior Department
AE 2	1374	National Archives and Records Administration
PREX 3	1209	Executive Office of the President
E 1	1205	Energy Department
HH 1	1205	Housing and Urban Development Department
A 17	1199	Agriculture
A 57	1137	Agriculture
TD 2	1037	Transportation Department
C 22	1012	Commerce Department
FEM 1	1004	
J 1	975	Justice Department
FS 5	960	
HH 10	927	Housing and Urban Development Department
J 28	920	Justice Department
D 301	896	Defense Department
C 18	777	Commerce Department
ITC 1	750	International Trade Commission
C 61	736	Commerce Department
L 1	733	Labor Department
I 53	709	Interior Department
SI 1	670	Smithsonian Institution
TC 1	618	
TD 4	613	Transportation Department
D 1	599	Defense Department
SBA 1	579	Small Business Administration
A 93	577	Agriculture
Y 10	558	Congress
T 22	557	Treasury Department
TD 1	554	Transportation Department
D 5	551	Defense Department
VA 1	550	Veterans Affairs Department
I 27	517	Interior Department
C 1	496	Commerce Department
TD 7	492	Transportation Department
HE 19	484	Health and Human Services Department
J 26	464	Justice Department
TD 8	458	Transportation Department
CR 1	426	Civil Rights Commission
TD 5	424	Transportation Department
GS 4	415	General Services Administration
D 207	405	Defense Department
J 29	402	Justice Department
PM 1	391	Personnel Management Office
D 114	391	Defense Department
L 13	388	Labor Department
L 37	387	Labor Department
HE 23	366	Health and Human Services Department
HE 1	364	Health and Human Services Department
LC 1	351	Library of Congress
L 35	335	Labor Department
NS 1	321	National Science Foundation
FS 2	309	
D 214	302	Defense Department
SI 3	301	Smithsonian Institution
J 32	299	Justice Department
L 38	293	Labor Department
PREX 1	277	Executive Office of the President
AE 1	267	National Archives and Records Administration
L 36	266	Labor Department
ER 1	264	
A 77	258	Agriculture
D 201	247	Defense Department
CS 1	244	
HE 22	243	Health and Human Services Department
HE 3	233	Health and Human Services Department
C 56	230	Commerce Department
P 1	228	United States Postal Service
FT 1	226	Federal Trade Commission
FR 1	211	Federal Reserve System Board of Governors
C 57	207	Commerce Department
A 88	206	Agriculture
T 17	206	Treasury Department
