1	842011
2	79139
3	21110
4	14389
5	9073
6	7134
7	5638
8	4602
9	3950
10	2941
11	2717
12	2422
13	1493
14	1752
15	1104
16	1241
17	1130
18	1041
19	821
20	1035
21	924
22	1014
23	404
24	767
25	644
26	420
27	600
28	402
29	567
30	265
31	412
32	382
33	349
34	446
35	348
36	260
37	355
38	314
39	174
40	231
41	317
42	310
43	176
44	271
45	182
46	301
47	413
48	294
49	230
50	263
51	261
52	437
53	294
54	168
55	122
56	171
57	411
58	457
59	128
60	196
61	163
62	64
63	129
65	374
67	68
68	94
69	140
70	71
72	97
73	148
74	75
76	78
80	93
81	82
82	139
84	85
86	191
87	275
88	89
89	92
92	94
93	94
94	96
97	120
100	101
102	103
107	218
110	118
112	113
118	120
121	122
122	146
125	128
126	182
127	256
129	130
132	268
135	136
143	147
145	146
159	164
160	163
161	162
163	164
165	166
174	178
197	251
201	216
205	210
209	213
213	214
220	223
227	347
231	233
249	250
257	258
260	396
270	271
292	293
345	346
348	349
356	358
373	375
394	395
408	409
411	413
431	433
439	440
1257	1269
