Congressional Record	1175	7318	16.06
Statistical Abstract	155	189	82.01
United States Reports	733	1338	54.78
Foreign Relations	919	3334	27.56
Congressional Serial Set	20877	52016	40.14
Civil Rights Commission	883	2948	29.95
Economic Report Of The President	60	264	22.73
