Google	1314370
Internet Archive	25356
Texas A&M University	4300
University of Michigan	3924
University of California, Berkeley	3325
Cornell University	2344
State University System of Florida	700
Northwestern University	559
	373
University of Missouri, Columbia	342
University of Illinois at Urbana-Champaign	228
Yale University	187
Columbia University	101
University of Washington	55
Emory University	38
Boston College	19
The Getty Research Institute	17
University of Delaware	2
University of Maryland	1
McGill University	1
