Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	FEM	AE	SI	LC	T	GS	PR	ITC	TC	SBA	VA	CR	PM	JU	W	NS	ER	NF	CS	FT	P	FR	FW	GP	PE	IC	SSA	AA	HS	FE	N	MS	SE	PRVP	CC	CSA	LR	FP	NMB	AC	NCU	IA	NA	CAB	M	FCA	RR	FAA	NC	FHL	MC	FMC	MN	LGA	H	ID	NHA	CZ	FL	FA	B	DC	FO	PA	OP	CA	Z	SS	X	FCD	FM	SB	AR	ES	U	NASA	ICA	F	DP	CNF	G	GB	II	OTP	RNB	OCM	FF	TL	BA	GE	XX	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	WT	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1975	4462	1563	939	2235	633	906	316	177	297	552	240	237	87	154	73	58	105	23	2	224	92	182	148	217	57	4	43	12	8	40	10	56	1	64	146	15	50	29	2	15	0	15	0	50	14	9	6	49	1	0	22	0	60	2	26	27	3	10	12	5	1	7	0	10	3	3	1	3	0	7	0	0	0	0	0	11	0	6	0	0	0	0	1	0	0	0	30	0	5	0	0	0	2	6	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
1976	5173	2050	1103	2791	640	1323	541	533	321	528	805	359	311	272	82	81	167	25	6	237	83	199	207	229	69	7	47	8	27	40	11	52	1	69	364	17	75	35	9	25	0	30	2	61	7	27	3	49	0	0	18	0	55	3	24	23	5	22	14	7	3	11	0	87	5	11	1	3	0	2	0	0	0	2	0	8	0	0	0	0	0	0	3	0	0	0	22	0	2	0	0	0	1	5	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1977	5154	2185	1006	2713	735	1263	607	395	239	612	468	653	1165	278	84	242	173	22	7	254	66	568	184	245	58	5	38	25	20	128	23	58	1	89	129	26	64	26	10	19	0	35	0	70	6	6	1	53	0	0	19	0	38	12	23	151	4	12	15	5	7	30	0	7	4	0	0	9	0	4	0	0	0	0	0	6	0	1	0	2	0	0	0	0	0	0	24	0	3	0	0	0	2	6	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1978	5237	1994	1119	2781	666	1522	493	434	171	563	567	566	1075	270	121	545	149	18	22	282	64	315	191	267	63	10	64	12	26	46	31	75	1	73	13	20	47	43	42	20	0	42	0	49	7	13	1	18	0	0	21	0	19	14	16	5	5	14	8	2	5	30	0	4	5	0	0	5	0	6	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	44	0	3	0	0	0	0	7	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1979	5056	2045	1189	3115	648	1440	487	464	127	536	668	474	924	351	93	554	188	53	402	289	74	247	148	258	89	6	61	26	15	95	83	65	1	60	13	13	13	42	28	47	0	55	1	48	13	9	4	8	0	1	24	0	37	54	15	3	10	15	11	2	3	37	0	5	4	1	0	5	0	4	0	0	1	0	0	10	0	0	0	0	0	0	2	0	0	0	49	0	3	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1980	5783	2530	1314	3331	645	1150	482	438	120	672	778	551	238	340	262	681	234	7	284	285	61	431	292	390	142	7	55	43	28	82	66	92	2	81	3	13	6	39	49	34	0	53	5	28	8	46	4	13	0	9	112	0	52	60	8	2	7	21	7	3	0	104	0	2	4	0	0	18	0	2	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	49	0	1	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	4822	2321	3189	2797	821	1035	459	433	129	446	286	369	52	253	288	372	407	113	157	458	98	293	198	525	64	73	6	11	22	90	62	78	1	64	8	24	5	20	34	45	0	50	15	33	8	6	2	14	1	15	30	0	46	6	13	2	7	7	2	4	0	52	0	2	2	1	2	18	0	5	0	0	0	0	0	5	0	2	0	0	0	0	2	0	0	0	46	0	3	0	0	0	0	9	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	4619	1751	1599	2280	836	839	494	379	103	477	61	375	50	214	244	394	234	2	117	431	70	567	199	479	84	87	14	64	69	118	49	163	4	78	9	13	3	30	23	40	0	122	8	15	8	25	1	10	0	25	22	0	43	0	18	3	7	16	5	3	3	42	0	3	2	0	0	14	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	31	0	1	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	3797	1716	2776	3142	1035	706	385	423	127	524	100	294	82	219	221	428	158	10	106	482	99	236	166	487	178	141	9	19	35	106	57	75	0	71	6	13	3	19	32	43	0	67	12	12	7	6	1	12	0	18	25	0	20	0	13	3	3	8	1	11	2	38	0	2	4	0	0	12	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	4809	1881	2736	3374	982	878	494	462	149	682	138	298	37	337	298	323	199	10	136	484	82	213	264	554	107	164	9	71	96	37	36	73	0	70	4	23	2	29	30	40	0	72	64	21	8	8	0	9	1	17	31	0	34	0	21	3	8	7	0	19	2	201	0	0	1	0	0	12	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1985	3947	2229	1433	2876	1172	886	411	824	224	650	137	384	44	238	270	324	173	12	141	343	80	240	220	306	65	110	13	16	99	25	44	93	0	95	4	38	4	13	77	54	1	56	29	15	8	13	2	11	0	15	27	0	17	0	22	3	5	16	3	25	1	0	0	4	2	0	0	12	0	5	2	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	29	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1986	4956	2104	1308	2404	826	890	333	558	264	688	70	251	18	247	286	283	187	4	131	423	83	206	254	283	95	72	5	38	76	20	35	52	0	80	5	29	3	23	63	53	0	59	17	506	8	7	1	11	0	3	33	2	566	0	24	2	3	14	1	12	0	0	0	6	1	0	0	6	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	26	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1987	4444	1647	1492	2793	1136	950	381	463	368	914	55	172	50	207	281	188	213	3	100	451	86	193	202	290	67	82	18	49	68	4	27	67	0	209	6	32	2	11	45	51	0	55	4	18	11	5	4	11	0	8	35	0	129	0	15	2	1	6	4	17	0	0	0	13	2	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	24	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1988	5499	1464	1345	2462	958	776	394	401	388	1043	72	220	32	321	239	148	227	0	82	417	90	192	295	292	67	55	11	43	55	4	36	65	0	101	6	45	3	5	34	45	0	45	9	22	10	8	3	12	0	6	49	3	103	0	14	3	1	12	7	15	0	0	0	14	1	0	0	13	0	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	38	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	4075	1702	1535	3057	786	899	290	748	446	1207	159	174	22	218	244	177	259	11	37	382	49	207	288	298	47	56	20	103	119	8	49	64	0	98	4	31	2	14	34	55	5	67	4	13	10	5	3	12	0	9	44	0	152	0	16	8	0	8	4	16	0	0	0	2	4	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	22	0	1	0	0	0	0	0	8	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1990	4560	2247	1550	2258	1151	707	309	371	586	1084	250	218	33	220	334	191	274	5	67	451	53	179	327	284	45	84	93	41	87	17	49	75	0	82	1	41	0	13	20	49	0	74	5	16	10	15	10	10	0	7	36	0	119	0	13	1	1	11	3	19	0	0	0	3	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1991	3374	1410	1318	2096	1259	627	340	347	548	1283	188	182	95	190	374	159	289	7	85	368	56	178	294	281	54	91	39	40	68	3	35	72	0	66	0	25	0	11	24	62	0	87	1	10	13	8	13	12	0	4	32	0	140	0	18	2	1	0	2	21	0	0	0	3	7	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1992	3692	1283	1097	2035	1326	834	319	397	927	974	184	240	68	260	390	166	465	2	51	475	53	202	276	295	82	27	2	70	43	7	40	65	0	97	0	38	0	16	64	47	0	106	3	16	11	11	10	14	0	10	55	0	90	0	20	0	1	8	5	81	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	1	0	0	0	0	0	66	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1993	2778	1162	1018	3252	820	820	98	669	638	951	111	230	57	286	333	142	403	1	43	444	48	152	239	295	152	25	3	24	35	8	36	73	0	92	0	37	0	11	15	51	0	75	1	16	11	19	12	14	0	5	47	34	60	0	10	0	0	4	1	7	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
1994	3483	939	756	1871	749	813	109	390	302	846	111	207	71	262	323	158	378	1	14	494	45	213	259	315	59	44	3	13	21	4	43	51	0	73	0	48	0	15	17	59	0	98	1	22	15	3	17	14	0	1	78	36	138	0	11	0	1	5	0	10	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1995	3130	921	1069	1829	646	891	725	265	272	769	181	222	93	276	413	192	437	2	12	463	54	134	259	339	54	34	2	14	14	8	60	56	0	83	0	38	0	15	16	69	0	86	2	1452	24	0	20	14	1	3	79	15	149	0	26	0	1	8	0	6	0	0	0	5	4	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	33	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0
1996	3069	654	1406	1693	535	937	47	325	206	763	47	270	162	311	384	74	400	1	14	682	39	134	246	509	59	19	2	12	19	9	12	61	0	202	0	44	0	34	16	72	0	25	9	0	28	0	18	15	0	2	80	14	267	0	19	0	2	6	2	7	0	0	0	7	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	48	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	3404	894	1073	1715	576	814	36	284	293	711	75	244	101	473	535	71	245	5	13	619	36	128	277	496	70	25	2	3	25	8	40	78	0	51	0	30	0	18	13	60	0	22	20	1	55	0	21	12	0	3	74	21	241	0	25	0	2	0	1	8	0	0	0	7	6	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	3089	683	1003	1263	574	903	38	374	323	715	94	189	115	350	488	63	210	0	33	638	42	107	247	477	69	30	2	21	11	8	36	74	0	49	0	26	0	41	15	58	0	25	2	0	32	0	21	11	0	6	57	4	224	0	345	0	1	8	3	10	0	0	0	6	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	3240	1159	13779	3159	589	805	54	480	299	768	107	273	130	293	458	86	294	3	93	678	494	178	310	532	76	28	3	40	6	13	28	65	0	15	0	32	17	257	31	54	2	30	2	0	44	6	18	15	0	3	93	4	235	0	25	0	5	0	4	6	0	30	0	3	6	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	3367	600	955	899	504	735	76	169	105	625	61	131	34	386	349	51	179	2	43	399	22	80	264	301	61	19	2	41	12	21	22	79	0	25	0	35	0	4	20	73	0	31	1	0	46	0	23	17	0	2	80	3	224	0	17	0	2	4	6	5	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	2453	492	766	680	359	405	23	42	38	511	28	140	14	237	155	17	169	1	30	257	28	78	234	249	34	16	0	11	6	5	16	62	0	25	0	12	0	3	5	40	0	29	0	0	26	0	27	8	0	8	18	0	196	0	70	0	1	0	2	6	0	0	0	2	4	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	2894	458	691	655	286	332	26	43	34	456	45	105	17	155	156	16	154	1	32	245	23	81	180	231	42	9	0	13	10	13	9	57	0	25	0	6	0	7	6	56	0	22	5	0	27	0	30	0	1	0	19	0	201	0	6	0	1	0	4	7	0	0	0	1	9	0	4	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3377	414	757	575	288	282	20	31	10	475	30	101	25	114	104	14	137	0	14	234	21	92	201	222	48	7	1	1	15	1	9	48	0	50	0	11	0	2	3	70	0	21	0	0	19	0	71	0	0	4	17	0	189	0	20	0	2	0	2	6	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	2762	875	536	336	248	247	15	19	10	331	18	74	16	92	68	9	92	22	3	260	13	58	112	247	29	4	0	1	10	0	5	367	0	11	0	8	0	2	2	73	0	34	1	0	18	0	27	0	0	1	21	0	148	0	20	0	0	0	0	8	0	0	0	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	2332	288	243	244	191	154	8	10	11	318	4	29	4	28	51	7	54	0	3	243	9	57	45	232	44	16	0	0	5	0	4	25	0	6	0	8	0	5	2	665	0	3	3	0	14	0	21	0	0	1	9	0	110	0	21	0	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	2918	302	170	267	188	157	2	19	2	272	15	15	12	38	51	27	59	0	0	241	7	53	49	201	27	13	0	0	7	0	1	32	0	5	0	4	0	0	0	56	0	5	5	0	19	0	14	19	0	1	17	0	93	0	18	0	0	0	1	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	2629	216	163	322	346	217	6	10	2	1845	9	27	6	26	45	10	59	0	0	51	8	61	54	30	33	13	0	0	13	2	0	26	0	0	0	12	0	1	0	58	0	3	0	0	13	0	7	0	0	0	11	0	98	0	24	0	0	0	0	5	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	2130	134	151	233	207	102	7	25	2	25	7	39	0	25	40	5	63	0	0	188	4	19	60	107	18	13	0	0	14	2	3	20	0	0	0	6	0	0	0	105	0	6	201	0	12	0	18	0	0	0	22	0	102	0	8	0	0	0	0	7	0	0	0	0	3	0	0	0	0	1	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	2881	101	345	233	209	212	5	12	0	22	0	29	4	26	13	3	41	0	3	682	11	30	17	651	18	14	1	0	7	0	3	35	0	0	0	4	0	0	0	39	0	3	1	0	11	0	21	0	0	0	16	1	76	0	11	0	0	0	1	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	2235	67	103	98	162	114	14	8	0	8	1	22	0	25	18	2	25	0	0	41	8	24	13	23	13	8	0	3	9	2	0	30	0	0	0	3	0	0	0	2	0	9	0	0	9	0	14	0	0	0	12	0	88	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	1380	41	68	50	140	58	8	6	0	7	0	13	4	17	26	3	19	0	0	22	8	27	4	17	17	7	0	0	5	0	2	12	0	0	0	3	0	0	0	2	0	1	0	0	11	0	7	0	0	0	8	0	79	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	1079	42	30	52	76	136	6	4	0	5	2	12	1	8	16	3	18	0	0	456	3	11	1	234	13	11	0	0	2	0	1	4	0	0	0	2	0	0	0	2	0	1	0	0	8	0	5	0	0	0	7	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	620	18	18	29	56	43	2	2	0	2	2	5	2	1	12	0	20	0	0	691	5	11	1	422	9	6	0	0	0	0	0	5	0	0	0	2	0	0	0	4	0	1	0	0	2	0	3	0	0	0	8	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	375	5	3	16	23	39	2	1	0	0	0	0	1	0	8	0	17	0	0	280	3	3	1	249	8	4	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	6	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	14	2	0	6	16	24	0	1	0	0	0	0	2	0	10	0	9	0	0	217	0	1	3	217	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	5	2	0	2	6	3	0	0	0	0	0	0	0	0	2	0	2	0	0	184	1	1	2	184	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
