Y 4	82299	Congress
Y 3	24978	Congress
A 13	12950	Agriculture
NAS 1	9984	National Aeronautics and Space Administration
Y 1	9694	Congress
I 28	9493	Interior Department
C 3	8364	Commerce Department
HE 20	7088	Health and Human Services Department
D 101	6785	Defense Department
A 1	6459	Agriculture
I 19	6356	Interior Department
GA 1	6094	Government Accountability Office
S 1	4671	State Department
C 13	4186	Commerce Department
D 301	3654	Defense Department
EP 1	3588	Environmental protection Agency
ED 1	3069	Education Department
I 49	2817	Interior Department
S 9	2594	State Department
L 2	2561	Labor Department
C 55	2288	Commerce Department
I 29	2093	Interior Department
D 103	1946	Defense Department
E 1	1763	Energy Department
I 1	1625	Interior Department
HH 10	1530	Housing and Urban Development Department
A 57	1403	Agriculture
HH 1	1225	Housing and Urban Development Department
PREX 3	1214	Executive Office of the President
A 17	1206	Agriculture
TD 2	1053	Transportation Department
FEM 1	1028	
C 22	1017	Commerce Department
FS 5	996	
J 1	991	Justice Department
AE 2	990	National Archives and Records Administration
J 28	925	Justice Department
C 18	864	Commerce Department
C 61	838	Commerce Department
ITC 1	751	International Trade Commission
L 1	739	Labor Department
SI 1	726	Smithsonian Institution
I 53	720	Interior Department
GS 4	688	General Services Administration
TD 4	623	Transportation Department
D 1	621	Defense Department
TC 1	621	
A 93	602	Agriculture
SBA 1	588	Small Business Administration
T 22	572	Treasury Department
D 5	567	Defense Department
TD 1	565	Transportation Department
VA 1	559	Veterans Affairs Department
Y 10	557	Congress
I 27	543	Interior Department
C 1	507	Commerce Department
TD 7	498	Transportation Department
HE 19	496	Health and Human Services Department
J 26	471	Justice Department
TD 8	466	Transportation Department
C 56	455	Commerce Department
TD 5	432	Transportation Department
CR 1	430	Civil Rights Commission
D 207	407	Defense Department
PM 1	404	Personnel Management Office
J 29	403	Justice Department
D 114	403	Defense Department
HE 1	401	Health and Human Services Department
L 13	398	Labor Department
L 37	389	Labor Department
HE 23	371	Health and Human Services Department
FS 2	360	
LC 1	354	Library of Congress
D 214	340	Defense Department
L 35	338	Labor Department
NS 1	328	National Science Foundation
ER 1	308	
SI 3	302	Smithsonian Institution
J 32	300	Justice Department
C 4	297	Commerce Department
L 38	297	Labor Department
PREX 1	291	Executive Office of the President
D 206	287	Defense Department
A 77	280	Agriculture
AE 1	276	National Archives and Records Administration
L 36	270	Labor Department
E 3	269	Energy Department
D 201	265	Defense Department
LC 14	261	Library of Congress
HE 22	261	Health and Human Services Department
CS 1	260	
HE 3	257	Health and Human Services Department
C 30	246	Commerce Department
C 57	245	Commerce Department
FT 1	238	Federal Trade Commission
P 1	234	United States Postal Service
A 4	224	Agriculture
EP 2	224	Environmental protection Agency
FR 1	216	Federal Reserve System Board of Governors
C 46	216	Commerce Department
A 88	214	Agriculture
PR 32	210	President of the United States
T 17	209	Treasury Department
PREX 2	207	Executive Office of the President
JU 13	204	Judiciary
EP 5	195	Environmental protection Agency
A 105	189	Agriculture
L 29	188	Labor Department
PR 40	186	President of the United States
A 92	185	Agriculture
T 1	184	Treasury Department
FW 4	176	
S 18	173	State Department
C 51	173	Commerce Department
L 16	171	Labor Department
C 41	171	Commerce Department
C 31	171	Commerce Department
I 20	169	Interior Department
A 98	168	Agriculture
D 208	166	Defense Department
PE 1	157	Peace Corps
LC 19	157	Library of Congress
A 10	156	Agriculture
FS 14	156	
FS 3	155	
IC 1	153	Interstate Commerce Commission
A 36	150	Agriculture
A 67	150	Agriculture
NF 3	147	National Foundation on the Arts and the Humanities
SSA 1	147	Social Security Administration
C 42	145	Commerce Department
HE 5	141	Health and Human Services Department
A 9	139	Agriculture
A 101	136	Agriculture
TD 3	135	Transportation Department
C 21	133	Commerce Department
FS 13	129	
GS 1	128	General Services Administration
I 16	128	Interior Department
NF 2	126	National Foundation on the Arts and the Humanities
AA 1	122	
D 7	122	Defense Department
C 59	121	Commerce Department
I 72	118	Interior Department
LC 30	118	Library of Congress
C 47	118	Commerce Department
PR 42	117	President of the United States
EP 6	117	Environmental protection Agency
C 60	115	Commerce Department
J 24	113	Justice Department
C 39	111	Commerce Department
D 305	110	Defense Department
A 5	109	Agriculture
LC 3	109	Library of Congress
HE 17	108	Health and Human Services Department
GP 3	105	Government Printing Office
E 2	105	Energy Department
D 2	103	Defense Department
T 70	101	Treasury Department
A 56	100	Agriculture
D 217	99	Defense Department
JU 10	97	Judiciary
FE 1	95	
PR 36	95	President of the United States
W 1	94	
EP 4	94	Environmental protection Agency
D 209	93	Defense Department
D 210	92	Defense Department
A 19	90	Agriculture
Y 7	89	Congress
A 82	88	Agriculture
FS 17	87	
J 21	86	Justice Department
PR 39	85	President of the United States
EP 7	82	Environmental protection Agency
T 63	81	Treasury Department
SI 8	77	Smithsonian Institution
PREX 14	76	Executive Office of the President
PREX 26	75	Executive Office of the President
L 5	75	Labor Department
PRVP 42	73	Vice President of the United States
A 106	72	Agriculture
CC 1	72	Federal Communications Commission
PR 37	71	President of the United States
D 105	69	Defense Department
CSA 1	69	
A 110	68	Agriculture
SE 1	68	Securities and Exchange Commission
I 70	68	Interior Department
I 33	66	Interior Department
D 104	66	Defense Department
NMB 1	65	National Mediation Board
D 12	64	Defense Department
LR 1	60	National Labor Relations Board
AC 1	59	
A 62	57	Agriculture
D 211	57	Defense Department
J 16	57	Justice Department
C 6	56	Commerce Department
D 110	56	Defense Department
SI 6	56	Smithsonian Institution
D 14	55	Defense Department
C 52	53	Commerce Department
GP 1	53	Government Printing Office
FP 1	53	
MS 1	52	Merit Systems Protection Board
L 7	52	Labor Department
C 40	51	Commerce Department
GS 2	51	General Services Administration
I 69	48	Interior Department
I 66	46	Interior Department
HE 24	45	Health and Human Services Department
PREX 23	44	Executive Office of the President
SI 2	44	Smithsonian Institution
TD 11	43	Transportation Department
IA 1	43	
LC 26	43	Library of Congress
E 4	42	Energy Department
TD 10	42	Transportation Department
NCU 1	42	National Credit Union Administration
A 68	41	Agriculture
PR 41	41	President of the United States
C 37	41	Commerce Department
T 12	41	Treasury Department
D 15	40	Defense Department
E 6	40	Energy Department
PREX 10	40	Executive Office of the President
S 5	40	State Department
A 7	37	Agriculture
A 21	37	Agriculture
A 43	36	Agriculture
LC 39	36	Library of Congress
PREX 8	35	Executive Office of the President
T 66	33	Treasury Department
HE 21	33	Health and Human Services Department
D 221	32	Defense Department
GS 12	32	General Services Administration
