Google	1216513
Internet Archive	22158
University of Michigan	3701
Cornell University	2143
Texas A&M University	2138
University of California, Berkeley	1324
Northwestern University	544
University of Missouri, Columbia	280
University of Illinois at Urbana-Champaign	279
	172
Yale University	120
Columbia University	56
University of Washington	26
Boston College	18
Emory University	16
The Getty Research Institute	13
University of Maryland	1
University of Delaware	1
State University System of Florida	1
McGill University	1
