Congressional Record	1176	7011	16.77
Statistical Abstract	166	198	83.84
United States Reports	736	1344	54.76
Foreign Relations	1040	4258	24.42
Congressional Serial Set	21341	53059	40.22
Civil Rights Commission	878	2765	31.75
Economic Report Of The President	59	240	24.58
