University of Michigan	253853
University of Minnesota	134571
University of Illinois at Urbana–Champaign	113754
University of California, Northern Regional Library Facility	74416
The Ohio State University	56491
Northwestern University	50918
Pennsylvania State University	50884
University of California, Riverside	47563
Technical Report Archive & Image Library	47213
Purdue University	44922
Cornell University	32386
University of Virginia	30515
University of California, San Diego	24628
Harvard University	22428
University of California, Southern Regional Library Facility	21294
Michigan State University	13829
University of California, Berkeley	12824
New York Public Library	11799
University of California, Santa Cruz	9981
State University System of Florida	7803
Indiana University	7767
University of California, Los Angeles	7225
University of Wisconsin, Madison	6602
University of Texas at Austin	5004
Princeton University	4438
University of Chicago	3753
University of California, Davis	2633
University of Illinois at Urbana-Champaign	2632
Library of Congress	2477
University of Iowa	1228
Texas A&M University	1212
Columbia University	956
University of Massachusetts Amherst	537
University of North Carolina at Chapel Hill	128
The Getty Research Institute	127
Yale University	115
Duke University	84
University of Alberta	73
University of California, Irvine	72
University of Connecticut	59
University of Missouri, Columbia	52
Boston College	41
North Carolina State University	37
Tufts University	20
Emory University	14
University of Washington	7
University of California, San Francisco	5
Universidad Complutense de Madrid	1
University of Delaware	1
McGill University	1
