Google	1320276
Internet Archive	25615
Texas A&M University	4300
University of Michigan	3918
University of California, Berkeley	3546
Cornell University	2344
State University System of Florida	1698
	898
Northwestern University	693
University of Missouri, Columbia	342
University of Illinois at Urbana-Champaign	229
Yale University	187
Columbia University	113
Emory University	83
University of Washington	63
Boston College	19
The Getty Research Institute	17
McGill University	12
University of Delaware	2
University of Maryland	1
