Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	FEM	AE	SI	T	LC	GS	PR	ITC	TC	SBA	VA	CR	PM	JU	W	NS	ER	CS	NF	FT	P	FR	FW	GP	IC	PE	AA	SSA	HS	FE	N	MS	SE	PRVP	CC	LR	CSA	FP	NMB	AC	NCU	IA	CAB	M	NA	FCA	RR	FAA	NC	FHL	MC	FMC	MN	LGA	H	ID	NHA	CZ	FL	FA	FO	B	DC	PA	OP	CA	Z	SS	X	FCD	U	FM	SB	AR	G	ES	NASA	ICA	F	DP	CNF	GB	II	OTP	RNB	OCM	FF	TL	BA	GE	XX	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	WT	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1930	236	218	145	476	19	8	0	29	2	80	0	7	0	5	0	0	3	19	0	4	54	31	13	4	0	0	0	0	0	0	0	12	8	0	0	5	0	5	0	6	0	3	99	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
1931	151	209	120	433	18	8	0	44	5	107	0	6	0	12	0	0	3	7	0	7	56	30	15	7	8	0	0	0	0	0	0	15	15	0	0	3	0	6	0	4	0	4	93	0	0	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1932	208	191	140	336	16	9	0	59	5	93	0	7	0	5	0	0	4	19	0	1	76	34	11	0	2	0	1	0	0	0	0	15	4	0	0	1	0	5	0	5	0	5	84	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1933	533	133	985	267	20	8	0	67	2	72	0	6	0	2	0	0	3	10	0	8	20	37	13	8	0	0	0	0	0	0	0	16	5	0	0	1	0	3	0	5	0	6	83	0	0	0	1	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1934	1232	223	152	148	18	10	0	75	2	58	0	7	0	6	0	0	3	14	0	3	19	50	15	3	0	0	2	0	2	0	0	13	9	0	0	2	0	8	0	5	0	10	59	0	0	0	0	0	5	0	12	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1935	523	212	176	189	20	10	0	72	2	60	0	5	0	4	0	0	3	9	0	1	13	40	31	0	0	0	0	0	0	0	0	17	8	0	0	0	0	6	0	5	6	4	84	0	0	0	0	0	7	0	1	0	10	1	0	5	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1936	300	309	189	152	20	10	0	81	2	97	0	5	0	9	0	0	6	20	0	16	24	52	27	12	0	0	4	0	0	0	0	16	13	0	0	1	0	10	0	3	6	5	70	0	0	0	0	0	2	0	5	0	8	11	0	1	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1937	345	465	179	182	17	19	0	72	4	63	0	6	0	6	0	0	4	34	0	11	20	38	31	10	0	0	10	0	2	0	0	17	6	0	0	2	0	8	1	2	14	5	92	0	0	0	0	0	4	0	4	0	12	15	0	4	2	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	12	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1938	417	541	236	171	21	33	0	90	2	87	0	7	0	20	0	0	5	22	0	15	24	45	16	11	0	0	1	0	0	0	0	18	8	0	0	16	0	10	0	4	9	8	96	0	0	3	1	0	38	0	4	0	12	41	0	3	2	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1939	457	549	223	192	22	28	0	84	4	109	0	6	0	7	1	0	5	33	0	24	31	53	31	18	2	0	13	0	0	0	0	16	11	0	0	1	0	7	1	8	44	11	99	0	0	3	1	0	6	0	9	0	10	53	0	8	2	0	1	0	0	0	2	4	2	0	0	0	1	0	0	0	0	0	0	1	4	0	0	0	0	0	0	8	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1940	384	534	254	219	22	34	0	65	6	115	0	5	0	10	0	0	6	76	0	27	29	39	29	13	13	0	6	0	0	0	0	17	19	0	0	6	0	5	0	4	76	31	104	0	0	3	0	0	6	0	10	0	8	53	0	12	2	0	1	0	2	4	0	12	4	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	12	0	5	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1941	350	600	223	225	29	29	0	88	5	129	0	7	0	6	0	0	7	88	0	41	32	50	12	20	49	0	27	0	0	0	0	18	16	0	0	5	0	7	0	3	125	9	89	0	0	4	0	0	16	0	17	0	11	59	0	3	3	0	0	0	2	1	49	10	5	0	0	0	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1942	335	461	224	277	22	31	0	67	2	89	0	5	0	10	0	0	7	83	0	41	44	54	24	23	107	0	10	0	0	0	0	20	24	0	0	1	0	6	0	3	25	8	69	0	0	4	0	0	9	0	22	0	2	48	0	0	2	0	1	0	2	2	2	0	2	0	0	2	3	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1943	373	291	158	217	36	24	0	73	4	67	0	3	0	8	0	0	4	73	0	60	43	59	25	30	90	0	5	0	0	0	0	30	52	0	0	7	0	8	0	5	9	7	46	0	0	2	1	0	13	0	25	0	6	49	0	2	4	0	1	0	2	1	1	5	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1944	469	293	169	113	66	39	0	128	4	72	0	6	0	3	0	0	8	76	0	65	20	50	18	34	30	0	4	0	0	0	0	20	66	0	0	6	0	8	0	1	1	9	46	0	0	12	0	0	17	0	22	0	2	28	0	2	3	0	1	0	2	2	2	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1945	430	282	179	361	72	27	0	138	3	66	0	1	0	6	1	0	7	34	0	76	26	26	40	40	40	0	7	0	0	0	0	39	93	0	0	5	0	6	0	8	3	5	52	0	0	6	0	0	7	0	20	0	9	40	0	2	14	2	1	0	0	3	0	4	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1946	668	282	325	279	58	27	0	186	5	103	0	1	0	5	0	0	7	58	0	78	32	38	48	29	48	0	4	0	1	0	0	24	68	0	0	11	0	4	0	1	4	6	55	0	0	5	0	0	9	0	15	0	3	35	0	4	14	0	1	0	3	1	0	2	4	0	0	0	3	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1947	916	270	364	329	50	26	0	179	3	86	0	10	1	30	0	0	11	38	0	50	34	38	18	29	14	0	8	0	5	0	1	34	41	0	0	14	0	8	0	8	4	12	29	0	0	6	0	0	11	0	11	0	10	29	0	5	8	0	1	0	5	6	0	4	2	0	0	0	1	1	0	0	0	0	4	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1948	909	271	1388	333	63	30	0	180	4	152	0	2	0	5	0	0	6	28	0	49	32	46	31	29	12	0	6	0	1	0	0	28	16	0	4	11	0	6	0	7	3	5	69	0	0	10	1	0	5	0	8	0	10	43	0	7	12	0	1	0	3	31	0	4	5	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1949	1497	400	452	555	69	36	0	173	5	144	0	5	5	15	0	0	5	67	1	91	17	35	24	81	24	0	14	0	1	0	1	34	171	0	8	18	0	9	1	6	16	4	65	0	0	4	0	0	97	0	8	0	8	49	0	10	10	0	1	0	3	14	1	6	4	0	0	0	3	0	0	0	0	0	1	0	2	0	9	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1950	1570	355	405	434	91	41	1	126	7	136	0	9	2	12	1	1	3	226	0	38	24	36	36	23	42	0	2	0	1	0	1	32	37	1	11	17	0	5	2	6	0	11	72	0	0	4	0	0	2	0	11	0	8	26	0	10	6	0	1	0	3	12	0	5	3	1	1	0	0	0	0	0	0	0	0	4	3	0	14	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1951	1585	380	302	361	140	27	0	228	6	132	0	3	5	11	0	1	9	70	0	64	24	35	21	50	52	0	0	0	2	0	1	26	43	1	12	19	0	5	0	6	0	5	82	0	0	3	0	0	3	0	7	0	13	33	0	8	1	0	1	0	4	43	1	7	3	0	0	0	0	0	0	0	0	0	0	9	0	0	13	0	2	0	0	0	0	0	2	1	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
1952	1460	365	387	639	95	24	1	212	4	139	0	9	6	12	0	1	10	96	0	49	33	29	34	35	38	0	0	1	1	0	2	32	6	1	8	24	0	7	2	6	0	5	55	0	0	2	1	0	2	0	669	0	12	33	0	27	2	0	1	0	3	5	0	2	5	0	0	0	0	1	0	0	0	0	0	13	0	0	12	0	2	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	1688	420	401	430	153	30	0	126	5	171	0	2	4	11	0	1	11	72	0	54	32	50	26	44	35	1	4	2	1	0	2	29	3	1	8	18	0	4	1	9	0	5	66	0	0	3	0	0	4	0	6	0	18	33	0	9	2	0	1	0	6	4	1	7	5	1	0	0	0	0	0	0	0	0	0	15	1	0	19	0	1	0	0	0	0	0	0	1	0	3	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1954	1743	347	349	553	172	39	0	187	4	154	2	9	5	17	0	1	12	63	0	50	27	40	81	51	20	1	5	5	0	0	2	28	3	3	8	16	0	8	2	7	0	12	59	0	0	2	0	0	2	0	10	0	22	27	0	8	1	0	1	1	3	3	3	3	2	0	0	1	0	0	0	0	0	0	0	15	0	1	18	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1955	1981	408	319	429	234	49	0	190	6	121	0	9	9	13	0	1	18	147	0	44	54	31	43	57	24	2	7	2	0	0	1	24	2	10	10	28	0	8	5	10	1	4	82	0	0	2	0	0	3	0	3	0	16	29	0	10	1	0	1	2	11	6	1	10	6	0	0	1	0	0	0	0	0	0	0	19	0	0	2	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1956	1703	583	363	511	246	46	0	118	6	144	0	10	2	14	1	1	10	51	0	50	46	40	45	43	18	2	7	3	0	0	1	29	3	9	14	25	0	5	2	6	0	6	48	0	0	7	1	0	2	0	6	0	26	12	0	9	1	2	1	4	4	3	3	4	3	0	0	1	0	1	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1957	1659	496	348	336	301	61	0	200	6	158	0	5	1	12	0	3	15	79	0	39	60	42	81	42	23	2	9	5	0	0	1	35	3	7	14	15	0	8	4	10	0	11	75	0	0	9	0	0	3	0	7	0	16	16	0	10	1	1	1	2	7	2	0	7	5	2	0	0	0	0	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1958	1550	612	308	332	342	45	5	143	5	158	0	15	1	18	0	14	12	89	1	53	38	44	39	62	18	1	4	2	0	0	2	33	3	11	14	22	0	7	3	11	0	6	83	0	0	4	0	0	2	0	5	0	9	19	0	10	1	0	2	1	7	1	1	3	2	1	0	1	1	0	0	0	0	0	0	10	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1959	1858	600	438	754	457	57	155	103	6	163	0	17	3	13	0	12	18	87	2	65	54	35	104	69	32	2	8	10	1	0	1	45	2	14	26	15	0	4	2	13	0	8	67	0	0	3	1	0	3	0	8	0	21	19	0	12	1	10	1	2	7	1	0	9	5	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1960	1866	760	487	846	457	83	294	187	7	196	0	26	5	14	0	30	19	144	1	96	83	42	54	87	31	0	2	15	5	0	3	45	3	14	26	10	0	14	2	10	0	19	90	0	0	7	0	0	1	0	9	0	24	31	0	8	1	4	1	2	8	0	0	9	3	12	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	3	0	0	0	0	1	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	1976	735	554	554	485	189	481	152	7	145	1	24	4	18	0	29	19	239	2	126	40	40	31	136	34	0	16	18	2	7	3	44	5	19	79	19	0	9	3	6	0	9	47	0	0	6	0	0	1	0	6	0	10	28	0	11	2	5	1	2	11	0	1	6	6	13	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1962	1875	751	636	934	282	174	423	100	9	220	2	20	13	15	0	38	15	203	3	95	48	52	47	132	24	2	16	15	3	3	1	49	3	11	54	18	0	13	3	13	0	14	66	0	0	3	0	0	1	0	9	0	32	26	0	14	2	15	1	3	7	1	1	9	2	9	0	1	0	1	0	0	0	0	0	8	0	0	0	0	3	0	0	0	0	0	4	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1963	1593	806	639	683	275	218	285	244	6	345	3	20	17	31	0	47	22	290	1	133	64	51	32	145	39	5	18	32	1	9	1	55	2	46	57	23	0	11	2	12	0	12	59	0	0	6	0	0	2	0	5	0	25	24	0	13	1	12	1	6	11	1	1	5	3	4	1	1	0	2	0	0	0	0	0	15	0	1	1	0	2	0	0	0	0	0	1	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	1658	898	663	1888	451	225	361	140	6	349	0	21	16	23	0	19	18	358	2	140	55	66	119	194	28	1	8	20	2	3	3	50	2	25	32	25	0	22	5	16	0	11	55	0	0	9	0	0	1	0	10	0	20	23	0	25	1	9	1	2	9	0	1	6	3	8	1	0	0	4	0	0	0	0	0	12	0	0	1	0	6	0	0	0	0	0	1	0	0	3	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1965	1561	901	688	1370	510	255	379	127	3	300	1	21	31	29	2	17	47	387	1	147	60	57	67	206	31	3	13	8	2	13	2	56	2	17	61	19	0	17	3	13	1	18	46	0	0	4	0	0	1	0	5	0	73	26	0	11	1	13	2	7	8	0	1	6	6	8	4	4	0	6	0	0	3	0	0	7	0	0	1	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	1158	886	716	1292	507	429	339	111	8	317	5	31	23	25	7	36	73	353	2	134	57	105	54	138	45	6	21	7	3	13	4	55	1	19	102	23	1	19	3	15	0	13	49	0	0	5	1	0	4	0	12	0	32	23	0	19	1	14	2	6	14	0	1	6	3	8	1	1	0	6	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	1	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1967	1111	927	703	1083	471	328	417	116	7	303	3	24	26	36	22	15	89	313	1	134	70	80	554	142	67	4	24	12	3	11	3	54	0	26	53	20	3	17	4	12	0	15	51	0	6	9	0	0	0	0	9	0	47	17	0	13	1	10	2	10	11	0	1	9	2	4	4	1	0	8	0	0	0	0	0	12	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1968	1038	886	801	1781	534	336	486	342	6	309	7	56	35	37	25	19	146	355	1	134	582	75	77	142	87	5	25	5	3	16	4	57	1	43	59	27	6	14	4	14	1	17	38	0	14	4	0	0	0	0	10	0	43	17	0	17	1	8	2	7	12	0	1	8	4	3	0	4	0	6	0	0	0	0	0	9	0	0	1	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	1295	908	807	1505	498	407	612	128	11	291	12	59	49	35	33	16	125	395	1	184	60	55	160	208	56	5	20	4	4	17	3	248	0	37	58	32	6	12	2	14	0	18	40	0	14	10	1	0	0	0	13	0	51	24	0	15	3	11	3	6	13	27	3	7	6	4	0	31	0	5	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	1	0	0	6	0	0	0	0	0	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	1162	937	1112	1937	479	564	383	128	6	274	119	105	40	49	24	13	119	68	1	181	75	64	114	207	70	3	23	5	8	36	6	38	2	31	53	33	5	21	6	22	0	18	27	0	15	3	1	0	1	0	15	0	58	22	0	14	3	10	6	5	13	0	2	4	3	4	0	5	0	7	0	0	0	0	0	8	0	0	1	0	1	0	0	0	0	0	8	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1971	1487	1147	1311	1649	547	645	378	133	30	257	406	136	79	62	29	13	177	72	0	202	573	72	72	224	77	5	77	8	9	48	4	56	1	31	84	39	1	23	4	21	0	14	34	0	27	9	0	0	1	0	13	0	51	22	0	15	2	9	5	4	6	0	2	5	7	5	0	3	0	6	0	0	0	0	0	8	0	0	0	0	1	0	0	1	0	0	10	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1972	1690	1170	788	2233	566	637	226	158	89	361	387	132	64	131	31	14	181	55	6	195	55	84	483	237	94	3	45	10	21	36	4	53	1	52	69	43	7	17	2	17	0	15	49	0	18	4	0	0	1	0	16	0	53	20	0	23	2	8	8	2	8	0	3	6	3	7	1	3	0	5	0	0	0	0	0	9	0	0	0	0	2	0	0	0	1	0	29	0	0	4	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1973	2910	1182	761	2165	452	612	162	162	99	254	266	109	113	129	32	19	138	68	3	189	41	94	134	189	67	3	58	8	8	25	6	55	1	44	65	44	13	8	3	21	0	19	32	0	11	13	1	0	1	0	52	0	57	26	7	19	1	7	6	4	10	0	0	8	5	3	0	3	0	6	0	0	0	0	0	7	1	0	0	0	3	0	1	0	0	0	31	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1974	3099	1259	894	1874	506	652	318	133	107	391	301	166	64	127	38	32	126	30	5	219	63	112	397	221	65	2	58	4	3	23	6	51	1	42	127	41	17	22	6	20	0	14	73	0	12	9	2	7	0	0	20	0	55	22	1	25	2	9	6	2	12	0	3	9	2	4	2	3	0	5	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0	0	22	0	0	4	0	0	3	0	3	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1975	4508	1615	853	2267	665	939	316	187	296	472	248	242	87	159	73	59	108	23	2	226	92	148	184	225	57	4	43	12	8	40	10	57	1	65	150	53	15	29	2	15	0	18	50	0	9	14	6	50	1	0	22	0	60	26	2	28	3	10	12	5	7	0	1	10	3	3	1	3	0	7	0	0	0	0	0	11	0	6	0	0	0	0	1	0	0	0	30	0	2	5	0	0	0	0	6	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
