Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	FEM	AE	SI	T	LC	GS	PR	ITC	TC	SBA	VA	CR	PM	JU	W	NS	ER	CS	NF	FT	P	FR	FW	GP	IC	PE	AA	SSA	HS	FE	N	MS	SE	PRVP	CC	LR	CSA	FP	NMB	AC	NCU	IA	CAB	M	NA	FCA	RR	FAA	NC	FHL	MC	FMC	MN	LGA	H	ID	NHA	CZ	FL	FA	FO	B	DC	PA	OP	CA	Z	SS	X	FCD	U	FM	SB	AR	G	ES	NASA	ICA	F	DP	CNF	GB	II	OTP	RNB	OCM	FF	TL	BA	GE	XX	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	WT	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1976	5230	2103	1047	2812	679	1331	541	542	323	450	962	363	315	276	82	81	169	25	6	237	83	208	200	229	69	7	47	10	27	41	11	53	1	69	371	82	17	35	9	26	0	31	61	2	27	7	3	49	0	0	21	0	55	24	3	23	5	22	14	7	11	0	3	87	5	11	1	3	0	2	0	0	0	2	0	8	0	0	0	0	0	0	3	0	0	0	22	0	1	2	0	0	0	0	5	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1977	5207	2225	968	2727	754	1256	607	399	240	523	520	660	1163	284	84	259	174	22	7	259	66	184	571	251	59	5	39	26	20	132	23	60	1	89	135	69	26	26	10	19	0	36	70	0	6	6	1	53	0	0	23	0	38	23	13	151	4	12	16	5	30	0	7	7	4	0	0	9	0	4	0	0	0	0	0	6	0	1	0	0	2	0	0	0	0	0	24	0	2	3	0	0	0	0	6	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1978	5273	2047	1054	2794	672	1521	494	440	171	465	641	569	1080	277	122	587	149	18	22	285	64	191	318	273	63	10	64	12	26	46	31	77	1	73	14	52	20	44	43	20	0	43	49	0	13	7	1	18	0	0	24	0	19	16	14	5	5	14	8	2	30	0	5	4	5	0	0	5	0	6	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	44	0	0	3	0	0	0	0	7	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1979	5088	2069	1119	3143	659	1448	487	473	127	443	743	482	925	358	94	610	190	53	402	292	74	149	248	262	89	6	61	28	15	96	83	66	1	61	14	13	13	42	28	47	0	56	48	1	9	13	4	8	0	1	27	0	37	15	54	3	10	15	11	2	37	0	3	5	4	1	0	5	0	4	0	0	1	0	0	10	0	0	0	0	0	0	2	0	0	0	49	0	0	3	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1980	5826	2558	1236	3345	659	1146	482	448	120	599	838	554	238	351	262	703	235	7	284	285	63	293	431	391	142	7	55	46	28	81	66	94	2	82	3	6	13	39	49	34	0	54	28	5	47	8	4	13	0	9	114	0	52	8	60	2	7	21	7	3	105	0	0	2	4	0	0	18	0	2	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	49	0	0	1	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	4994	2350	3085	2808	831	1038	460	436	131	360	291	374	52	263	289	406	409	113	157	463	98	198	293	530	64	73	6	13	22	91	62	80	1	64	8	5	24	20	34	46	0	51	33	15	6	8	2	14	1	15	30	0	46	13	6	2	7	7	2	4	52	0	0	2	2	1	2	18	0	5	0	0	0	0	0	5	0	2	0	0	0	0	2	0	0	0	46	0	0	3	0	0	0	0	9	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	4711	1759	1475	2292	855	820	494	382	105	363	63	375	50	213	245	425	238	2	117	434	71	199	568	482	85	87	14	66	69	118	49	163	4	78	9	3	13	30	23	44	0	123	15	8	25	8	1	10	0	25	23	0	43	18	0	3	8	16	5	3	42	0	3	3	2	0	0	14	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	31	0	0	1	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	3874	1725	2761	3153	1043	702	385	423	130	419	102	296	82	221	226	434	158	11	106	486	100	166	236	491	182	141	9	20	35	106	57	75	0	71	6	3	13	19	32	44	0	70	12	12	6	8	1	12	0	18	27	0	20	13	0	3	3	8	1	11	38	0	2	2	4	0	0	12	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	4883	1886	2698	3380	1004	876	494	462	149	586	140	300	37	347	303	323	203	10	136	487	83	264	216	559	107	164	9	73	96	37	36	74	0	70	4	2	23	29	30	41	0	73	21	64	9	8	0	9	1	17	33	0	34	21	0	3	8	7	0	19	201	0	2	0	1	0	0	12	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1985	3961	2270	1373	2886	1187	886	411	826	224	542	138	386	44	244	270	328	174	12	141	348	81	220	241	310	65	110	13	16	100	25	44	93	0	95	4	4	38	13	78	56	1	57	15	29	13	8	2	11	0	15	29	0	17	25	0	3	5	16	3	26	0	0	1	4	2	0	0	12	0	5	2	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	29	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1986	4982	2116	1264	2409	837	891	334	560	264	585	70	251	18	252	289	284	191	4	131	425	83	256	208	285	96	72	5	38	76	22	35	54	0	80	5	3	29	23	63	53	0	61	506	17	7	8	1	11	0	3	33	2	555	24	0	2	3	14	1	12	0	0	0	6	1	0	0	6	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	26	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1987	4469	1654	1391	2802	1149	960	381	464	368	793	56	174	50	212	287	188	214	4	100	454	89	203	201	293	70	82	18	49	68	5	27	68	0	209	6	2	32	11	45	51	0	55	18	4	5	12	4	11	0	8	36	0	65	15	0	2	1	7	4	17	0	0	0	13	2	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	25	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1988	5531	1480	1266	2468	973	799	394	402	388	918	73	220	32	323	248	149	228	0	82	420	90	297	194	294	67	55	11	43	56	6	36	65	0	101	6	3	45	5	34	45	0	46	22	9	8	10	3	12	0	6	50	3	44	14	0	3	1	12	7	15	0	0	0	14	2	0	0	13	0	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	38	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	4121	1728	1481	3059	797	920	290	749	446	1079	160	174	22	220	256	177	261	11	37	385	51	290	211	301	48	56	20	103	119	9	49	65	0	98	4	2	31	14	35	56	5	67	13	4	5	10	3	12	0	10	44	0	85	16	0	8	0	8	4	16	0	0	0	2	4	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	22	0	0	1	0	0	0	0	0	8	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1990	4675	2343	1534	2269	1163	719	309	371	588	993	255	221	33	223	338	191	274	5	67	453	53	329	179	286	45	84	93	41	88	20	49	80	0	82	1	0	41	13	20	49	0	75	16	6	15	10	10	10	0	7	36	0	64	13	0	1	1	11	3	19	0	0	0	3	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1991	3540	1432	1322	2101	1274	635	340	348	549	1149	188	184	95	191	382	159	290	7	85	370	62	298	181	283	54	91	39	41	68	3	37	73	0	67	0	0	25	11	25	63	0	87	10	1	8	13	13	12	0	4	33	0	73	18	0	2	1	0	2	21	0	0	0	3	7	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1992	3820	1312	1079	2047	1347	843	319	397	932	853	186	240	68	262	392	167	466	2	51	478	53	279	205	297	82	27	2	70	43	7	40	67	0	100	0	0	38	16	64	48	0	107	16	3	11	11	10	14	0	10	59	0	49	20	0	0	1	8	5	81	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	1	0	0	0	0	0	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1993	2886	1189	1016	3262	842	831	99	670	642	834	112	230	57	293	333	142	403	1	43	459	48	240	156	309	153	26	3	24	35	8	36	75	0	92	0	0	37	11	15	52	0	80	16	1	19	11	12	14	0	5	47	35	41	12	0	0	0	4	1	7	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
1994	3531	960	766	1879	777	821	109	390	305	721	111	207	73	270	325	158	381	1	13	504	45	259	215	322	65	44	3	13	21	4	44	52	0	73	0	0	48	15	17	60	0	99	22	1	3	15	17	14	0	1	80	36	80	13	0	0	1	5	0	10	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1995	3159	961	1085	1843	664	898	725	265	273	647	182	222	94	285	413	194	439	2	12	469	54	259	135	347	56	34	2	14	14	8	60	56	0	83	0	0	38	15	16	69	0	86	1452	2	0	24	20	14	1	3	79	16	126	27	0	0	1	8	0	6	0	0	0	5	5	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	33	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0
1996	3101	756	1420	1700	552	948	46	327	206	638	47	270	162	316	385	74	400	1	14	689	39	250	134	516	61	19	2	12	19	13	12	63	0	202	0	0	44	34	16	75	0	27	0	9	0	28	18	15	0	2	82	14	235	19	0	0	2	6	2	7	0	0	0	7	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	48	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	3415	922	1127	1723	590	817	36	284	295	581	75	245	104	481	535	72	247	6	13	625	36	280	128	503	70	25	2	3	25	10	40	75	0	52	0	0	30	18	13	61	0	23	1	20	0	56	22	12	0	3	74	21	219	25	0	0	2	0	1	8	0	0	0	7	6	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	3106	725	1124	1285	586	904	38	376	324	568	95	189	115	356	491	64	211	0	35	643	42	247	107	483	70	30	2	21	11	8	36	75	0	49	0	0	26	41	15	59	0	25	0	2	0	32	21	11	0	6	60	4	203	346	0	0	1	8	3	10	0	0	0	6	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	3255	1185	2603	3174	596	806	54	482	301	652	112	274	132	299	458	90	295	4	93	685	494	313	179	540	76	28	3	40	6	13	28	66	0	15	0	17	32	260	31	56	2	30	0	2	6	45	18	15	0	3	97	4	208	25	0	0	5	0	4	6	30	0	0	3	6	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	31	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	3378	606	975	918	520	741	76	171	107	498	61	131	35	392	349	51	194	2	44	403	24	266	81	306	62	19	2	41	12	22	22	80	0	25	0	0	35	4	20	74	0	45	0	1	0	46	24	17	0	2	83	3	211	17	0	0	2	4	6	5	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	2461	514	776	701	375	409	23	42	38	387	29	140	14	239	156	17	170	1	30	262	28	235	78	254	34	16	0	11	6	6	17	62	0	25	0	0	12	3	5	40	0	31	0	0	0	26	27	8	0	8	18	0	194	70	0	0	1	0	3	6	0	0	0	2	4	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	2902	466	696	668	303	334	26	43	35	344	46	106	17	156	156	16	154	3	33	249	23	180	82	235	42	9	0	13	10	13	9	57	0	25	0	0	6	7	6	56	0	24	0	5	0	27	30	0	1	0	20	0	198	6	0	0	1	0	4	7	0	0	0	1	9	0	5	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3396	419	762	583	302	289	21	31	10	354	31	102	25	114	104	14	137	5	14	273	22	201	93	261	48	7	1	1	15	1	9	48	0	50	0	0	11	2	3	70	0	23	0	0	0	20	72	0	0	4	20	0	188	20	0	0	2	0	2	6	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	2768	879	539	341	258	260	15	19	12	244	19	75	16	93	69	9	92	34	3	301	13	112	58	288	31	4	0	1	10	0	5	369	0	11	0	0	8	2	2	73	0	36	0	1	0	19	27	0	0	1	22	0	148	20	0	0	0	0	0	8	0	0	0	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	2334	289	250	247	193	155	8	10	12	220	4	29	4	28	51	7	55	0	3	278	9	46	58	267	44	16	0	0	5	0	4	25	0	6	0	0	8	5	2	665	0	3	0	3	0	15	21	0	0	1	10	0	110	21	0	0	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	2924	306	175	270	190	153	2	32	2	188	15	15	12	38	51	27	59	0	0	279	7	49	53	238	27	13	0	0	7	0	1	32	0	5	0	0	4	0	0	56	0	5	0	5	0	19	14	19	0	1	18	0	93	18	0	0	0	0	1	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	2648	217	165	328	348	222	6	10	2	1003	9	27	6	26	45	10	59	0	0	90	8	54	61	69	34	13	0	0	13	2	0	26	0	0	0	0	12	1	0	58	0	3	0	0	0	14	7	0	0	0	11	0	98	24	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	2141	137	153	237	211	105	7	25	2	25	7	39	0	25	40	5	63	0	0	227	4	60	19	146	18	13	0	0	14	2	3	20	0	1	0	0	6	0	0	105	0	6	0	201	0	12	19	0	0	0	22	0	102	8	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	1	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	2903	104	349	235	212	210	6	12	0	24	0	29	4	26	13	3	41	0	3	719	12	19	30	688	18	14	1	0	7	0	3	35	0	0	0	0	4	0	0	39	0	3	0	1	0	13	21	0	0	0	16	1	76	11	0	0	0	0	1	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	2269	68	111	103	168	115	15	8	0	8	1	22	0	25	18	2	26	0	0	78	8	14	24	60	13	8	0	3	9	2	0	30	0	0	0	0	3	0	0	2	0	9	0	0	0	9	14	0	0	0	12	0	88	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	1405	42	69	53	143	58	8	6	0	9	0	13	4	17	26	3	19	0	0	61	8	5	27	56	17	7	0	0	5	0	2	12	0	0	0	0	3	0	0	2	0	2	0	0	0	13	7	0	0	0	8	0	79	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	1082	42	43	57	80	136	6	4	0	5	2	12	1	8	16	3	18	0	0	497	3	1	11	275	13	11	0	0	2	0	1	4	0	0	0	0	2	0	0	2	0	1	0	0	0	10	5	0	0	0	7	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	620	18	33	34	63	43	2	2	0	2	2	5	2	1	12	0	21	0	0	732	5	1	11	463	9	7	0	0	0	0	0	5	0	0	0	0	2	0	0	4	0	1	0	0	0	3	3	0	0	0	8	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	377	5	3	16	26	39	2	1	0	0	0	0	1	0	8	0	18	0	0	280	3	1	3	249	8	4	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	6	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	14	2	0	6	19	24	0	1	0	0	0	0	2	0	10	0	9	0	0	217	0	3	1	217	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	5	2	1	2	6	3	0	0	0	0	0	0	0	0	2	0	3	0	0	184	1	3	1	184	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
