Google	1326764
Internet Archive	25907
Texas A&M University	4809
University of Michigan	4013
University of California, Berkeley	3814
Cornell University	2559
State University System of Florida	1864
	1069
Northwestern University	770
University of Missouri, Columbia	342
University of Illinois at Urbana-Champaign	230
Yale University	188
Columbia University	158
Emory University	84
University of Washington	64
Boston College	19
The Getty Research Institute	17
McGill University	12
University of Delaware	2
University of Maryland	1
