Year	Y	I	A	C	D	NAS	HE	GA	L	S	TD	EP	J	ED	PREX	FS	T	HH	E	SI	LC	PR	II	ITC	TC	SBA	VA	GS	CR	FEM	PM	JU	NS	AE	NF	W	P	CS	FT	ER	PE	GP	FR	IC	SSA	AA	PRVP	HS	SE	CSA	CC	N	NMB	MS	LR	FE	AC	IA	NCU	FP	FW	CAB	RR	FCA	MN	NC	NA	M	FAA	FHL	MC	PHE	FMC	FA	LGA	DC	OED	PL	F	FL	ID	B	U	ONR	SS	CZ	OP	NHA	AR	LGL	CNF	UNI	AG	NASA	FM	G	PA	GB	ES	ICA	OH	FCD	SB	OYR	OAU	OD	Z	CA	PAT	FO	H	OGA	PGA	OT	CI	FF	OHW	OAE	OEP	STT	CIW	EG	PCA	PAG	NAT	AS	SCP	WY	ADR	CNG	HGY	LGH	X	MA	TA	TS	GAO	FTZ	FC	RL	PPW	PAC	EC	EB	PVRP	JA	DT	WHO	JUL	NMC	TF	OAG	OIE	OUC	OHU	OCM	OTP	PYH	PTR	PCO	RP	STH	EV	OSU	CNW	OYY	RS	UF	OL	WT	OYC	RNB	SQ	OAD	UA	ATC	WA	VB
1981	3963	1758	1885	2094	549	419	777	115	395	255	294	244	207	207	325	112	173	41	195	66	172	53	0	73	5	8	20	93	82	42	51	71	44	54	16	0	33	4	20	7	11	20	13	31	8	3	0	1	29	6	38	1	6	11	13	8	6	2	2	1	0	46	1	2	0	2	0	0	1	12	0	2	2	2	0	0	0	2	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	9	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	3920	1394	1407	1593	596	460	635	93	439	240	301	40	175	190	145	4	170	41	206	49	174	73	0	85	12	59	16	62	112	33	47	155	64	32	12	3	21	3	29	7	8	76	13	13	7	12	0	1	21	0	43	0	7	16	16	6	14	2	2	2	0	41	2	3	0	0	0	0	0	15	0	0	3	0	0	0	0	1	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	5	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	3259	1932	1422	2698	767	352	534	114	492	295	224	66	188	172	88	9	140	50	178	74	165	147	0	139	7	15	28	60	97	62	49	65	54	45	10	0	28	2	19	4	11	23	10	12	6	5	0	1	24	0	17	0	3	8	11	8	6	7	0	1	0	37	3	2	0	0	0	0	0	12	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1984	4024	2027	1556	2951	717	356	687	132	632	397	225	104	249	238	128	11	236	32	136	48	148	79	0	162	6	61	86	64	35	53	30	66	55	49	19	0	26	2	27	4	64	24	15	16	6	8	0	0	29	0	33	1	8	3	18	5	5	12	0	2	0	194	1	0	4	0	2	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1985	2957	1197	1906	2498	852	252	710	204	611	532	295	97	200	214	104	8	190	39	163	57	176	63	0	109	11	13	94	81	20	31	39	86	72	68	30	0	74	2	12	4	30	24	15	14	7	8	0	2	27	0	17	1	3	6	17	7	14	14	3	3	0	0	1	3	7	0	1	0	0	10	0	1	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
1986	3854	1058	1781	2205	603	191	705	252	652	470	149	50	205	239	122	5	216	14	158	59	169	89	0	69	2	36	70	63	18	18	29	43	66	64	22	0	57	3	23	4	15	27	18	459	8	6	2	1	33	0	508	1	3	2	24	7	12	7	1	1	0	0	1	5	0	0	0	0	0	7	0	1	1	0	2	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1987	3542	1206	1378	2511	878	244	742	357	857	408	127	39	171	237	142	5	172	43	124	65	145	63	0	76	12	45	55	60	3	6	21	56	73	54	30	0	37	2	11	6	8	25	19	13	10	4	0	3	34	0	47	1	1	6	11	7	6	9	3	2	0	0	0	11	2	0	0	0	0	6	0	2	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
1988	4617	1087	1235	2206	609	283	577	376	982	328	159	44	256	201	168	0	244	27	96	75	159	59	0	51	7	41	52	58	3	0	26	56	93	54	39	0	31	3	5	5	10	28	17	20	7	6	0	2	47	0	32	1	1	6	9	7	10	10	3	3	0	0	0	13	0	0	0	0	0	14	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	3580	1097	1352	2458	622	181	547	419	1103	617	144	105	151	212	204	7	263	19	127	36	164	45	0	46	14	95	114	68	7	0	42	52	76	103	26	0	31	1	14	4	7	17	10	13	9	5	0	3	40	0	63	0	0	5	12	7	8	11	2	7	0	0	3	2	1	0	0	0	0	14	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
1990	4001	1118	1836	1931	966	190	517	546	1014	286	177	179	180	285	215	10	286	30	121	32	140	42	0	67	80	32	77	49	17	6	42	68	67	62	34	0	20	0	11	0	5	26	15	14	9	12	0	10	35	0	43	0	1	4	10	6	9	12	2	1	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	2862	955	1084	1845	1007	211	463	503	1136	192	139	150	157	325	228	7	237	91	110	42	132	52	0	82	37	35	65	48	3	6	34	61	56	55	22	0	23	0	10	0	1	29	23	9	11	6	0	13	32	0	52	0	1	3	10	7	0	14	2	2	0	0	6	3	4	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	3239	789	1013	1804	1003	207	637	901	868	206	194	123	203	352	349	1	218	62	104	40	141	80	0	24	2	65	39	43	6	5	39	50	71	53	32	0	52	0	15	0	0	50	17	11	9	5	0	9	52	0	31	1	1	3	16	8	7	39	3	0	0	0	6	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1993	2432	753	892	2261	641	84	578	627	821	182	165	92	222	281	259	0	210	51	96	35	115	140	0	22	3	20	30	44	8	3	28	62	62	79	34	0	13	0	10	0	2	15	17	12	8	14	33	10	45	0	26	0	0	3	7	7	3	3	1	0	0	0	6	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	2815	521	722	1536	526	75	547	268	698	279	159	92	225	263	226	0	219	64	105	24	107	54	0	37	3	10	18	49	3	2	38	34	60	60	43	0	11	0	12	0	0	22	18	2	12	2	35	16	71	0	39	1	1	1	7	9	5	6	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1995	2215	685	722	1520	429	516	629	238	665	175	197	145	213	335	319	2	231	81	112	34	101	52	0	30	2	11	13	40	7	3	38	39	57	65	32	0	10	0	13	0	1	11	16	1422	22	0	15	19	77	0	60	1	1	3	17	7	7	2	0	0	0	0	3	4	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
1996	1948	960	531	1467	373	40	717	178	654	139	222	40	263	325	312	1	218	149	50	24	103	58	0	15	2	10	18	48	9	5	8	45	123	66	39	0	10	0	25	0	8	19	18	0	23	0	14	18	65	0	99	0	2	2	13	8	6	4	1	0	0	0	2	5	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	2574	716	725	1400	397	29	592	282	607	120	189	65	390	472	197	5	230	88	50	28	104	68	0	21	2	2	23	43	8	8	35	60	43	60	24	0	7	0	16	0	13	17	26	1	39	0	21	20	64	0	107	0	2	1	18	5	0	4	1	0	0	0	5	4	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	2819	632	512	844	392	30	631	299	604	144	147	71	273	421	169	0	208	106	39	25	74	69	0	22	2	18	8	40	10	10	30	58	39	57	22	0	9	0	30	0	2	16	22	0	23	0	4	19	53	0	95	0	1	4	338	5	7	6	2	0	0	0	3	6	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
1999	2809	12822	707	1904	361	71	549	248	676	217	177	71	219	392	235	3	238	125	49	321	114	67	0	12	2	24	5	44	13	66	20	43	13	48	34	0	24	4	235	0	2	24	22	0	37	4	4	18	67	0	91	0	5	2	16	8	3	1	4	0	1	0	5	3	0	1	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2000	3031	597	491	670	356	26	528	77	520	84	103	47	319	315	151	2	200	30	32	13	71	58	0	13	1	16	12	27	20	31	13	64	20	41	32	0	12	0	4	0	1	15	25	0	41	0	3	21	66	0	91	1	2	1	12	10	3	2	6	0	0	0	3	1	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2001	2276	468	416	533	265	16	257	31	410	27	106	19	160	131	146	0	189	12	9	18	58	35	0	10	0	11	6	43	3	23	11	45	24	44	10	0	3	0	3	0	0	19	15	0	19	0	0	23	15	0	84	0	1	7	65	3	0	1	2	0	0	0	3	2	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2002	2674	450	393	542	221	21	203	28	380	23	74	31	116	138	125	1	151	13	10	17	59	41	0	8	0	12	9	23	11	29	6	41	21	34	6	0	4	0	5	0	5	9	12	0	26	0	0	25	18	0	71	1	1	0	5	0	0	3	3	0	0	0	7	1	0	4	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	3	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3209	632	354	513	221	17	193	9	377	16	62	27	82	73	90	0	167	18	10	15	70	46	0	7	1	1	12	211	0	10	5	37	31	218	10	0	3	0	2	0	0	10	11	0	19	0	0	48	16	0	56	0	2	3	15	0	0	1	1	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	2605	420	668	303	200	14	146	8	277	13	40	15	69	52	75	0	91	15	5	8	44	24	0	4	0	0	9	230	0	0	4	236	6	240	7	0	0	0	2	0	1	31	18	0	17	0	0	12	20	0	34	0	0	1	18	0	0	4	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	2165	192	254	218	150	7	130	8	272	5	22	3	26	37	39	0	37	2	4	5	48	44	0	9	0	0	4	185	0	3	3	22	0	194	8	0	2	0	1	0	3	1	341	0	10	0	0	16	9	0	41	0	0	0	18	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	2700	130	256	246	140	2	132	1	235	16	10	14	30	44	47	0	38	10	6	5	44	27	0	7	0	0	7	189	0	0	1	27	0	204	4	0	0	0	0	0	5	2	16	0	18	0	0	9	15	0	37	0	0	1	15	0	0	4	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	2430	128	200	291	276	5	139	2	874	8	25	7	25	36	49	0	41	6	8	5	50	33	0	6	0	0	13	17	2	0	0	21	0	32	12	0	0	0	1	0	0	2	31	0	9	0	0	7	11	0	48	0	0	0	22	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	1909	124	125	209	166	7	62	0	22	22	31	4	21	31	54	0	38	0	3	3	15	18	0	5	0	0	14	11	2	0	0	14	0	27	5	0	0	0	0	0	191	4	63	0	6	0	0	8	22	0	59	0	0	0	8	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	2653	235	85	170	173	10	91	0	15	11	26	0	22	8	35	0	14	0	3	10	26	15	0	3	1	0	5	472	0	0	2	21	0	486	4	0	0	0	0	0	1	1	22	0	5	0	1	9	16	0	55	0	0	0	10	0	0	13	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	1808	72	49	79	118	7	63	0	5	7	14	0	23	9	19	0	9	0	1	8	31	13	0	1	0	1	5	2	2	0	0	23	0	20	3	0	0	0	0	0	0	7	1	0	5	0	0	3	12	0	74	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	365	37	31	26	86	2	25	0	6	3	11	0	12	11	13	0	2	1	3	5	11	11	0	0	0	0	1	2	0	0	0	9	0	6	3	0	0	0	0	0	0	0	1	0	6	0	0	2	8	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	628	9	32	25	25	4	26	0	5	3	9	0	8	6	11	0	1	1	1	2	6	13	0	4	0	0	1	2	0	0	0	0	0	4	2	0	0	0	0	0	0	0	1	0	4	0	0	2	7	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	350	0	16	3	17	0	24	0	1	1	4	0	0	5	9	0	0	0	0	3	0	9	0	4	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	3	0	1	0	0	2	5	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	13	0	4	3	6	0	33	0	0	0	0	0	0	4	8	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	6	0	0	0	3	0	21	0	0	1	0	0	0	5	6	0	2	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	3	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
