A	SuDocs	0
A 77	A	232
A 13	A	12576
A 17	A	1165
A 1	A	4405
A 93	A	527
A 57	A	631
A 110	A	66
A 88	A	197
A 107	A	28
A 62	A	53
A 96	A	2
A 92	A	125
A 21	A	35
A 22	A	9
A 36	A	36
A 67	A	137
A 95	A	1
A 105	A	155
A 106	A	63
A 82	A	85
A 68	A	37
A 43	A	33
A 101	A	126
A 5	A	34
A 29	A	3
A 98	A	158
A 12	A	1
A 1170	A	1
A 112	A	26
A 89	A	20
A 100	A	3
A 104	A	22
A 72	A	7
A 10	A	15
A 111	A	16
A 9	A	10
A 109	A	21
A 56	A	2
A 55	A	2
A 94	A	23
A 47	A	16
A 3	A	14
A 27	A	5
A 102	A	2
A 6	A	14
A 19	A	13
A 85	A	5
A 28	A	1
A 1620	A	4
A 84	A	21
A 35	A	1
A 4	A	7
A 108	A	9
A 103	A	24
A 114	A	3
A 113	A	5
A 53	A	1
A 80	A	2
A 32	A	1
A 7	A	2
A 26	A	7
A 99	A	1
A 49	A	1
A 18	A	1
A 2	A	1
A 38	A	1
A 90	A	1
A 39	A	1
A 76	A	1
A 11	A	2
A 1400	A	1
A 1388	A	1
A 75	A	1
A 66	A	1
A 87	A	1
A 48	A	2
C	SuDocs	0
C 61	C	732
C 46	C	149
C 3	C	7160
C 56	C	230
C 1	C	468
C 57	C	194
C 55	C	1854
C 13	C	3920
C 12	C	1
C 4	C	67
C 60	C	105
C 51	C	160
C 30	C	37
C 18	C	770
C 25	C	5
C 31	C	54
C 62	C	11
C 41	C	105
C 39	C	76
C 21	C	107
C 59	C	114
C 14	C	4
C 6	C	56
C 42	C	67
C 37	C	22
C 47	C	107
C 58	C	11
C 22	C	851
C 63	C	14
C 5	C	7
C 24	C	1
C 40	C	7
C 52	C	23
C 8	C	2
C 43	C	3
C 54	C	4
C 35	C	2
C 875	C	1
C 3261	C	2
C 50	C	2
C 53	C	1
C 28	C	1
C 134	C	1
C 7	C	1
C 10	C	3
C 123	C	1
C 9	C	1
C 48	C	3
C 45	C	3
C 15	C	1
C 2	C	1
SBA	SuDocs	0
SBA 1	SBA	571
I	SuDocs	0
I 49	I	2757
I 29	I	2025
I 27	I	501
I 19	I	5940
I 20	I	160
I 35	I	9
I 28	I	9379
I 1	I	1554
I 53	I	690
I 33	I	64
I 66	I	41
I 72	I	101
I 16	I	83
I 12	I	3
I 17	I	1
I 5	I	1
I 44	I	2
I 64	I	2
I 67	I	21
I 22	I	4
I 69	I	48
I 63	I	3
I 7	I	4
I 71	I	16
I 10	I	3
I 4	I	2
I 8	I	1
I 9	I	1
I 21	I	6
I 23	I	5
I 3	I	1
I 70	I	61
I 191	I	1
I 43	I	1
I 18	I	7
I 68	I	1
I 13	I	1
I 11	I	1
I 1198	I	1
I 52	I	1
I 42	I	1
I 48	I	3
I 73	I	2
I 2823	I	1
I 24	I	13
I 74	I	1
I 219	I	1
I 25	I	1
I 92	I	1
HE	SuDocs	0
HE 20	HE	6170
HE 1	HE	317
HE 19	HE	356
HE 25	HE	24
HE 17	HE	91
HE 23	HE	339
HE 3	HE	215
HE 5	HE	99
HE 22	HE	226
HE 24	HE	45
HE 30	HE	2
HE 18	HE	6
HE 21	HE	30
HE 8202	HE	1
HE 6502	HE	1
HE 81	HE	1
HE 202110	HE	1
E	SuDocs	0
E 1	E	776
E 3	E	173
E 2	E	84
E 4	E	27
E 6	E	35
E 5	E	19
E 40	E	1
E 26	E	1
E 19	E	1
ED	SuDocs	0
ED 1	ED	2860
ED 12	ED	1
NAS	SuDocs	0
NAS 1	NAS	9943
NAS 11	NAS	1
FT	SuDocs	0
FT 1	FT	216
L	SuDocs	0
L 35	L	332
L 37	L	362
L 2	L	2463
L 36	L	259
L 13	L	377
L 1	L	720
L 16	L	168
L 7	L	44
L 39	L	8
L 5	L	46
L 29	L	181
L 38	L	292
L 40	L	28
L 20	L	14
L 28	L	3
L 34	L	4
L 22	L	15
L 14	L	1
L 47	L	1
L 3	L	2
L 23	L	10
L 8	L	1
L 26	L	1
L 31	L	1
L 15	L	2
L 33	L	2
L 27	L	1
L 25	L	2
L 500	L	1
HH	SuDocs	0
HH 1	HH	1179
HH 2	HH	6
HH 10	HH	5
HH 14	HH	6
HH 7	HH	6
HH 13	HH	15
HH 3	HH	1
HH 12	HH	1
Y	SuDocs	0
Y 10	Y	550
Y 4	Y	79920
Y 1	Y	9171
Y 3	Y	21156
Y 7	Y	43
Y 2	Y	3
Y 215	Y	1
Y 200	Y	1
Y 9	Y	3
Y 11	Y	1
Y 5	Y	2
Y 44	Y	1
Y 22	Y	1
ITC	SuDocs	0
ITC 1	ITC	747
ITC 2	ITC	1
GA	SuDocs	0
GA 1	GA	5925
GA 4	GA	1
GA 113	GA	1
J	SuDocs	0
J 1	J	911
J 28	J	911
J 26	J	415
J 24	J	108
J 16	J	43
J 21	J	78
J 10	J	1
J 25	J	26
J 29	J	398
J 32	J	296
J 23	J	16
J 31	J	13
J 27	J	4
J 34	J	24
J 36	J	16
J 35	J	2
J 38	J	4
J 37	J	1
J 250	J	1
D	SuDocs	0
D 301	D	864
D 101	D	4991
D 206	D	31
D 211	D	51
D 5	D	521
D 114	D	382
D 1	D	589
D 221	D	29
D 103	D	1529
D 209	D	90
D 104	D	62
D 213	D	25
D 214	D	296
D 210	D	80
D 12	D	63
D 208	D	122
D 2	D	68
D 14	D	46
D 305	D	96
D 201	D	242
D 15	D	32
D 207	D	402
D 110	D	46
D 10	D	14
D 203	D	17
D 202	D	23
D 205	D	8
D 4	D	3
D 7	D	116
D 102	D	17
