1789	6
1790	7
1791	11
1792	4
1793	13
1794	6
1795	7
1796	14
1797	9
1798	11
1799	17
1800	13
1801	12
1802	19
1803	31
1804	14
1805	24
1806	19
1807	14
1808	23
1809	16
1810	22
1811	13
1812	26
1813	29
1814	29
1815	53
1816	28
1817	43
1818	20
1819	75
1820	31
1821	33
1822	27
1823	44
1824	59
1825	49
1826	35
1827	47
1828	46
1829	41
1830	105
1831	43
1832	142
1833	47
1834	94
1835	55
1836	88
1837	285
1838	77
1839	56
1840	62
1841	89
1842	65
1843	52
1844	70
1845	127
1846	86
1847	80
1848	149
1849	83
1850	205
1851	138
1852	198
1853	212
1854	292
1855	161
1856	326
1857	205
1858	264
1859	235
1860	300
1861	451
1862	457
1863	435
1864	591
1865	403
1866	366
1867	344
1868	393
1869	404
1870	370
1871	400
1872	624
1873	551
1874	524
1875	408
1876	482
1877	527
1878	434
1879	582
1880	514
1881	528
1882	617
1883	650
1884	674
1885	790
1886	1015
1887	720
1888	739
1889	826
1890	794
1891	892
1892	1329
1893	1494
1894	1761
1895	1436
1896	1320
1897	1096
1898	1241
1899	1313
1900	1784
1901	2058
1902	1765
1903	1608
1904	1628
1905	1913
1906	2325
1907	2061
1908	2048
1909	2723
1910	2385
1911	2954
1912	2751
1913	3254
1914	2739
1915	2675
1916	3279
1917	3495
1918	3348
1919	3795
1920	3104
1921	2801
1922	3659
1923	2199
1924	2136
1925	1956
1926	2097
1927	2318
1928	2119
1929	4652
1930	2452
1931	2860
1932	2545
1933	2863
1934	2967
1935	3217
1936	2556
1937	2960
1938	3497
1939	3675
1940	3824
1941	4657
1942	3680
1943	3216
1944	3371
1945	3565
1946	4523
1947	6129
1948	5565
1949	6496
1950	5507
1951	5190
1952	5668
1953	5314
1954	5706
1955	5977
1956	6269
1957	6572
1958	6856
1959	7700
1960	8681
1961	9343
1962	9163
1963	9878
1964	11218
1965	10440
1966	10602
1967	10410
1968	11446
1969	11488
1970	11672
1971	12469
1972	13821
1973	14080
1974	15053
1975	17393
1976	19668
1977	20668
1978	20220
1979	20729
1980	21906
1981	19335
1982	16819
1983	17122
1984	18279
1985	16534
1986	16412
1987	16196
1988	16445
1989	16909
1990	16902
1991	14985
1992	15550
1993	13929
1994	12771
1995	13750
1996	12096
1997	12174
1998	12231
1999	30224
2000	11269
2001	8570
2002	8452
2003	8298
2004	7669
2005	5837
2006	5595
2007	5412
2008	4174
2009	5081
2010	3277
2011	1191
2012	969
2013	471
2014	97
2015	57
2016	9
