Public Domain	846384
In Copyright	107436
Public Domain only when viewed in US	13479
Undetermined	11745
Public Domain but access limited due to privacy concerns	130
Creative Commons Zero license (implies pd)	129
In copyright and permitted as world viewable by the copyright holder	92
available to nobody; blocked for all users	69
Creative Commons Attribution 4.0 International license	54
out-of-print (implies in-copyright)	41
In copyright in the US	35
Creative Commons Attribution-NonCommercial-ShareAlike license, 3.0 Unported	32
Creative Commons Attribution-NonCommercial-NoDerivatives license, 3.0 Unported	29
Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International license	17
Creative Commons Attribution-NonCommercial license, 3.0 Unported	5
undetermined copyright status and permitted as world viewable by the depositor	3
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International license	2
Creative Commons Attribution-NoDerivatives license, 3.0 Unported	1
