Year	Y	I	A	C	D	NAS	HE	GA	L	S	TD	EP	J	ED	PREX	FS	T	HH	E	SI	LC	FEM	PR	ITC	TC	SBA	VA	GS	CR	PM	JU	NS	AE	NF	W	CS	P	FT	ER	FR	PE	GP	IC	AA	SSA	PRVP	HS	N	SE	CSA	CC	NMB	FE	LR	MS	AC	NCU	IA	FP	FW	CAB	RR	FCA	NC	NA	M	FHL	FAA	MC	FMC	FA	PHE	LGA	DC	PL	F	FL	ID	B	U	SS	CZ	OP	NHA	OED	ONR	AR	MN	LGL	CNF	UNI	AG	NASA	FM	PA	GB	ES	ICA	OYR	OH	FCD	SB	OAU	OD	II	Z	G	CA	PAT	FO	H	OT	OGA	PGA	CI	RNB	FF	OHW	WA	CNG	SCP	EG	OSU	OEP	OAE	STT	CIW	SQ	PTR	PCA	PAG	NAT	UA	AS	WY	ADR	HGY	LGH	X	MA	TA	TS	GAO	FTZ	FC	RL	PAC	PPW	EC	EB	PVRP	JA	DT	WHO	JUL	NMC	TF	OAG	OIE	OUC	OHU	OCM	OTP	PYH	PCO	RP	STH	CNW	EV	OYY	RS	UF	OL	WT	OYC	ATC	OAD	VB
1938	281	335	371	137	19	0	25	2	95	84	7	0	19	1	2	16	29	0	0	23	6	0	0	0	1	0	0	3	0	0	12	0	2	0	1	15	0	8	0	2	0	5	83	0	3	0	1	16	13	0	10	2	0	32	0	0	0	0	2	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1939	359	273	338	144	19	0	20	4	118	78	6	0	6	1	2	19	25	0	0	25	16	0	1	0	8	0	0	5	0	0	13	0	4	0	6	1	1	5	0	7	0	8	87	0	2	0	1	2	6	0	10	1	0	41	0	0	1	0	6	4	0	2	3	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1940	339	380	354	165	17	0	18	6	123	55	5	0	8	1	3	60	16	0	0	24	17	0	8	0	2	0	0	6	0	0	12	0	12	0	11	6	0	3	0	2	0	12	90	0	2	0	0	3	27	0	8	2	0	50	0	0	1	0	6	13	2	2	8	0	0	4	0	0	2	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1941	315	328	398	149	24	0	23	5	135	72	7	0	6	1	4	58	30	0	0	25	6	0	34	0	27	0	0	3	0	0	15	0	8	0	11	3	0	5	0	2	0	3	70	0	4	0	0	9	304	0	11	3	0	52	0	0	0	0	2	5	2	5	8	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1942	302	338	288	149	23	0	23	2	90	60	4	0	10	0	4	74	44	0	0	33	15	0	68	0	6	0	0	1	0	0	15	0	3	0	10	1	0	4	0	2	0	4	57	0	4	0	0	3	17	0	2	2	0	45	0	0	1	0	0	6	2	2	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1943	333	264	147	163	28	0	16	4	87	66	3	0	3	1	2	53	48	0	0	30	14	0	77	0	2	0	0	0	0	0	23	0	4	0	38	7	0	6	0	2	0	4	33	0	2	0	1	9	21	0	6	3	0	45	0	0	1	0	1	1	2	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1944	418	264	163	71	63	0	36	4	82	85	7	0	3	0	4	72	40	0	0	14	9	0	18	0	3	0	0	1	0	0	14	0	5	0	39	6	0	6	0	1	0	6	31	0	11	0	0	11	17	0	2	2	0	28	0	0	1	0	0	0	2	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1945	381	235	172	293	57	0	23	3	74	121	2	0	4	1	4	26	18	0	0	15	33	0	34	0	3	0	0	3	0	0	28	0	11	0	67	3	0	5	0	5	0	5	33	0	5	0	0	5	15	0	9	13	0	38	0	0	1	0	0	2	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1946	544	627	181	197	51	0	23	5	124	158	3	0	1	0	4	62	26	0	0	30	36	0	55	0	3	0	0	2	0	0	15	0	8	0	44	10	0	3	0	1	0	4	40	0	5	0	0	5	11	0	3	13	0	33	0	0	1	0	1	1	3	4	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1947	837	732	159	260	40	0	19	3	92	152	9	0	26	0	4	24	27	1	0	27	11	0	11	0	6	0	5	1	0	1	25	0	8	0	36	12	0	6	0	4	0	9	13	0	6	0	0	3	8	0	10	7	0	25	0	0	1	0	2	2	5	2	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1948	810	1644	175	248	59	0	22	4	154	164	3	0	4	1	2	19	39	0	0	26	20	0	5	0	2	0	0	6	0	0	19	0	12	0	13	9	0	4	4	6	0	3	44	0	7	0	1	2	6	0	10	12	0	36	0	0	1	0	3	1	2	4	3	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1949	1328	847	279	446	52	0	29	5	156	158	4	0	10	0	3	47	27	4	0	14	16	1	10	0	17	0	0	7	0	1	26	0	5	0	166	15	1	7	8	4	0	3	37	0	4	0	0	91	5	0	8	9	0	41	0	0	1	0	5	0	2	3	5	0	1	5	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1950	1342	639	213	277	81	1	30	6	145	107	8	0	8	0	1	103	23	1	1	17	22	0	19	0	1	0	0	4	0	1	24	0	4	0	34	16	1	3	8	5	0	8	48	0	4	0	0	1	8	0	8	6	0	21	0	0	1	0	5	0	3	2	2	1	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1951	1251	379	231	263	128	0	17	6	140	191	2	0	7	1	7	43	18	3	0	21	14	0	30	0	0	0	1	9	0	1	22	1	2	0	42	17	0	3	10	5	0	2	55	0	3	0	0	2	4	0	13	1	0	27	0	0	1	0	2	0	3	3	5	0	1	40	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1952	1108	479	236	521	79	1	16	4	146	188	6	0	8	1	8	74	17	2	0	19	19	0	15	0	0	1	0	7	0	3	26	1	3	0	5	23	0	4	8	5	0	3	32	0	2	0	1	1	5	0	12	0	0	25	0	0	1	0	25	0	2	5	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	1126	530	250	274	117	0	21	5	219	100	2	0	6	1	7	52	36	3	0	26	22	0	18	1	3	2	0	9	0	3	25	1	4	0	3	17	1	3	8	6	0	3	41	0	3	0	0	2	5	0	18	1	0	20	0	0	1	0	3	0	6	4	4	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1954	1245	466	216	362	113	0	23	4	204	155	5	2	13	1	8	51	24	5	0	26	70	0	12	1	5	5	0	10	0	3	22	1	4	0	3	13	1	4	8	5	0	4	34	0	2	0	0	1	8	0	22	1	0	16	0	0	1	1	4	0	3	2	3	0	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1955	1568	335	283	353	135	0	34	6	148	159	5	0	8	1	14	122	18	8	0	43	31	0	18	2	7	1	0	10	0	2	19	8	5	0	2	27	1	6	10	6	0	4	58	0	2	0	0	2	2	0	16	1	0	21	0	0	1	2	2	1	11	5	7	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1956	1347	625	436	358	154	0	36	6	191	102	9	0	11	0	5	40	22	1	0	39	36	0	17	2	7	3	0	8	0	2	22	6	5	0	3	23	1	4	12	5	0	6	32	0	7	0	1	1	3	0	26	1	0	8	0	1	1	4	3	0	4	3	4	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1957	1310	410	343	268	140	0	46	6	180	170	2	0	7	1	11	58	25	0	2	40	51	0	22	1	4	2	0	9	0	1	22	6	4	0	3	14	1	5	12	6	0	6	58	0	8	0	0	2	5	0	16	1	0	11	0	1	1	1	6	0	7	4	5	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1958	1251	367	448	269	139	5	30	5	182	104	10	0	12	1	5	65	34	1	3	32	30	0	12	1	4	2	0	14	0	2	22	7	5	0	3	19	1	5	12	7	0	6	63	0	3	0	0	1	3	0	9	2	0	17	0	0	1	1	4	0	7	2	3	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1959	1497	522	438	462	179	155	39	5	209	81	11	0	7	1	12	57	29	2	8	47	89	0	25	1	4	7	0	9	0	1	31	4	4	0	2	13	1	3	23	7	0	6	46	0	3	0	1	2	7	0	20	1	0	15	0	6	1	2	5	0	7	3	7	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1960	1500	516	533	703	183	294	56	6	211	146	20	0	10	1	13	113	31	3	26	54	43	0	19	0	2	16	0	6	0	4	32	6	4	0	3	9	0	10	23	6	0	17	70	0	5	0	0	1	6	0	24	1	0	28	0	3	1	2	5	0	8	3	7	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	1612	706	553	394	178	479	164	7	193	122	15	2	14	1	12	178	21	2	20	29	24	0	16	0	16	18	1	13	7	4	31	11	10	0	5	17	1	7	58	4	0	9	39	0	5	0	0	1	4	0	10	1	0	20	0	4	1	2	8	0	11	4	5	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1962	1489	726	606	633	142	423	145	9	259	82	16	2	10	0	10	171	38	8	31	40	27	0	21	0	9	15	0	11	3	1	32	5	5	0	3	15	1	9	42	7	0	11	55	0	2	0	0	1	5	0	32	1	0	20	0	10	1	2	8	0	7	2	6	0	1	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1963	1212	741	655	573	167	265	184	6	346	196	19	2	13	1	20	242	39	11	31	42	19	0	32	4	14	28	0	15	7	1	36	38	11	0	2	18	1	7	47	6	0	11	48	0	5	0	0	2	5	0	25	1	0	19	0	4	1	5	8	0	10	2	4	1	1	1	1	2	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	1270	790	718	1661	204	314	192	6	343	103	16	0	18	1	9	284	48	9	11	43	99	1	21	1	8	19	0	19	0	4	35	12	10	0	2	21	2	19	27	8	0	9	44	0	5	0	0	1	7	0	20	1	0	21	0	7	1	2	16	0	9	3	3	0	1	0	0	4	0	3	0	0	0	2	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1965	1161	672	723	1132	256	309	222	3	292	93	16	0	24	3	37	298	46	16	10	56	50	1	32	3	12	7	0	17	10	2	42	10	11	0	2	18	1	15	48	8	0	15	38	0	3	0	0	1	3	0	71	1	0	22	0	7	2	5	7	1	8	5	4	4	1	0	2	3	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	755	756	739	1156	221	240	371	8	318	87	26	3	19	8	46	287	57	14	30	44	39	1	27	4	14	6	1	15	14	5	35	11	11	1	1	20	1	10	74	10	0	13	40	0	4	0	1	3	9	0	32	1	0	23	0	8	2	5	11	0	12	3	4	1	1	0	1	6	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1967	795	783	765	925	244	331	292	5	320	85	18	2	21	22	63	247	57	10	11	57	167	1	54	3	20	7	1	14	12	4	39	13	10	2	0	19	2	17	41	6	0	13	42	6	7	0	0	0	7	0	47	1	0	17	0	7	2	10	11	0	10	1	5	6	1	0	1	3	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1968	644	928	807	1583	255	391	293	4	316	254	43	4	19	24	102	276	55	21	14	548	51	1	61	5	25	4	1	19	17	5	42	25	11	4	1	21	3	10	47	9	0	14	33	13	3	0	0	0	4	0	43	1	0	17	0	6	2	4	13	0	10	2	5	0	1	0	2	1	0	4	0	0	0	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	918	794	751	1251	262	547	343	10	317	99	41	6	24	32	90	329	35	33	11	46	129	1	65	5	20	6	3	29	15	4	229	17	15	3	0	30	0	10	48	6	0	15	35	12	9	0	0	0	7	0	46	2	0	24	0	9	3	5	11	0	12	6	5	0	2	17	28	2	0	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	846	1145	726	1523	224	332	406	5	348	95	62	42	29	20	77	63	38	26	10	38	76	0	48	2	20	5	5	20	22	6	29	12	12	5	1	29	5	18	43	12	0	17	23	13	2	0	1	1	7	0	58	1	0	21	0	8	6	4	9	0	12	3	3	0	2	0	4	3	0	4	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1971	947	1156	932	1321	325	336	428	24	316	105	97	194	41	26	89	59	48	46	6	491	49	0	59	4	74	5	7	40	21	5	43	14	13	1	1	34	3	19	74	10	0	12	27	21	6	0	0	1	9	0	50	1	0	19	0	4	4	3	8	0	6	4	4	0	2	0	3	4	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1972	972	806	943	1916	329	201	443	70	353	108	93	167	106	22	108	49	53	41	11	40	291	4	56	2	41	7	10	41	20	5	38	29	13	6	1	35	2	14	55	10	0	14	40	13	3	0	0	1	13	0	52	2	0	18	0	4	8	1	12	0	8	2	5	1	1	0	3	3	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1973	2017	750	966	1712	319	103	447	92	295	109	78	132	89	28	97	55	71	94	10	37	91	2	53	2	55	7	5	27	22	7	42	17	12	10	1	40	2	6	54	11	0	14	21	9	8	0	1	1	42	7	55	1	0	23	0	5	5	3	13	0	9	4	6	0	0	0	3	2	0	3	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	2	0	1	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1974	2267	877	1030	1500	311	288	457	98	438	103	121	147	86	28	83	27	80	46	20	53	297	3	44	1	55	2	1	48	22	7	35	28	26	15	1	35	2	15	110	12	0	13	62	9	6	0	1	0	19	1	54	2	2	19	0	7	6	2	18	0	10	0	8	1	1	0	4	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	3	4	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
