Google	1330525
Internet Archive	25989
Texas A&M University	4809
University of California, Berkeley	4032
University of Michigan	3984
Cornell University	2559
State University System of Florida	1864
	1099
Northwestern University	770
University of Missouri, Columbia	342
University of Illinois at Urbana-Champaign	231
Yale University	188
Columbia University	158
Emory University	84
University of Washington	64
Boston College	19
The Getty Research Institute	17
McGill University	12
University of Delaware	2
University of Maryland	1
