Y	SuDocs	0
Y 4	Y	64
Y 3	Y	176
Y 1	Y	7
Y 10	Y	13
Y 7	Y	9
PR	SuDocs	0
PR 36	PR	3
PR 37	PR	1
PR 39	PR	10
PR 32	PR	1
PR 40	PR	5
PR 38	PR	1
PR 34	PR	1
C	SuDocs	0
C 13	C	43
C 1	C	18
C 56	C	16
C 3	C	54
C 57	C	15
C 39	C	7
C 55	C	62
C 46	C	10
C 59	C	9
C 18	C	1
C 51	C	6
C 47	C	3
C 30	C	1
C 62	C	2
C 61	C	6
C 60	C	11
C 3261	C	1
C 58	C	2
C 4	C	2
C 31	C	2
C 21	C	5
LC	SuDocs	0
LC 4	LC	2
LC 35	LC	1
LC 1	LC	35
LC 26	LC	2
LC 12	LC	1
LC 19	LC	6
LC 30	LC	13
LC 5	LC	2
LC 42	LC	1
LC 39	LC	3
LC 24	LC	1
LC 6	LC	1
LC 40	LC	1
LC 29	LC	1
LC 25	LC	1
HE	SuDocs	0
HE 17	HE	18
HE 20	HE	304
HE 3	HE	18
HE 21	HE	1
HE 19	HE	107
HE 1	HE	44
HE 23	HE	28
HE 22	HE	7
HE 5	HE	2
I	SuDocs	0
I 29	I	56
I 27	I	15
I 20	I	8
I 49	I	26
I 1	I	13
I 22	I	1
I 28	I	23
I 19	I	18
I 66	I	3
I 18	I	1
I 70	I	7
I 53	I	18
I 16	I	2
I 69	I	1
EP	SuDocs	0
EP 4	EP	2
EP 1	EP	30
EP 2	EP	2
EP 7	EP	1
L	SuDocs	0
L 2	L	29
L 1	L	11
L 36	L	10
L 37	L	29
L 35	L	2
L 38	L	5
L 29	L	6
FS	SuDocs	0
FS 13	FS	2
FS 5	FS	5
FS 14	FS	1
NS	SuDocs	0
NS 1	NS	21
HH	SuDocs	0
HH 1	HH	57
HH 7	HH	2
HH 10	HH	1
A	SuDocs	0
A 67	A	7
A 13	A	39
A 109	A	2
A 105	A	21
A 89	A	2
A 93	A	7
A 72	A	3
A 1	A	22
A 84	A	2
A 95	A	1
A 57	A	8
A 98	A	10
A 77	A	2
A 102	A	1
A 82	A	1
A 92	A	8
A 101	A	1
A 88	A	4
A 106	A	1
D	SuDocs	0
D 101	D	16
D 114	D	14
D 214	D	5
D 207	D	4
D 104	D	3
D 103	D	10
D 14	D	3
D 7	D	2
D 210	D	7
D 1	D	7
D 201	D	1
D 5	D	14
D 301	D	14
D 108	D	2
D 209	D	1
D 213	D	3
D 12	D	2
D 202	D	1
D 102	D	1
GA	SuDocs	0
GA 1	GA	22
TD	SuDocs	0
TD 3	TD	4
TD 1	TD	21
TD 2	TD	9
TD 7	TD	3
TD 9	TD	2
TD 5	TD	4
TD 8	TD	3
TD 4	TD	15
TD 6	TD	1
TD 10	TD	1
TD 12	TD	1
GS	SuDocs	0
GS 4	GS	16
GS 2	GS	2
GS 1	GS	4
SI	SuDocs	0
SI 1	SI	37
SI 11	SI	2
SI 6	SI	15
SI 13	SI	4
SI 2	SI	2
SI 3	SI	2
SI 62	SI	1
SI 7	SI	3
SI 4	SI	1
J	SuDocs	0
J 1	J	66
J 26	J	38
J 28	J	13
J 16	J	3
J 21	J	2
J 23	J	1
J 29	J	1
J 24	J	1
TC	SuDocs	0
TC 1	TC	3
CS	SuDocs	0
CS 1	CS	22
NAS	SuDocs	0
NAS 1	NAS	31
CR	SuDocs	0
CR 1	CR	60
PREX	SuDocs	0
PREX 20	PREX	3
PREX 3	PREX	122
PREX 14	PREX	14
PREX 2	PREX	7
PREX 1	PREX	7
PREX 22	PREX	5
PREX 17	PREX	4
NA	SuDocs	0
NA 1	NA	1
IC	SuDocs	0
IC 1	IC	4
FT	SuDocs	0
FT 1	FT	13
DC	SuDocs	0
DC 9	DC	1
W	SuDocs	0
W 110	W	1
W 35	W	1
W 2	W	1
W 10	W	1
LR	SuDocs	0
LR 1	LR	1
RR	SuDocs	0
RR 1	RR	2
TF	SuDocs	0
TF 2	TF	1
VA	SuDocs	0
VA 1	VA	10
ED	SuDocs	0
ED 1	ED	26
FCA	SuDocs	0
FCA 1	FCA	1
T	SuDocs	0
T 17	T	2
T 22	T	3
T 1	T	11
T 70	T	4
T 28	T	3
T 34	T	1
T 63	T	1
E	SuDocs	0
E 1	E	10
E 3	E	6
E 5	E	1
E 2	E	1
P	SuDocs	0
P 1	P	4
JU	SuDocs	0
JU 6	JU	1
JU 10	JU	3
JU 13	JU	3
JU 2	JU	1
F	SuDocs	0
F 2	F	1
FP	SuDocs	0
FP 1	FP	2
S	SuDocs	0
S 1	S	26
S 18	S	2
S 5	S	1
GP	SuDocs	0
GP 1	GP	2
PM	SuDocs	0
PM 1	PM	13
NMC	SuDocs	0
NMC 1	NMC	1
AE	SuDocs	0
AE 2	AE	3
AE 1	AE	2
VB	SuDocs	0
VB 1	VB	1
IA	SuDocs	0
IA 1	IA	3
FE	SuDocs	0
FE 1	FE	12
NCU	SuDocs	0
NCU 1	NCU	2
SBA	SuDocs	0
SBA 1	SBA	2
ER	SuDocs	0
ER 1	ER	2
JUL	SuDocs	0
JUL 3	JUL	1
FHL	SuDocs	0
FHL 1	FHL	1
CSA	SuDocs	0
CSA 1	CSA	32
AA	SuDocs	0
AA 3	AA	2
AA 1	AA	2
FA	SuDocs	0
FA 1	FA	2
FMC	SuDocs	0
FMC 1	FMC	1
FEM	SuDocs	0
FEM 1	FEM	3
FL	SuDocs	0
FL 2	FL	1
NC	SuDocs	0
NC 2	NC	1
M	SuDocs	0
M 216	M	1
N	SuDocs	0
N 16	N	1
FW	SuDocs	0
FW 4	FW	2
NF	SuDocs	0
NF 2	NF	1
CC	SuDocs	0
CC 1	CC	4
FR	SuDocs	0
FR 1	FR	1
ICA	SuDocs	0
ICA 1	ICA	1
SSA	SuDocs	0
