Year	HE 20	Y 3	PREX 3	HE 19	J 1	Y 4	C 55	CR 1	HH 1	I 29	C 3	HE 1	C 13	A 13	J 26	SI 1	LC 1	CSA 1	NAS 1	EP 1	L 37	L 2	HE 23	S 1	ED 1	I 49	I 28	A 1	CS 1	GA 1	A 105	TD 1	NS 1	I 53	I 19	C 1	HE 3	HE 17	C 56	GS 4	D 101	TD 4	C 57	SI 6	I 27	D 301	D 5	PREX 14	D 114	Y 10	PM 1	J 28	LC 30	I 1	FT 1	FE 1	T 1	C 60	L 1	A 98	E 1	VA 1	D 103	PR 39	C 46	L 36	Y 7	TD 2	C 59	A 92	A 57	I 20	I 70	PREX 1	D 1	Y 1	PREX 2	D 210	HE 22	A 93	C 39	A 67	L 29	C 61	E 3	C 51	LC 19	C 21	PR 40	L 38	PREX 22	FS 5	D 214	A 88	CC 1	GS 1	T 70	PREX 17	TD 5	P 1	D 207	IC 1	SI 13	TD 3	SI 7	D 213	FEM 1	LC 39	T 28	JU 13	T 22	TD 8	IA 1	AE 2	J 16	JU 10	TD 7	I 66	A 72	C 47	D 14	D 104	PREX 20	TC 1	PR 36	NMB 1	SE 1	D 12	FW 4	AE 1	AA 1	I 16	C 31	FA 1	SI 3	D 108	C 4	C 58	GS 2	AA 3	A 77	LC 5	ER 1	J 21	SBA 1	L 35	NCU 1	S 18	SI 2	A 84	GP 1	TD 9	FP 1	HE 5	C 62	T 17	HH 7	A 89	A 109	D 7	RR 1	EP 2	SI 11	LC 26	FS 13	EP 4	LC 4	OP 1	D 102	E 2	A 106	FAA 1	D 202	PR 34	A 101	T 63	TD 12	TD 10	SI 4	SSA 1	ICA 1	FR 1	A 82	FS 14	TD 6	LC 25	W 10	NF 2	LC 29	LC 40	A 102	W 2	LC 6	N 16	M 216	NC 2	FL 2	J 24	I 69	SI 62	J 29	LC 24	FMC 1	J 23	LC 42	D 209	JU 2	T 34	S 5	PR 38	HH 10	FHL 1	JUL 3	C 3261	D 201	W 35	VB 1	E 5	A 95	NMC 1	I 18	F 2	JU 6	PR 32	C 30	FCA 1	C 18	I 22	TF 2	LR 1	EP 7	LC 12	W 110	DC 9	HE 21	NA 1	PR 37	LC 35
1963	14	5	0	0	2	0	10	0	0	1	10	0	0	6	0	0	5	0	3	0	0	2	0	12	1	7	7	4	2	0	2	0	0	1	2	0	9	0	0	2	6	0	4	0	7	5	0	0	0	0	1	0	1	5	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	6	0	0	0	0	2	0	0	24	1	0	0	8	0	0	2	1	0	0	1	0	0	0	0	0	0	9	1	0	0	0	0	0	4	2	0	3	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	27	0	0	0	0	0	6	0	0	0	1	2	0	0	2	1	1	0	1	0	0	0	3	0	0	0	0	0	0	1	15	1	0	0	0	0	3	4	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1964	15	5	0	0	5	0	5	1	0	0	272	0	2	4	0	0	5	0	24	0	0	8	0	10	2	4	5	5	3	0	2	0	3	0	1	0	11	0	0	2	5	0	5	0	4	7	0	0	0	0	1	0	67	7	6	0	2	0	1	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	7	0	0	0	0	3	0	0	25	1	0	0	12	0	0	2	1	0	0	0	1	0	0	0	0	0	12	1	0	0	0	0	0	2	3	1	3	0	0	4	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	20	0	0	0	0	0	8	0	0	0	4	1	0	0	0	4	4	0	1	0	0	0	2	0	0	0	0	0	1	0	15	1	0	0	0	0	2	4	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
1965	15	3	0	0	4	0	11	3	0	0	4	0	0	3	0	4	6	0	45	0	0	6	0	10	0	3	6	4	1	0	2	0	0	2	3	0	10	0	0	1	7	0	2	0	4	6	0	0	0	0	1	0	2	5	4	0	2	0	0	0	0	0	0	2	0	0	0	0	4	3	0	2	0	0	0	1	1	0	0	5	0	0	0	0	4	0	0	34	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	7	2	3	3	0	0	4	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	34	0	0	0	1	0	2	0	0	0	2	3	0	0	2	3	3	0	3	0	0	0	9	0	0	0	0	0	2	3	15	0	0	0	0	0	1	4	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0
1966	175	10	1	1	3	0	6	0	0	0	7	0	1	6	0	6	5	0	70	0	0	8	0	10	3	6	7	8	3	0	2	0	0	3	3	0	9	2	0	0	3	0	4	0	12	6	0	0	0	0	1	0	0	5	5	0	2	0	1	0	0	0	0	2	0	0	0	0	0	2	0	12	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	36	1	0	0	6	0	1	2	1	0	0	0	0	3	0	0	0	0	12	1	0	0	0	0	0	6	3	2	2	0	1	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	86	0	0	0	1	0	3	0	0	0	2	1	0	0	0	3	3	0	1	0	0	0	2	0	0	0	0	0	1	1	15	1	0	0	0	0	1	4	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
1967	11	7	0	1	5	0	8	2	0	0	14	0	6	1	0	6	5	0	59	0	0	11	0	11	3	2	8	5	1	0	2	1	0	4	5	0	10	0	0	0	15	0	4	0	2	1	0	0	0	0	1	0	490	5	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	3	0	2	0	0	0	1	1	0	0	7	0	0	0	0	3	0	0	35	1	0	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	7	3	0	2	0	2	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	39	0	0	0	1	0	2	0	0	0	2	0	0	0	4	5	5	0	1	0	0	0	3	0	0	0	0	0	1	1	16	0	0	0	0	0	2	4	3	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
1968	12	12	0	1	5	0	17	6	0	0	27	0	1	3	0	5	5	0	72	0	0	14	0	10	3	2	9	7	3	0	3	2	0	4	6	0	8	0	11	2	17	0	4	0	2	1	0	0	0	0	1	0	20	9	4	0	2	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	5	0	0	0	0	4	0	0	35	0	0	0	5	0	1	1	1	0	0	1	0	0	0	0	0	0	15	1	0	0	0	0	0	7	3	3	3	0	3	6	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	36	0	0	0	1	0	0	0	0	0	4	1	0	0	2	5	5	0	1	0	0	0	2	0	0	0	0	0	0	2	14	1	0	0	0	0	2	4	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
1969	18	11	2	1	7	2	15	6	0	0	34	0	4	4	0	10	7	0	41	0	0	20	0	10	3	6	9	5	1	2	2	0	0	1	5	0	9	0	15	0	18	0	4	0	2	3	0	0	0	0	1	0	79	18	1	0	2	0	14	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	1	1	0	0	6	0	0	0	0	3	0	0	36	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	5	3	0	3	0	3	3	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	36	0	0	0	2	0	0	0	0	0	2	3	0	0	2	3	3	0	1	0	0	0	3	0	0	0	0	0	1	1	13	0	0	0	0	0	2	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
1970	22	20	1	3	4	0	15	11	1	0	127	0	1	3	0	14	5	0	25	0	0	22	0	8	3	4	7	5	3	0	2	2	0	2	10	1	10	2	51	1	5	0	1	0	2	1	0	9	0	0	2	0	1	19	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	6	0	0	0	0	5	0	0	36	0	0	0	0	0	1	3	1	0	0	3	1	0	0	0	0	0	13	1	0	0	0	0	0	5	4	2	2	0	5	2	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	2	0	31	0	0	0	2	0	0	0	0	0	1	1	0	0	3	2	2	0	1	1	0	0	2	0	0	0	0	0	2	0	15	1	0	0	0	0	3	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1971	30	17	1	4	6	55	44	5	2	0	48	1	2	5	0	19	4	0	10	1	0	28	0	12	3	34	7	4	1	0	3	0	2	1	9	3	11	4	21	5	7	0	4	0	1	0	0	9	0	0	1	0	4	19	2	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	0	0	0	0	0	1	2	0	0	5	0	0	0	0	2	0	0	5	0	0	0	10	0	1	1	0	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	1	4	4	1	2	0	2	4	2	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	43	0	0	0	1	1	201	0	0	0	2	1	0	0	2	4	4	0	1	0	0	0	3	0	0	0	0	0	0	0	14	0	0	0	0	0	2	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
1972	36	15	2	3	4	21	18	8	3	8	48	8	5	1	0	11	3	0	5	0	1	26	0	12	3	2	7	7	3	0	5	5	5	1	5	4	10	10	24	1	6	0	42	0	0	0	0	3	0	0	1	0	307	22	4	0	0	0	0	0	0	0	0	0	0	0	3	0	2	5	0	0	0	0	0	0	2	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	3	0	0	1	2	0	0	0	0	0	11	3	0	0	0	0	3	2	3	3	2	0	4	2	2	0	0	0	0	0	0	4	3	0	0	0	0	1	0	0	0	2	0	0	0	2	0	32	0	0	0	4	0	0	0	0	1	1	1	0	0	1	2	2	0	1	0	0	0	2	7	7	0	1	0	2	0	15	3	0	0	0	0	4	4	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
1973	53	31	2	3	11	9	15	7	4	0	134	18	9	4	0	18	4	0	39	13	2	32	0	14	3	4	9	2	2	3	5	4	4	1	10	2	14	10	66	1	8	0	9	2	3	0	0	8	0	0	1	0	5	29	3	0	2	0	3	0	0	0	0	0	0	0	0	2	2	6	0	3	0	0	0	0	0	0	0	11	2	6	0	0	4	0	0	0	0	0	0	4	0	0	2	3	1	6	1	2	0	0	0	1	0	11	3	0	0	0	0	0	4	4	4	2	0	5	4	5	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	39	0	0	0	4	0	0	0	4	1	2	0	1	0	2	4	4	1	0	0	2	0	5	0	0	0	0	0	2	0	12	3	0	0	0	0	3	5	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	4	0	0	0	0	1	0	0	0	1	0	1	0
1974	54	36	2	7	12	30	27	7	8	23	40	7	8	9	0	26	17	1	24	7	1	38	0	14	3	5	6	6	4	5	4	4	5	2	10	3	18	11	46	0	19	0	11	2	2	0	0	7	0	0	2	0	250	26	10	3	0	0	6	0	0	0	0	0	2	2	2	1	4	5	0	0	0	0	0	0	2	0	0	7	0	0	0	1	7	0	0	0	0	0	0	0	0	1	1	4	1	2	2	2	0	0	0	0	0	11	4	0	0	0	0	0	2	10	5	2	0	6	3	6	0	0	2	9	3	0	4	3	0	0	0	0	3	0	0	0	1	0	0	2	0	0	50	0	0	0	3	0	0	0	0	1	1	8	1	0	2	3	3	1	0	3	2	3	0	0	4	2	0	0	0	0	14	4	0	0	0	0	1	8	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
1975	97	18	4	17	22	25	22	15	5	19	80	4	11	8	0	22	11	0	27	6	0	26	0	13	6	5	8	4	3	14	5	3	9	2	9	2	20	12	47	2	11	0	12	10	4	2	0	13	6	0	2	0	23	24	7	5	1	0	49	0	0	1	0	1	0	3	2	1	2	5	0	3	0	0	0	1	1	0	0	10	0	0	0	1	10	0	0	44	0	0	0	3	0	0	2	2	0	0	2	2	1	2	0	0	0	11	2	0	0	0	0	0	5	9	2	1	0	5	4	7	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	2	0	0	0	0	3	0	52	0	0	0	3	0	0	0	0	1	2	1	1	0	0	4	4	1	1	0	0	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0	4	9	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	4	0	2	5	0	0	4	0	0	0	0	0	0
1976	82	46	9	33	26	5	44	8	26	8	53	17	14	8	2	16	9	1	32	23	0	28	8	14	9	2	7	6	7	2	15	5	4	4	15	40	23	19	30	0	4	3	16	0	4	2	0	7	0	4	3	2	24	30	16	13	4	0	3	1	1	3	5	0	1	0	0	1	7	4	2	6	0	2	2	1	3	7	0	6	0	0	0	2	7	2	0	40	0	0	4	1	0	1	6	4	5	0	3	2	4	0	0	1	0	12	4	0	0	0	0	1	4	9	2	1	0	5	82	2	2	3	0	2	0	2	4	1	0	0	3	0	1	0	0	0	3	0	1	1	0	0	184	0	0	0	1	4	0	0	0	3	2	0	0	0	0	94	94	2	0	0	0	0	0	0	0	2	1	0	0	10	14	4	0	0	0	0	4	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0
1977	195	97	17	38	41	18	52	55	34	25	66	27	34	21	5	14	8	3	38	13	6	42	10	13	1	9	11	8	6	4	17	12	14	14	13	39	9	5	43	5	9	12	42	0	3	4	1	9	2	13	15	2	376	33	6	10	11	0	7	0	3	0	10	2	2	3	0	7	7	5	2	3	2	5	2	1	3	4	4	20	3	0	0	7	7	0	3	42	1	0	4	1	4	2	3	6	3	0	1	3	1	2	0	4	0	8	5	0	0	2	1	1	3	11	0	1	2	7	1	3	2	0	0	0	0	0	4	2	0	2	0	0	1	0	0	0	3	0	2	1	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	13	13	0	0	0	0	0	0	0	0	0	0	0	2	0	7	5	0	0	0	0	2	2	3	0	1	0	1	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	3	1	6	0	0	4	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
1978	162	89	19	62	47	12	81	13	81	9	80	23	26	9	25	18	18	4	32	4	20	23	15	18	7	41	9	16	14	0	15	15	5	4	14	50	22	0	2	17	10	9	18	6	33	12	5	12	2	3	22	2	89	20	17	18	4	20	7	0	4	2	2	2	2	5	0	2	4	8	1	4	4	3	17	0	6	7	7	2	3	3	3	12	22	4	9	28	0	6	0	0	2	3	5	5	1	0	4	1	3	2	0	0	0	9	5	0	2	0	0	1	2	18	0	0	0	0	0	6	0	0	0	2	0	0	4	1	0	1	0	0	3	0	0	0	3	4	0	1	0	0	0	2	3	1	2	0	0	1	0	2	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1979	132	49	8	44	8	15	62	53	51	13	96	19	4	19	23	11	11	32	20	4	21	21	14	13	11	32	24	12	4	0	13	14	3	5	18	9	20	0	2	5	9	2	4	4	0	3	2	10	9	0	20	6	89	31	11	8	3	5	5	1	3	2	4	7	7	4	4	1	11	6	1	2	2	0	4	1	3	1	6	4	3	3	0	2	8	2	6	35	2	5	0	1	0	0	4	6	4	0	2	2	2	0	4	1	0	8	6	0	0	0	1	0	2	10	0	3	0	0	0	1	0	1	0	0	0	6	4	4	0	3	0	0	0	0	0	0	3	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	6	0	0	0	0	8	6	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
1980	84	35	23	24	11	16	136	10	29	0	69	20	10	8	16	6	6	29	18	1	11	32	7	30	37	18	2	6	0	3	15	14	14	5	40	0	23	0	4	6	8	0	28	0	6	0	4	8	2	2	9	14	79	18	4	13	8	0	3	8	7	5	6	16	8	7	0	4	2	8	0	1	4	3	8	0	5	4	2	1	7	3	12	11	13	2	7	84	0	4	0	0	0	0	3	7	6	0	5	4	1	0	2	3	0	10	8	0	0	0	0	0	3	9	0	7	2	0	0	3	0	0	0	0	0	4	8	2	0	1	2	0	0	0	0	0	4	0	0	2	1	0	0	1	0	3	1	0	0	0	1	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	12	6	0	1	1	1	2	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	76	50	9	7	9	25	84	32	12	7	83	5	7	7	14	29	24	2	4	2	0	27	0	13	24	11	2	20	0	9	11	5	10	7	25	4	27	0	2	14	12	1	27	0	2	4	13	21	10	4	19	9	69	18	7	14	8	0	2	5	4	0	5	2	0	2	0	1	2	8	3	0	0	2	2	2	3	4	0	2	0	0	0	4	14	1	9	90	8	2	0	0	0	0	3	8	4	0	1	8	2	0	1	2	0	11	6	4	1	2	3	0	4	13	0	5	0	0	0	0	0	0	0	0	0	4	10	1	0	4	0	0	0	2	0	0	5	0	0	0	3	2	0	0	0	0	0	0	0	0	1	1	0	0	7	4	0	1	1	0	0	0	0	0	0	0	0	0	1	0	3	0	11	6	0	0	0	0	2	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	82	18	40	3	3	12	20	3	0	0	50	3	4	1	2	13	12	0	1	1	0	31	0	6	12	31	0	6	0	1	8	3	10	0	12	0	29	0	3	6	14	3	31	0	0	1	8	5	0	0	16	2	365	19	4	10	5	0	0	0	5	0	0	2	0	0	0	2	3	6	1	0	0	0	4	0	3	1	0	0	0	0	0	5	10	2	7	90	4	0	0	0	0	0	4	3	6	0	0	6	0	0	1	0	0	10	10	5	0	0	0	0	2	11	0	5	2	0	0	0	0	2	0	0	0	2	16	2	0	3	0	0	0	0	0	0	3	0	0	23	3	0	0	0	0	0	0	0	0	0	1	0	0	0	10	2	0	2	2	0	0	0	0	0	0	0	0	2	0	0	3	0	12	3	0	0	1	1	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	50	20	14	2	3	16	14	0	0	1	51	3	4	6	0	15	9	0	5	2	1	45	0	4	5	158	2	8	0	3	2	4	9	2	15	0	20	0	3	3	9	1	21	2	2	1	0	5	3	2	3	0	6	12	2	12	1	0	1	0	1	1	0	0	0	1	0	1	2	2	1	0	0	0	3	0	4	1	0	3	0	0	0	4	12	3	10	87	0	2	0	0	0	0	3	2	3	0	2	7	1	0	0	2	0	11	2	0	0	0	0	0	5	14	0	5	4	0	0	0	0	0	0	0	0	2	16	3	0	3	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	12	2	0	0	0	0	2	5	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	59	36	4	5	3	17	19	0	0	9	86	5	5	1	0	9	6	0	12	4	2	40	0	7	22	7	1	5	0	1	7	1	7	0	15	0	18	0	6	2	13	1	22	5	0	0	0	4	0	0	4	0	11	11	3	9	1	0	1	0	1	1	0	0	0	1	0	0	2	4	0	0	0	0	4	1	9	2	0	1	0	0	0	5	9	1	11	90	0	2	0	1	0	0	2	3	5	0	1	4	1	0	0	3	0	7	3	0	0	0	0	0	7	14	0	4	1	0	0	0	0	0	0	0	0	2	17	3	0	2	0	0	0	0	0	0	2	0	0	0	3	4	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	3	3	0	0	0	0	0	0	0	0	0	1	0	3	0	11	3	0	0	1	1	3	4	7	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1985	44	17	3	0	2	16	38	0	0	1	24	0	4	2	0	11	13	0	3	3	2	60	0	16	0	19	2	5	0	0	4	2	6	0	74	0	22	0	8	3	17	2	32	5	1	3	0	3	0	0	4	0	15	16	3	11	1	0	1	0	3	2	0	1	0	1	0	0	2	3	0	0	0	0	1	0	9	2	0	2	0	0	0	4	11	2	6	91	1	2	0	1	0	0	0	4	4	0	1	8	1	0	0	0	3	9	4	0	0	0	0	0	8	16	0	4	3	0	0	0	0	0	0	0	0	4	21	1	0	3	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	12	4	0	0	1	1	6	4	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1986	76	21	4	4	4	16	22	0	0	0	15	1	3	3	2	9	6	0	3	4	1	49	0	6	13	5	2	6	0	0	2	2	4	0	12	0	28	0	4	2	31	1	13	0	0	2	0	5	0	0	4	3	10	13	4	11	1	0	0	0	3	1	0	0	0	1	0	0	2	0	2	0	0	0	1	0	10	2	2	1	0	0	0	2	11	1	3	90	0	2	0	0	0	0	1	5	5	0	1	6	1	0	0	0	2	7	5	0	0	0	0	0	3	13	0	2	3	0	0	0	0	0	0	0	0	2	25	1	0	6	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	2	1	0	0	1	4	0	2	2	0	0	0	0	0	0	0	0	1	1	0	4	0	15	5	0	0	1	1	3	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1987	65	11	2	3	4	16	13	0	0	2	29	1	3	3	0	2	6	0	3	3	2	49	0	5	10	5	2	5	0	0	0	0	5	0	13	0	27	0	7	4	202	19	11	0	0	4	0	0	1	0	4	0	14	19	2	11	1	0	11	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	1	0	9	4	0	1	0	0	0	3	11	2	3	95	0	2	0	0	0	0	2	5	2	0	1	11	0	0	0	0	0	5	5	0	0	0	0	0	6	12	0	2	3	0	0	0	0	0	0	0	0	0	29	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	13	5	0	0	0	0	2	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1988	27	8	1	2	4	12	13	0	0	2	29	1	8	0	0	2	0	0	2	4	2	38	0	8	6	5	3	6	0	0	3	2	2	0	4	0	18	0	17	2	9	2	32	0	0	0	0	4	1	0	4	0	11	21	1	12	1	0	13	0	2	1	0	3	0	0	0	1	10	0	0	0	0	0	1	1	7	0	0	1	0	0	0	2	12	2	12	100	2	2	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	2	12	0	2	2	0	0	0	0	0	0	0	0	0	33	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	3	0	0	0	0	0	0	0	0	1	0	0	3	0	17	0	0	0	1	1	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
