Year	HE 20	Y 3	PREX 3	HE 19	J 1	Y 4	C 55	CR 1	HH 1	I 29	C 3	HE 1	C 13	A 13	J 26	SI 1	LC 1	CSA 1	NAS 1	EP 1	L 37	L 2	HE 23	S 1	ED 1	I 49	I 28	A 1	CS 1	GA 1	A 105	TD 1	NS 1	I 53	I 19	C 1	HE 3	HE 17	C 56	GS 4	D 101	TD 4	C 57	SI 6	I 27	D 301	D 5	PREX 14	D 114	Y 10	PM 1	J 28	LC 30	I 1	FT 1	FE 1	T 1	C 60	L 1	A 98	E 1	VA 1	D 103	PR 39	C 46	L 36	Y 7	TD 2	C 59	A 92	A 57	I 20	I 70	PREX 1	D 1	Y 1	PREX 2	D 210	HE 22	A 93	C 39	A 67	L 29	C 61	E 3	C 51	LC 19	C 21	PR 40	L 38	PREX 22	FS 5	D 214	A 88	CC 1	GS 1	T 70	PREX 17	TD 5	P 1	D 207	IC 1	SI 13	TD 3	SI 7	D 213	FEM 1	LC 39	T 28	JU 13	T 22	TD 8	IA 1	AE 2	J 16	JU 10	TD 7	I 66	A 72	C 47	D 14	D 104	PREX 20	TC 1	PR 36	NMB 1	SE 1	D 12	FW 4	AE 1	AA 1	I 16	C 31	FA 1	SI 3	D 108	C 4	C 58	GS 2	AA 3	A 77	LC 5	ER 1	J 21	SBA 1	L 35	NCU 1	S 18	SI 2	A 84	GP 1	TD 9	FP 1	HE 5	C 62	T 17	HH 7	A 89	A 109	D 7	RR 1	EP 2	SI 11	LC 26	FS 13	EP 4	LC 4	OP 1	D 102	E 2	A 106	FAA 1	D 202	PR 34	A 101	T 63	TD 12	TD 10	SI 4	SSA 1	ICA 1	FR 1	A 82	FS 14	TD 6	LC 25	W 10	NF 2	LC 29	LC 40	A 102	W 2	LC 6	N 16	M 216	NC 2	FL 2	J 24	I 69	SI 62	J 29	LC 24	FMC 1	J 23	LC 42	D 209	JU 2	T 34	S 5	PR 38	HH 10	FHL 1	JUL 3	C 3261	D 201	W 35	VB 1	E 5	A 95	NMC 1	I 18	F 2	JU 6	PR 32	C 30	FCA 1	C 18	I 22	TF 2	LR 1	EP 7	LC 12	W 110	DC 9	HE 21	NA 1	PR 37	LC 35
1989	30	14	3	3	3	16	11	0	0	0	8	5	0	2	1	3	0	0	1	4	1	89	0	9	9	7	3	5	0	0	5	1	7	0	6	0	17	0	0	2	7	0	35	0	16	0	0	4	1	0	4	0	15	22	1	12	1	0	10	0	2	1	0	1	0	0	0	0	2	2	0	0	0	0	2	1	7	0	0	2	0	0	0	3	12	0	11	111	0	2	0	0	0	0	1	0	3	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	8	10	0	2	1	0	0	21	0	0	0	0	0	0	32	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	0	2	2	0	0	0	0	0	0	0	0	0	1	0	3	0	15	0	0	0	0	0	1	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	30	10	3	3	4	16	17	0	0	1	15	1	0	7	1	2	0	0	1	3	2	32	0	8	9	6	0	4	0	0	3	2	4	0	11	0	19	0	1	0	11	0	26	0	0	0	0	4	0	0	4	2	14	28	5	10	1	0	12	0	2	6	0	2	0	0	0	0	1	0	3	0	0	0	5	1	6	0	0	0	0	0	0	2	11	5	10	112	1	0	0	0	0	0	1	1	1	0	0	2	0	0	0	2	0	5	1	0	0	0	0	0	8	11	0	4	1	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	6	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	0	13	1	0	0	1	1	4	7	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	28	7	0	3	4	16	17	0	0	2	11	1	0	5	1	9	1	0	3	4	0	46	0	11	10	5	0	4	0	0	2	1	5	0	5	0	19	0	0	1	9	0	22	0	0	0	0	7	0	0	4	2	10	100	7	12	1	0	9	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	8	0	0	0	1	0	0	2	12	1	9	112	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	5	0	0	0	0	0	0	7	9	0	1	2	0	0	0	0	0	0	0	0	0	21	1	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	6	0	2	2	0	0	0	0	0	0	0	0	0	0	0	5	0	14	0	0	0	0	0	1	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	18	3	2	3	5	16	16	0	0	1	16	1	0	7	4	10	2	0	1	5	0	36	0	8	9	8	0	4	0	0	9	1	16	0	6	0	4	0	1	0	10	0	19	0	1	0	0	1	0	0	7	6	13	4	7	14	1	0	10	0	3	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	7	0	0	0	2	0	0	0	15	0	6	98	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	66	9	0	2	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	1	0	0	0	0	0	0	0	0	7	0	15	0	0	0	1	1	2	2	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	37	9	0	3	6	17	33	0	0	1	27	1	0	7	2	2	0	0	1	4	0	59	0	15	9	8	0	4	0	0	3	1	0	0	7	0	10	0	0	0	6	0	3	0	0	0	0	2	0	0	5	4	8	5	4	14	2	0	12	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	7	0	0	2	1	0	0	0	14	0	10	96	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	1	0	1	0	14	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	48	25	0	3	6	4	14	0	0	0	86	1	0	5	3	7	0	0	1	3	0	40	0	8	9	8	0	4	0	0	0	0	0	0	6	0	10	0	0	0	7	0	0	0	0	0	0	0	0	0	5	4	79	8	1	14	2	0	0	0	3	1	0	1	0	0	0	0	10	0	0	0	0	0	1	1	5	0	0	2	2	0	0	0	14	0	4	91	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	5	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	5	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	37	3	0	2	7	20	19	0	0	0	19	1	0	6	0	13	1	0	0	20	0	55	0	6	6	8	0	1	0	0	0	2	0	0	8	0	8	0	1	0	8	3	1	0	0	0	0	3	0	0	48	0	3	0	2	14	1	0	0	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	1	1	0	0	1	14	0	6	100	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	1	0	4	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	59	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	35	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	25	1	0	3	6	20	9	0	0	0	18	1	0	9	0	6	1	0	0	1	3	49	0	5	9	0	0	5	0	0	1	1	0	0	5	0	10	0	0	0	7	0	1	0	0	0	0	3	0	0	0	0	2	0	2	15	1	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	9	0	0	2	1	0	0	1	15	0	2	108	0	0	0	0	0	0	1	0	0	0	1	13	0	0	0	0	0	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	31	4	0	1	7	12	15	0	0	0	104	1	0	5	0	4	2	0	0	0	0	67	0	7	3	0	0	19	0	0	0	0	0	0	6	0	10	0	98	1	4	0	2	0	0	0	0	36	0	0	0	0	4	0	2	12	2	0	0	0	3	1	0	1	0	0	0	0	2	0	0	0	0	0	1	1	5	0	0	15	1	0	0	2	12	0	2	107	0	0	0	0	0	1	1	0	0	0	0	12	0	0	0	0	0	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	133	2	0	4	7	24	15	0	0	0	17	1	0	1	1	7	0	0	0	0	0	51	0	6	12	0	0	5	0	0	0	0	0	0	8	0	10	0	0	0	11	0	4	0	0	0	0	0	0	0	0	2	2	0	13	11	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	2	0	0	0	4	11	0	6	120	0	0	0	0	0	1	1	0	0	0	1	10	0	0	0	0	0	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	21	4	0	2	6	20	42	0	0	0	134	2	1	2	0	2	2	0	1	0	0	56	0	6	6	0	19	6	0	0	1	0	0	0	571	0	16	0	1	4	10	0	5	0	0	0	0	0	0	0	0	0	3	0	1	15	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	2	0	0	0	5	15	1	6	131	0	0	0	0	0	1	0	9	0	0	0	11	0	0	0	0	0	4	9	0	0	0	0	0	0	9	1	1	0	0	0	24	0	0	0	0	0	0	58	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	0	6	0	0	2	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	19	3	0	2	6	20	234	0	0	0	7	0	0	3	0	0	2	0	0	0	0	66	0	3	6	0	0	5	0	0	0	1	0	0	13	0	10	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	2	0	0	17	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	17	0	6	138	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	57	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	12	0	0	0	1	1	2	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	22	2	0	2	5	16	2	0	0	0	4	1	0	1	0	3	0	0	0	0	0	57	0	3	6	0	0	11	0	0	0	0	0	0	18	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	5	0	1	8	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	8	2	0	0	0	8	0	6	143	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	21	3	0	1	2	16	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	54	0	1	3	0	0	12	0	0	1	2	0	0	13	0	14	0	0	0	11	0	2	0	0	0	2	0	0	0	0	0	7	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	4	0	0	9	1	0	0	2	0	0	6	187	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	18	2	0	2	0	24	2	0	0	28	9	0	0	3	0	3	0	0	0	0	0	55	0	3	6	0	0	9	0	0	0	0	0	0	14	0	0	0	0	0	15	0	3	0	0	0	0	0	0	0	0	0	9	0	1	0	2	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	6	0	0	0	3	0	0	4	59	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	12	2	0	0	0	16	2	0	0	0	5	0	0	0	0	0	2	0	0	0	0	49	0	1	0	0	0	9	0	0	0	0	0	0	5	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	6	0	0	0	1	0	0	4	56	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	36	2	0	3	0	16	2	0	0	0	7	0	0	0	0	2	2	0	0	0	0	60	0	0	9	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	5	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	4	74	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	5	0	0	2	0	8	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	57	0	1	6	0	0	6	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	19	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	19	0	4	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	89	2	0	2	0	24	8	0	0	0	0	0	0	0	0	1	1	0	0	0	0	403	0	2	6	0	0	7	0	0	0	0	0	0	4	0	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	2	0	0	0	0	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	0	0	0	2	0	16	25	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	3	6	0	0	4	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	2	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	0	0	0	1	0	24	22	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	2	3	0	0	4	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	7	0	0	1	0	8	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	5	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	3	0	0	4	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
