for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	231
For sale by the Supt. of Docs., U.S. G.P.O.,	214
U.S. Govt. Print. Off.,	205
Govt. print. off.,	156
Central Intelligence Agency,	114
For sale by the Supt. of Docs., U.S. Govt. Print. Off.,	109
The Commission,	97
Govt. Print. Off.,	79
The Office,	53
Smithsonian Institution Press,	49
Library of Congress,	41
The Service,	38
[s.n.]	37
U. S. Govt. Print. Off.,	36
U.S. Govt. print. off.,	35
Community Services Administration.	30
for sale by the National Technical Information Service,	27
U. S. Govt. print. off.,	25
The Commission : for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	25
U.S. Govt. Print. Off.]	24
The Bureau,	23
G.P.O.,	22
Gov't print. off.,	21
The Administration,	21
The Center,	21
U.S. Govt. Print. Off.	20
U.S. G.P.O.,	20
U.S. Dept. of Commerce, Bureau of the Census,	19
U.S. Dept. of Health, Education, and Welfare, Public Health Service, National Institutes of Health ;	19
U.S. General Accounting Office,	19
The Commission :	18
National Institute of Law Enforcement and Criminal Justice, Law Enforcement Assistance Administration, U.S. Dept. of Justice : for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	18
National Technical Information Service,	17
The Agency,	17
U.S. Dept. of Commerce, Bureau of the Census :	16
U.S. Dept. of Health, Education, and Welfare, Public Health Service, National Institutes of Health,	16
The Library,	16
The Group,	16
U.S. Dept. of Commerce, National Bureau of Standards : for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	16
National Commission on Employment and Unemployment Statistics : for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	15
The Dept.,	15
National Institute of Law Enforcement and Criminal Justice, Law Enforcement Assistance Administration, U.S. Dept. of Justice,	15
U.S. Dept. of Health, Education, and Welfare, Social and Rehabilitation Service, Administration on Aging,	14
Dept. of Housing and Urban Development, Office of Policy Development and Research : for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	14
The Office : for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	14
The Office :	14
for sale by the Supt. of Docs., U.S. G.P.O.,	13
available through the National Technical Information Service,	13
Congress of the United States, Office of Technology Assessment : for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	13
U.S. Dept. of Health, Education, and Welfare, Office of Education : for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	13
The Library :	12
U. S. Govt. Print. Off.	12
Govt. Print. Off.	12
Bureau of Mines, U.S. Dept. of the Interior.	12
The Council : for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	12
The Division,	12
[for sale by the Supt. of Docs., U.S. Govt. Print. Off.]	12
U.S. Dept. of Housing and Urban Development, Office of Policy Development and Research : for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	11
Library of Congress :	11
Dept. of Commerce, National Telecommunications and Information Administration,	11
[Govt. print. off.]	11
National Endowment for the Arts,	11
Library of Congress : for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	11
[For sale by the Supt. of Docs., U.S. Govt. Print. Off.],	11
s.n.]	10
[Supt. of Docs., U.S. G.P.O., distributor],	10
The Bureau :	10
U.S. G.P.O. :	10
U.S. Dept. of Health and Human Services, Public Health Service, National Institutes of Health,	10
National Archives and Records Service, General Services Administration,	10
U.S. Dept. of Transportation,	10
U.S. Commission on Civil Rights,	10
For sale by the Supt. of Docs., U.S. Govt. Print. Off.	10
U.S. Dept. of Commerce, National Bureau of Standards :	10
National Center for Research in Vocational Education, Ohio State University ; for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	9
U.S. Dept. of Health, Education, and Welfare, Public Health Service, Health Resources Administration, Bureau of Health Manpower, Division of Dentistry,	9
Advisory Commission on Intergovernmental Relations,	9
National Commission on Libraries and Information Science,	9
U.S. Govt. Print. Off. :	9
For sale by Supt. of Docs., U.S. G.P.O.,	9
Dept. of Health, Education, and Welfare,	9
available from National Technical Information Service,	9
For sale by the National Technical Information Service,	9
[For sale by the Supt. of Docs., U.S. G.P.O.],	9
[Supt. of Docs., U.S. G.P.O., distributor,	9
for sale by the Supt. of Docs., U. S. Govt. Print. Off.,	9
U.S. Dept. of Health, Education, and Welfare, Office of Education,	9
U.S. Civil Service Commission, Library :	9
[For sale by the Supt. of Docs., U.S. Govt. Print. Off.]	9
For sale by the Supt. of Docs., U. S. Govt. Print. Off.,	8
Congress of the U.S., Office of Technology Assessment :	8
Dept. of Justice, Law Enforcement Assistance Administration, National Institute of Law Enforcement and Criminal Justice : for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	8
Smithsonian Institution,	8
[For sale by the Supt. of Docs., U.S. G.P.O., Congressional Sales Office],	8
For sale by the Supt. of Docs., U.S. Govt. Print. Off.]	8
[For sale by the Supt. of Docs., U.S. G.P.O.,	8
U.S. Dept. of the Interior, Fish and Wildlife Service,	8
distributed by the National Technical Information Service]	8
U.S. Dept. of Commerce, Economic Development Administration,	8
Dept. of Housing and Urban Development, Office of Policy Development and Research,	8
United States Government Printing Office,	8
National Institute of Law Enforcement and Criminal Justice, Law Enforcement Assistance Administration, U.S. Dept. of Justice :	8
U.S. Dept. of Agriculture,	8
Federal Judicial Center,	8
The Committee,	8
National Gallery of Art,	8
U.S. Dept. of Education,	7
Dept. of Agriculture, Food and Nutrition Service,	7
The Department,	7
U.S. Dept. of Health, Education, and Welfare, Public Health Service, National Institutes of Health, National Cancer Institute ;	7
Dept. of Transportation, Federal Aviation Administration,	7
National Institute of Education, U.S. Dept. of Health, Education, and Welfare,	7
For sale by the Supt. of Docs., U.S.G.P.O.,	7
[s.n.],	7
U.S. Dept. of Health, Education, and Welfare,	7
U. S. Dept. of Health, Education, and Welfare, Public Health Service, National Institutes of Health, National Cancer Institute	7
The Institute,	7
U.S. Dept. of Justice, Law Enforcement Assistance Administration, National Criminal Justice Information and Statistics Service : for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	7
U.S. Dept. of Health, Education, and Welfare, Education Division, National Center for Education Statistics : for sale by the Supt. of Docs., U.S. Govt. Print. Off.,	7
Dept. of Health, Education, and Welfare, Public Health Service, Alcohol, Drug Abuse, and Mental Health Administration, National Institute on Drug Abuse, Division of Research ;	7
