Congressional Record	1869	7323	25.52
Statistical Abstract	173	199	86.93
United States Reports	758	1501	50.5
Foreign Relations	1075	4331	24.82
Congressional Serial Set	21502	53462	40.22
Civil Rights Commission	1041	2897	35.93
