Y 4	82160	Congress
Y 3	24198	Congress
A 13	12950	Agriculture
NAS 1	9981	National Aeronautics and Space Administration
Y 1	9685	Congress
I 28	9485	Interior Department
C 3	8358	Commerce Department
HE 20	6994	Health and Human Services Department
D 101	6776	Defense Department
A 1	6453	Agriculture
I 19	6144	Interior Department
GA 1	6062	Government Accountability Office
S 1	4668	State Department
C 13	4183	Commerce Department
EP 1	3404	Environmental protection Agency
ED 1	3064	Education Department
I 49	2817	Interior Department
L 2	2561	Labor Department
S 9	2375	State Department
C 55	2283	Commerce Department
D 301	2239	Defense Department
I 29	2093	Interior Department
D 103	1944	Defense Department
E 1	1753	Energy Department
I 1	1605	Interior Department
A 57	1400	Agriculture
HH 10	1228	Housing and Urban Development Department
HH 1	1221	Housing and Urban Development Department
PREX 3	1214	Executive Office of the President
A 17	1206	Agriculture
TD 2	1050	Transportation Department
C 22	1017	Commerce Department
FEM 1	1014	
J 1	990	Justice Department
AE 2	989	National Archives and Records Administration
FS 5	972	
J 28	924	Justice Department
C 18	863	Commerce Department
C 61	833	Commerce Department
ITC 1	751	International Trade Commission
L 1	737	Labor Department
SI 1	726	Smithsonian Institution
I 53	716	Interior Department
TC 1	621	
TD 4	620	Transportation Department
D 1	610	Defense Department
A 93	597	Agriculture
SBA 1	585	Small Business Administration
T 22	571	Treasury Department
TD 1	564	Transportation Department
D 5	561	Defense Department
VA 1	559	Veterans Affairs Department
Y 10	557	Congress
I 27	541	Interior Department
C 1	498	Commerce Department
TD 7	497	Transportation Department
HE 19	494	Health and Human Services Department
J 26	471	Justice Department
TD 8	462	Transportation Department
C 56	455	Commerce Department
GS 4	440	General Services Administration
CR 1	432	Civil Rights Commission
TD 5	429	Transportation Department
D 207	407	Defense Department
PM 1	404	Personnel Management Office
J 29	403	Justice Department
D 114	403	Defense Department
L 13	397	Labor Department
L 37	389	Labor Department
HE 1	372	Health and Human Services Department
HE 23	369	Health and Human Services Department
LC 1	354	Library of Congress
L 35	337	Labor Department
D 214	336	Defense Department
NS 1	326	National Science Foundation
FS 2	324	
SI 3	302	Smithsonian Institution
J 32	299	Justice Department
C 4	297	Commerce Department
L 38	296	Labor Department
PREX 1	288	Executive Office of the President
ER 1	285	
A 77	278	Agriculture
