Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	AE	T	LC	SI	GS	FEM	PR	ITC	TC	SBA	VA	CR	PM	JU	NS	W	ER	NF	CS	FT	P	FR	FW	PE	GP	IC	AA	SSA	HS	FE	N	MS	SE	PRVP	CC	CSA	NMB	LR	AC	FP	NCU	IA	CAB	M	FCA	RR	NA	NC	FAA	FHL	MC	FMC	MN	LGA	FL	FA	H	ID	CZ	DC	NHA	B	FO	PA	SS	OP	X	FCD	FM	CA	Z	AR	ES	U	NASA	F	DP	CNF	SB	G	GB	II	ICA	RNB	OCM	FF	GE	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	WT	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1974	2992	1184	1031	1847	462	609	312	117	104	462	261	156	57	113	31	32	119	30	210	101	389	59	212	5	60	1	55	4	2	23	6	49	32	0	127	18	39	19	6	17	0	0	13	73	12	9	2	7	0	0	20	0	54	1	2	22	8	22	6	2	11	0	9	0	1	2	4	3	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	2	22	0	4	0	0	0	0	0	3	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1975	4430	1522	869	2216	609	881	316	167	290	547	229	225	80	145	70	58	99	23	219	141	173	86	209	2	54	4	43	12	8	38	10	56	55	0	146	15	45	26	2	13	0	0	15	49	9	13	6	47	1	0	22	0	59	2	3	26	9	26	10	4	7	0	10	3	1	1	3	3	0	6	0	0	0	6	0	0	9	0	0	0	0	0	0	1	30	0	5	0	0	0	0	1	6	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
1976	5079	1996	1027	2748	620	1296	541	482	316	521	786	327	285	261	75	77	182	25	232	202	189	80	225	6	69	7	47	8	26	32	11	52	56	0	355	17	72	33	9	23	0	2	30	61	27	7	3	43	0	0	18	0	54	3	5	24	21	19	14	6	11	0	87	3	2	1	5	3	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	3	22	0	2	0	0	0	0	1	5	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1977	5130	2167	956	2686	707	1219	606	360	234	604	450	615	1157	266	76	239	169	24	246	179	549	61	237	7	56	4	38	23	19	124	25	57	76	0	124	27	62	25	10	16	0	0	35	67	6	6	1	48	0	0	19	0	38	12	4	18	11	147	11	4	30	0	7	4	7	0	0	9	0	3	0	0	0	1	0	0	6	2	0	0	0	0	0	0	24	0	3	0	0	0	0	2	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1978	5192	1918	1020	2727	650	1474	492	398	169	554	557	544	1067	257	111	529	143	18	271	186	307	58	255	22	63	10	64	11	26	46	31	75	63	0	13	21	46	42	41	17	0	0	40	48	12	6	1	18	0	0	21	0	18	14	5	15	13	4	8	2	30	0	4	5	5	0	0	5	0	5	0	0	0	0	3	0	7	0	0	0	0	0	0	0	44	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1979	5024	1996	1123	3032	617	1379	485	436	127	514	635	441	918	344	86	545	181	52	282	142	228	62	252	384	83	6	60	26	12	87	81	65	50	0	12	14	12	41	26	45	0	1	45	46	8	13	3	8	0	1	24	0	37	52	10	15	14	3	10	2	37	0	5	3	2	0	1	5	0	3	0	0	0	0	1	0	10	0	0	0	0	0	0	1	49	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1980	5719	2428	1227	3245	646	1100	480	432	117	662	772	519	222	333	249	665	225	11	278	283	415	57	384	270	138	7	55	42	28	82	65	92	68	0	3	13	5	39	49	33	0	5	39	28	45	8	3	13	0	9	112	0	52	60	7	8	20	2	7	2	102	0	2	4	0	0	0	17	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	49	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	4783	2260	2971	2740	793	1000	457	410	125	417	284	346	51	238	262	369	407	113	448	190	279	88	517	148	64	73	5	10	22	87	58	78	57	0	8	23	4	20	34	43	0	11	32	33	5	8	1	14	1	15	30	0	45	6	7	13	6	2	2	4	52	0	2	2	0	2	1	18	0	4	0	0	0	2	0	0	5	0	0	0	0	0	0	2	46	0	3	0	0	0	0	0	9	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	4582	1701	1549	2213	813	819	490	365	103	466	59	348	49	202	225	397	227	6	421	191	562	63	471	42	84	87	13	62	18	118	49	163	72	0	9	14	3	30	22	38	0	8	104	15	25	7	1	10	0	25	22	0	43	0	7	17	16	3	5	3	41	0	3	2	0	0	0	14	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	30	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	3751	1662	2651	3105	1015	690	379	406	124	515	99	266	54	215	211	418	154	10	470	157	229	93	477	66	171	141	8	18	35	106	55	75	59	0	6	13	2	19	31	43	0	12	45	12	6	7	1	12	0	18	25	0	20	0	3	12	8	3	1	10	38	0	2	3	2	0	0	12	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	4777	1811	2668	3341	966	847	492	449	146	673	136	275	34	334	286	311	199	12	474	257	204	70	546	62	106	164	8	69	96	36	35	76	59	0	4	23	2	29	28	37	0	64	52	21	8	6	0	9	1	17	30	0	33	0	8	19	6	3	0	19	201	0	0	1	2	0	0	12	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1985	3922	2169	1344	2833	1156	871	410	784	222	644	135	343	42	232	251	324	168	12	330	209	228	75	301	36	65	110	13	16	99	24	40	92	80	0	4	32	2	13	77	51	1	29	56	15	13	8	2	11	0	15	27	0	17	0	5	19	15	3	3	24	0	0	4	2	1	0	0	12	0	5	2	6	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1986	4925	2053	1233	2391	792	876	332	545	261	684	68	183	17	244	272	283	185	6	416	243	202	82	278	21	92	72	5	37	76	20	35	49	67	0	5	29	3	23	61	51	0	17	59	506	7	8	1	11	0	3	33	2	566	0	3	24	14	2	1	11	0	0	6	1	0	0	0	6	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1987	4404	1604	1430	2769	1114	933	381	454	367	896	54	155	49	205	269	192	205	5	442	193	186	75	283	9	67	81	17	47	68	4	27	64	80	0	6	34	2	11	43	48	0	4	55	18	5	11	4	11	0	8	35	0	129	0	1	13	6	2	4	16	0	0	13	1	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1988	5368	1413	1306	2445	945	749	391	389	384	1031	69	199	30	318	235	150	219	0	410	280	189	87	285	0	67	55	11	42	55	4	36	65	98	0	5	45	3	5	33	43	0	9	45	22	8	8	3	12	0	6	48	0	100	0	1	11	12	3	6	15	0	0	14	1	0	0	0	13	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	4015	1670	1385	3022	766	710	285	742	438	1190	154	155	20	217	237	180	252	9	375	282	205	51	292	0	47	55	20	105	118	8	47	64	91	0	4	30	1	14	32	51	5	4	67	13	5	9	3	12	0	9	43	0	152	0	0	13	8	8	4	16	0	0	2	3	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1990	4481	2214	1425	2216	1140	693	308	368	565	1080	248	199	31	219	324	184	266	10	438	318	177	45	273	9	45	80	84	41	87	17	49	75	77	0	1	41	0	12	20	46	0	5	74	16	15	10	10	10	0	7	36	0	116	0	1	11	11	1	3	18	0	0	3	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1991	3320	1383	1224	2077	1243	612	339	341	529	1264	186	164	94	189	369	158	286	7	361	289	173	51	274	7	54	89	39	39	68	3	35	71	61	0	0	25	0	11	24	57	0	1	85	10	8	13	13	12	0	4	32	0	140	0	1	11	0	2	2	21	0	0	3	6	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1992	3644	1256	992	2017	1312	814	319	394	919	958	180	216	67	259	386	159	461	2	474	265	200	51	294	5	82	26	2	68	43	7	40	65	90	0	0	38	0	16	57	42	0	3	106	15	10	10	10	13	0	10	55	0	90	0	1	18	8	0	5	79	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1993	2754	1141	930	3236	802	810	96	664	631	941	111	193	57	282	329	140	416	0	436	227	150	45	288	4	146	24	3	23	33	8	34	73	84	0	0	37	0	11	13	49	0	1	75	16	19	8	12	13	0	5	45	33	59	0	0	9	4	0	1	7	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
1994	3381	934	701	1858	733	798	105	390	284	836	110	178	71	257	316	150	377	1	479	246	207	42	302	2	59	44	3	13	20	3	42	51	67	0	0	48	0	14	14	56	0	1	98	21	3	14	17	13	0	1	78	35	138	0	1	10	5	0	0	10	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1995	3087	914	933	1824	629	878	704	265	253	752	177	211	92	277	402	187	435	5	456	255	123	44	332	4	53	33	2	13	13	8	60	53	74	0	0	36	0	14	16	68	0	2	86	1452	0	24	20	13	1	3	79	15	140	0	1	25	8	0	0	6	0	0	5	4	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	2	28	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0
1996	3022	643	1130	1685	514	929	45	321	185	753	46	254	161	304	380	71	397	1	678	241	134	30	505	5	59	18	2	12	18	9	12	60	198	0	0	43	0	31	16	71	0	9	25	0	0	27	18	14	0	2	77	14	247	0	2	19	6	0	2	7	0	0	7	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	37	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	3376	882	878	1684	559	806	35	281	293	702	75	224	99	466	524	70	243	5	612	268	126	31	489	8	69	25	2	3	24	8	40	78	50	0	0	27	0	16	13	58	0	20	22	1	0	53	21	11	0	3	72	21	229	0	2	25	0	0	1	8	0	0	7	6	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	3058	655	843	1262	547	896	38	369	315	711	91	178	115	342	479	61	206	0	635	240	103	32	475	13	69	28	2	21	11	8	35	73	49	0	0	26	0	38	15	58	0	2	25	0	0	31	21	10	0	5	57	4	211	0	1	344	8	0	2	10	0	0	6	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	3220	1099	13309	3155	575	799	53	457	291	765	102	259	129	292	452	85	289	3	671	306	174	485	525	84	74	26	3	40	6	13	28	65	15	0	0	39	17	254	30	52	2	2	30	0	6	42	18	14	0	3	92	4	226	0	5	25	0	0	4	6	30	0	3	6	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	3326	584	829	888	493	725	76	166	98	620	60	127	34	384	348	49	177	2	389	257	77	19	297	35	61	18	2	41	12	21	22	79	23	0	0	35	0	4	20	70	0	1	30	0	0	45	22	16	0	2	80	3	221	0	2	17	3	0	6	5	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	2425	480	691	683	351	388	23	36	37	503	28	138	14	231	154	16	169	3	252	218	78	22	244	23	34	14	0	11	6	5	16	61	25	0	0	12	0	3	5	36	0	0	28	0	0	26	26	8	0	8	18	0	193	0	1	70	0	0	2	4	0	0	2	4	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	2859	445	658	650	281	322	26	40	31	445	44	99	15	153	155	15	153	1	242	172	78	23	228	30	42	9	0	12	9	13	9	55	24	0	0	6	0	6	6	54	0	5	22	0	0	26	30	0	1	0	19	0	176	0	1	6	0	0	3	7	0	0	1	8	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3339	411	739	583	279	281	20	24	10	472	29	94	24	112	104	13	136	0	231	198	91	19	219	12	47	7	1	1	14	1	9	47	50	0	0	11	0	2	3	56	0	0	20	0	0	19	64	0	0	4	17	0	161	0	2	20	0	0	1	5	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	2730	864	469	340	242	230	15	16	8	327	18	71	15	89	68	8	91	10	256	106	53	11	243	1	29	4	0	1	9	0	5	339	10	0	0	8	0	2	2	72	0	1	34	0	0	17	25	0	0	1	21	0	128	0	0	19	0	0	0	8	0	0	0	6	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	2263	285	220	248	185	154	8	5	11	315	4	29	3	28	51	6	51	0	240	44	52	8	229	3	44	16	0	0	4	0	4	24	6	0	0	8	0	5	2	653	0	3	3	0	0	13	21	0	0	1	9	0	97	0	0	21	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	2834	299	165	270	180	157	2	17	2	266	15	15	12	37	50	26	59	0	237	47	48	6	197	0	27	13	0	0	7	0	1	31	5	0	0	4	0	0	0	56	0	5	5	0	0	18	13	19	0	1	17	0	82	0	0	18	0	0	1	8	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	2553	216	160	325	335	216	6	8	2	2041	8	26	6	26	40	10	57	0	46	51	56	8	25	0	33	13	0	0	13	2	0	26	0	0	0	12	0	1	0	58	0	0	3	0	0	13	7	0	0	0	11	0	85	0	0	22	0	0	0	5	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	2082	131	149	237	195	98	7	24	2	24	6	38	0	25	37	5	62	0	180	56	17	3	100	0	18	9	0	0	14	2	2	16	0	0	0	6	0	0	0	105	0	201	6	0	0	11	15	0	0	0	22	0	69	0	0	8	0	0	0	7	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	2829	94	325	233	196	211	4	12	0	21	0	29	4	25	10	3	39	0	670	15	29	10	639	3	15	14	1	0	7	0	3	25	0	0	0	4	0	0	0	39	0	1	3	0	0	11	20	0	0	0	16	1	62	0	0	10	0	0	1	27	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	2182	61	101	97	153	110	14	8	0	7	0	21	0	25	14	2	25	0	34	11	20	8	16	0	13	8	0	3	8	2	0	25	0	0	0	3	0	0	0	2	0	0	9	0	0	8	13	0	0	0	12	0	78	0	0	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	1321	39	56	47	132	57	7	6	0	7	0	13	3	17	20	3	19	0	14	4	24	6	9	0	17	3	0	0	5	0	2	10	0	0	0	3	0	0	0	2	0	0	1	0	0	11	6	0	0	0	8	0	79	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	1028	40	12	46	60	130	6	4	0	5	0	12	1	8	8	2	18	0	444	1	11	2	222	0	13	7	0	0	2	0	1	4	0	0	0	2	0	0	0	2	0	0	1	0	0	8	4	0	0	0	7	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	564	18	3	24	40	41	2	2	0	2	0	5	2	1	7	0	19	0	593	1	4	5	324	0	9	6	0	0	0	0	0	5	0	0	0	2	0	0	0	4	0	0	1	0	0	2	3	0	0	0	8	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	367	5	2	16	18	35	2	1	0	0	0	0	1	0	4	0	16	0	63	0	1	2	32	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	6	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	13	0	0	6	15	23	0	1	0	0	0	0	1	0	5	0	6	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	5	0	0	2	6	1	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
