Public Domain	1131271
In Copyright	148706
Undetermined	18708
Public Domain only when viewed in US	17745
Public Domain but access limited due to privacy concerns	1305
In copyright and permitted as world viewable by the copyright holder	674
Creative Commons Attribution 4.0 International license	655
Creative Commons Zero license (implies pd)	257
Creative Commons Attribution-ShareAlike 4.0 International license	133
Creative Commons Attribution-NonCommercial-ShareAlike license, 3.0 Unported	127
available to nobody; blocked for all users	88
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International license	61
Creative Commons Attribution-NonCommercial 4.0 International license	50
Creative Commons Attribution-NonCommercial-NoDerivatives license, 3.0 Unported	33
In copyright in the US	32
out-of-print (implies in-copyright)	25
Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International license	17
Creative Commons Attribution-NonCommercial license, 3.0 Unported	7
Creative Commons Attribution-NoDerivatives license, 3.0 Unported	1
