Google	1284607
Internet Archive	22507
University of Michigan	3784
Texas A&M University	3366
Cornell University	2289
University of California, Berkeley	1654
Northwestern University	540
	304
University of Missouri, Columbia	296
University of Illinois at Urbana-Champaign	219
Yale University	123
Columbia University	96
University of Washington	46
Emory University	27
Boston College	18
The Getty Research Institute	15
University of Maryland	1
University of Delaware	1
State University System of Florida	1
McGill University	1
