Congressional Record	1370	7200	19.03
Statistical Abstract	172	198	86.87
United States Reports	740	1348	54.9
Foreign Relations	1143	4380	26.1
Congressional Serial Set	21371	53271	40.12
Civil Rights Commission	913	2806	32.54
