Y	SuDocs	0
Y 4	Y	86524
Y 3	Y	27927
Y 1	Y	10300
Y 10	Y	587
Y 7	Y	88
Y 2	Y	3
Y 11	Y	1
Y 5	Y	2
Y 44	Y	1
Y 9	Y	3
Y 22	Y	1
Y 215	Y	1
Y 200	Y	1
Y 8	Y	1
PR	SuDocs	0
PR 36	PR	106
PR 37	PR	92
PR 39	PR	85
PR 32	PR	231
PR 40	PR	190
PR 38	PR	13
PR 34	PR	33
PR 35	PR	30
PR 33	PR	33
PR 41	PR	44
PR 42	PR	120
PR 31	PR	6
PR 44	PR	5
PR 43	PR	35
PR 28	PR	2
PR 3638	PR	1
PR 30	PR	10
PR 26	PR	1
PR 29	PR	1
C	SuDocs	0
C 13	C	4223
C 1	C	528
C 56	C	464
C 3	C	8466
C 57	C	259
C 39	C	122
C 55	C	2361
C 46	C	228
C 59	C	122
C 18	C	866
C 51	C	174
C 47	C	120
C 30	C	248
C 62	C	14
C 61	C	899
C 60	C	116
C 3261	C	2
C 58	C	26
C 4	C	306
C 31	C	176
C 21	C	149
C 41	C	206
C 37	C	47
C 50	C	3
C 42	C	153
C 40	C	52
C 25	C	8
C 5	C	10
C 43	C	4
C 53	C	1
C 28	C	1
C 14	C	5
C 134	C	1
C 52	C	56
C 7	C	6
C 63	C	19
C 10	C	7
C 22	C	1017
C 6	C	58
C 8	C	2
C 35	C	5
C 12	C	1
C 123	C	1
C 9	C	4
C 48	C	4
C 45	C	7
C 54	C	4
C 15	C	2
C 2	C	1
C 24	C	1
C 49	C	1
C 17	C	1
C 23	C	9
C 32	C	1
C 11	C	11
C 44	C	1
C 103	C	1
LC	SuDocs	0
LC 4	LC	27
LC 35	LC	8
LC 1	LC	376
LC 26	LC	44
LC 12	LC	5
LC 19	LC	179
LC 30	LC	125
LC 5	LC	12
LC 42	LC	17
LC 39	LC	38
LC 24	LC	14
LC 6	LC	8
LC 40	LC	12
LC 29	LC	10
LC 25	LC	9
LC 14	LC	262
LC 33	LC	24
LC 2	LC	27
LC 3	LC	129
LC 17	LC	10
LC 43	LC	6
LC 41	LC	14
LC 23	LC	6
LC 9	LC	7
LC 1016	LC	13
LC 10	LC	1
LC 31	LC	1
LC 38	LC	1
LC 37	LC	1
I	SuDocs	0
I 27	I	601
I 29	I	2155
I 20	I	206
I 49	I	2854
I 1	I	1660
I 28	I	9539
I 19	I	6914
I 66	I	52
I 18	I	7
I 70	I	69
I 53	I	749
I 16	I	135
I 69	I	56
I 35	I	9
I 63	I	4
I 33	I	66
I 68	I	1
I 13	I	1
I 21	I	8
I 11	I	1
I 1198	I	1
I 72	I	124
I 23	I	5
I 52	I	2
I 42	I	1
I 71	I	21
I 48	I	3
I 73	I	2
I 2823	I	1
I 67	I	39
I 24	I	13
I 74	I	1
