Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	FEM	AE	SI	T	LC	GS	PR	ITC	TC	SBA	VA	CR	PM	W	JU	NS	ER	CS	NF	FT	P	FR	FW	IC	GP	PE	AA	SSA	HS	FE	N	MS	SE	CC	PRVP	CSA	LR	FP	NMB	AC	NCU	IA	NA	CAB	M	FCA	RR	FAA	NC	FHL	MC	FMC	MN	DC	LGA	FO	H	ID	NHA	CZ	FL	FA	B	PA	CA	OP	Z	SS	SB	X	FCD	U	FM	AR	G	GB	ES	NASA	ICA	F	DP	CNF	II	OTP	RNB	OCM	FF	TL	BA	GE	XX	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	VE	WT	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1986	4990	2153	1269	2412	837	897	334	560	264	586	71	251	18	244	290	284	191	4	131	425	83	256	210	285	96	72	5	38	76	22	35	0	54	81	5	3	29	23	63	53	0	506	61	17	7	8	1	11	0	3	33	555	2	0	14	2	3	14	1	12	0	0	0	6	1	0	0	6	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	26	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1987	4482	1692	1398	2807	1155	964	381	465	368	793	56	174	50	200	288	188	214	4	100	455	90	203	203	293	70	82	18	49	68	5	27	0	68	208	6	2	32	11	45	50	0	17	55	4	5	12	4	11	0	8	36	65	0	0	15	2	1	7	4	17	0	0	0	13	2	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	25	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1988	5572	1500	1274	2470	973	804	394	402	388	919	73	220	32	310	248	149	228	0	82	420	90	295	196	294	67	56	14	44	56	6	36	0	65	102	6	3	45	5	34	45	0	22	46	9	8	10	3	12	0	6	52	44	3	0	14	3	1	12	7	15	0	0	0	14	2	0	0	13	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	38	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	4620	1766	1485	3063	800	923	290	749	445	1085	160	174	22	213	256	177	261	11	37	385	51	290	212	301	48	57	21	103	119	9	49	0	65	98	4	2	31	14	35	54	5	13	67	4	5	10	3	12	0	10	44	85	0	0	16	8	0	8	4	16	0	0	0	2	4	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	22	0	0	1	0	0	0	0	0	8	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1990	5162	2351	1538	2271	1163	728	309	371	589	993	257	221	33	207	337	191	275	7	67	453	53	329	180	286	45	84	93	41	88	20	49	0	80	82	1	0	42	13	20	49	0	14	75	6	15	11	10	10	0	7	36	64	0	0	13	1	1	11	3	21	0	0	0	3	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1991	4028	1439	1319	2105	1275	640	340	317	551	1154	188	183	95	183	382	159	291	9	85	370	62	299	183	283	54	91	39	41	68	3	37	0	70	67	0	0	25	11	25	62	0	10	87	1	8	13	13	12	0	4	33	73	0	0	18	2	1	0	2	21	0	0	0	3	7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1992	4234	1323	1079	2046	1347	843	319	397	933	854	186	243	68	254	391	167	466	3	51	477	53	279	206	297	82	27	2	70	43	7	44	0	67	100	0	0	38	16	64	47	0	16	107	3	11	10	10	14	0	10	59	49	0	0	20	0	1	8	5	81	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	1	0	0	0	0	0	66	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1993	2992	1191	1016	3270	842	832	99	671	642	838	111	230	57	285	333	142	403	1	43	459	48	240	157	309	153	26	3	24	35	8	36	0	75	92	0	0	37	11	15	52	0	16	80	1	19	11	12	14	0	5	47	41	35	0	12	0	0	4	1	7	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
1994	3675	962	767	1885	777	822	109	390	305	724	111	208	73	258	325	158	381	1	13	504	45	259	215	322	65	44	3	13	21	4	44	0	52	73	0	0	48	15	17	59	0	22	99	1	3	15	17	14	0	1	80	80	36	0	13	0	1	5	0	10	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1995	3212	964	1084	1846	666	901	725	265	271	648	182	223	94	245	413	194	439	2	12	469	54	259	135	347	56	50	34	14	14	8	60	0	56	83	0	0	38	15	16	69	0	1452	86	2	0	24	20	14	1	3	79	126	16	0	27	0	1	8	0	6	0	0	0	5	5	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0	33	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0
1996	3157	765	1417	1704	551	952	46	327	206	641	47	270	162	316	385	74	401	1	14	690	39	250	134	516	61	19	2	12	19	13	12	0	63	202	0	0	44	34	16	74	0	0	27	9	0	28	18	15	0	2	82	235	14	0	19	0	2	6	2	7	0	0	0	7	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	48	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	3434	927	1125	1725	591	817	36	284	296	583	75	246	104	481	535	72	248	6	13	625	36	280	128	503	70	25	2	3	25	10	40	0	75	52	0	0	30	18	13	60	0	1	23	20	0	56	22	12	0	3	74	219	21	0	25	0	2	0	1	8	0	0	0	7	6	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	3115	730	1122	1289	587	906	38	376	324	570	95	189	115	356	491	63	211	0	35	643	42	247	107	483	70	30	2	19	11	8	36	0	75	49	0	0	26	41	15	59	0	0	25	2	0	32	21	11	0	6	60	203	4	0	346	0	1	8	3	10	0	0	0	6	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	3286	1189	2604	3116	596	808	54	484	301	662	112	275	132	315	458	93	295	4	93	685	494	313	179	540	76	28	3	40	6	13	28	0	66	15	0	17	32	260	31	56	2	0	30	2	6	45	18	15	0	3	97	208	4	0	25	0	5	0	4	6	0	30	0	3	6	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	31	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	3436	609	976	922	524	742	76	171	107	501	61	131	35	395	349	51	194	2	44	403	24	266	81	306	62	19	2	41	12	22	22	0	80	25	0	0	35	4	20	74	0	0	45	1	0	46	24	17	0	2	83	211	3	0	17	0	2	4	6	5	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	2464	515	777	705	377	410	23	42	38	387	29	138	14	239	156	17	174	1	31	262	28	237	78	254	34	16	0	12	6	6	18	0	62	25	0	0	12	3	5	40	0	0	31	0	0	26	27	8	0	8	18	194	0	0	70	0	1	0	3	6	0	0	0	2	4	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	2922	536	696	676	306	335	26	42	35	346	47	107	17	157	156	16	154	3	33	249	23	180	82	235	42	9	0	13	10	13	9	0	57	25	0	0	6	7	6	56	0	0	24	5	0	27	30	0	1	0	20	198	0	0	6	0	1	0	4	7	0	0	0	1	9	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3395	457	760	587	305	290	21	31	10	357	31	102	25	114	104	14	137	5	14	273	22	201	93	261	48	7	1	1	15	1	9	0	48	50	0	0	11	2	3	70	0	0	23	0	0	20	72	0	0	4	20	188	0	0	20	0	2	0	2	6	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	2767	906	539	347	259	261	15	19	12	247	19	75	16	93	68	9	92	34	3	301	13	112	58	288	31	4	0	1	10	0	5	0	369	11	0	0	8	2	3	73	0	0	36	1	0	19	27	0	0	1	22	148	0	0	20	0	0	0	0	8	0	0	0	0	6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	2330	297	249	253	195	156	8	10	12	220	4	29	4	28	51	7	55	0	3	280	9	46	58	269	44	16	0	0	5	0	4	0	25	6	0	0	8	5	2	665	0	0	3	3	0	15	21	0	0	1	10	110	0	0	21	0	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	2925	310	175	276	194	154	2	32	2	189	15	15	12	38	50	27	59	0	0	279	7	49	53	238	27	13	0	0	7	0	1	0	32	5	0	0	4	0	0	56	0	0	5	5	0	19	14	19	0	1	18	93	0	0	18	0	0	0	1	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	2648	217	163	327	351	222	6	10	2	1004	9	27	6	26	45	10	59	0	0	90	8	54	61	69	34	13	0	0	13	2	0	0	26	0	0	0	12	1	0	58	0	0	3	0	0	14	7	0	0	0	11	98	0	0	24	0	0	0	0	5	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	2142	137	153	244	213	105	7	25	2	25	8	39	0	25	40	5	63	0	0	227	4	60	19	146	18	13	0	0	14	2	3	0	20	1	0	0	6	0	0	105	0	0	6	201	0	12	19	0	0	0	22	102	0	0	8	0	0	0	0	7	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	2903	104	348	235	214	210	6	12	0	24	0	29	4	26	13	3	41	0	3	720	12	19	30	689	18	15	2	0	7	0	3	0	35	0	0	0	4	0	0	39	0	0	3	1	0	13	21	0	0	0	16	76	1	0	11	0	0	0	1	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	2269	69	111	103	171	115	15	8	0	8	1	22	0	25	18	2	26	0	0	78	8	14	24	60	13	8	0	3	9	2	0	0	30	0	0	0	3	0	0	2	0	0	9	0	0	9	14	0	0	0	12	88	0	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	1405	42	69	53	146	58	8	6	0	9	0	13	4	17	26	3	19	0	0	61	8	5	27	56	17	7	0	0	5	0	2	0	12	0	0	0	3	0	0	2	0	0	2	0	0	13	7	0	0	0	8	79	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	1084	42	46	58	84	136	6	4	0	5	2	12	1	8	16	3	18	0	0	497	3	1	11	275	13	11	0	0	2	0	1	0	4	0	0	0	2	0	0	2	0	0	1	0	0	10	6	0	0	0	7	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	622	18	36	34	67	43	2	2	0	2	2	5	2	1	12	0	21	0	0	732	5	1	11	463	9	7	0	0	0	0	0	0	5	0	0	0	2	0	0	4	0	0	1	0	0	3	3	0	0	0	8	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	377	5	3	16	28	39	2	1	0	0	0	0	1	0	8	0	18	0	0	280	3	1	3	249	8	4	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	6	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	14	2	0	6	21	24	0	1	0	0	0	0	2	0	10	0	9	0	0	218	0	3	1	218	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	5	2	1	2	8	3	0	0	0	0	0	0	0	0	2	0	3	0	0	184	1	3	1	184	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
