Congressional Record	1873	7326	25.57
Statistical Abstract	173	199	86.93
United States Reports	757	1501	50.43
Foreign Relations	1075	4331	24.82
Congressional Serial Set	21509	53537	40.18
Civil Rights Commission	1040	2935	35.43
