Public Domain	845034
In Copyright	94672
Public Domain only when viewed in US	10395
Undetermined	8582
In copyright and permitted as world viewable by the copyright holder	491
Public Domain but access limited due to privacy concerns	215
Creative Commons Zero license (implies pd)	152
Creative Commons Attribution 4.0 International license	151
available to nobody; blocked for all users	69
In copyright in the US	33
out-of-print (implies in-copyright)	31
Creative Commons Attribution-NonCommercial-ShareAlike license, 3.0 Unported	31
Creative Commons Attribution-NonCommercial-NoDerivatives license, 3.0 Unported	29
Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International license	17
Creative Commons Attribution-NonCommercial license, 3.0 Unported	5
undetermined copyright status and permitted as world viewable by the depositor	3
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International license	2
Creative Commons Attribution-NoDerivatives license, 3.0 Unported	1
