University of Michigan	242348
University of Minnesota	125601
University of Illinois at Urbana–Champaign	103233
University of California, Northern Regional Library Facility	72250
Pennsylvania State University	48919
Purdue University	44735
Technical Report Archive & Image Library	44539
Northwestern University	42015
The Ohio State University	30653
Cornell University	29161
University of California, Riverside	22694
Harvard University	21602
University of California, San Diego	20524
Michigan State University	12733
University of California, Southern Regional Library Facility	12651
University of Virginia	10131
University of California, Santa Cruz	10101
Indiana University	8390
New York Public Library	7459
State University System of Florida	6961
University of California, Berkeley	6716
University of California, Los Angeles	6621
University of Wisconsin, Madison	6609
University of Texas at Austin	5357
Princeton University	4328
University of Chicago	2913
University of California, Davis	2470
University of Illinois at Urbana-Champaign	2402
Library of Congress	1714
University of Iowa	1273
Columbia University	883
Duke University	692
University of Massachusetts Amherst	510
The Getty Research Institute	163
University of North Carolina at Chapel Hill	147
Yale University	106
University of Alberta	58
University of Connecticut	56
University of California, Irvine	53
North Carolina State University	50
Boston College	30
Tufts University	20
University of Missouri, Columbia	15
University of California, San Francisco	7
Texas A&M University	6
Emory University	6
McGill University	3
University of Washington	2
University of Delaware	1
Universidad Complutense de Madrid	1
University of Maryland, College Park	1
