Congressional Record	473	6659	7.1
Statistical Abstract	137	248	55.24
United States Reports	666	1171	56.87
Foreign Relations	710	3168	22.41
Congressional Serial Set	20758	52476	39.56
Civil Rights Commission	855	3075	27.8
Economic Report Of The President	58	215	26.98
