Year	Y	I	A	C	D	NAS	HE	GA	L	S	TD	EP	J	ED	PREX	FS	T	HH	E	SI	LC	PR	II	ITC	TC	SBA	VA	GS	FEM	CR	PM	JU	NS	AE	NF	W	P	CS	FT	ER	PE	GP	SSA	FR	IC	AA	PRVP	HS	SE	CSA	CC	NMB	N	MS	LR	FE	AC	IA	NCU	FP	FW	CAB	RR	FCA	NC	NA	MN	M	FAA	FHL	MC	PHE	FA	FMC	LGA	DC	OED	F	FL	ID	B	U	ONR	PL	CZ	OP	NHA	AR	CNF	UNI	AG	LGL	NASA	FM	SS	G	PA	GB	ES	ICA	OH	FCD	SB	OYR	OD	CA	PAT	FO	H	OGA	PGA	OT	CI	Z	OHW	OAE	OEP	STT	WT	PCA	PAG	NAT	AS	SCP	WY	CNG	HGY	LGH	X	MA	TA	TS	GAO	FTZ	FC	RL	PPW	PAC	FF	EC	EB	JA	DT	JUL	TF	OAG	OAU	OIE	OUC	OHU	OCM	OTP	WHO	PYH	PTR	PCO	RP	OAD	STH	EV	OSU	CNW	OYY	RS	UF	OL	PER	RNB	ESC	SQ	ATC	WA	VB
1984	3682	2502	1545	2852	707	352	665	128	547	388	209	101	237	229	125	12	231	29	136	45	141	78	0	162	6	59	88	56	52	35	30	55	54	41	19	0	26	2	27	4	64	15	5	13	14	8	0	0	28	0	32	8	0	3	17	5	5	12	0	2	0	165	1	0	0	2	4	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1985	2856	1076	1861	2437	836	251	699	191	509	525	285	93	187	214	102	9	186	29	162	50	169	62	0	109	11	13	95	76	31	20	39	78	68	63	30	0	74	2	12	4	30	16	6	13	14	8	0	2	27	0	15	3	1	6	16	7	14	14	3	2	0	0	1	3	0	1	7	0	0	10	0	1	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
1986	3816	958	1767	2151	588	189	682	245	552	465	146	50	178	235	117	6	209	10	158	59	164	84	0	69	2	36	71	58	18	18	29	40	62	58	22	0	57	3	23	4	15	16	7	14	445	6	2	1	33	0	656	3	1	2	23	7	12	7	1	1	0	0	1	5	0	0	0	0	0	7	0	1	0	1	2	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1987	3267	1020	1356	2490	840	242	725	352	746	402	123	38	158	230	136	6	164	39	123	63	141	62	0	74	8	45	56	55	6	3	21	50	69	47	29	0	37	2	11	6	8	17	8	17	11	4	0	3	34	0	46	1	1	6	10	7	6	9	3	1	0	0	0	11	0	0	2	0	0	6	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
1988	4245	917	1216	2163	600	279	559	373	870	319	146	44	207	195	166	1	234	24	94	74	155	56	0	50	4	41	52	55	0	2	26	49	91	50	39	0	31	3	5	5	10	16	4	15	18	6	0	2	47	0	31	1	1	6	8	7	10	10	2	3	0	0	0	13	0	0	0	0	0	14	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	3249	935	1330	2377	616	178	536	417	980	693	149	105	136	203	199	7	253	16	124	36	158	44	0	46	12	95	114	56	0	7	42	48	71	90	26	0	31	1	14	4	7	13	6	8	11	5	0	3	40	0	63	0	0	5	12	7	8	11	2	6	0	0	3	2	0	0	1	0	0	14	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1990	3525	1000	1795	1822	939	187	504	545	926	285	175	178	155	276	205	11	265	26	121	33	137	39	0	41	2	32	77	43	6	17	42	62	63	56	34	0	20	0	11	0	5	19	7	13	12	12	0	6	33	0	43	1	0	4	9	6	9	11	2	1	0	0	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	2674	871	1074	1789	992	211	446	501	1029	190	134	148	143	318	225	8	219	86	109	39	127	51	0	79	37	35	65	42	6	3	34	57	48	48	21	0	23	0	10	0	1	25	8	21	7	6	0	9	30	0	52	1	0	3	9	7	0	14	2	1	0	0	4	3	0	0	4	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	2940	714	1006	1750	987	204	617	898	762	203	187	123	186	344	349	1	205	61	103	34	153	75	0	18	2	65	39	43	5	6	39	42	60	52	30	0	52	0	14	0	0	43	7	14	10	5	0	9	51	0	31	1	1	3	15	8	7	41	3	0	0	0	6	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	2149	705	882	2270	615	80	557	627	725	177	162	92	205	273	252	1	193	46	96	32	112	138	0	22	3	20	30	37	3	8	28	54	53	70	34	0	13	0	8	0	2	13	6	15	10	14	33	6	44	0	26	0	0	3	6	7	3	3	1	0	0	0	5	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	2448	530	701	1461	498	71	507	267	592	272	155	91	204	252	209	0	201	62	104	19	102	51	0	31	3	10	18	38	2	3	38	30	45	46	43	0	11	0	9	0	0	21	10	16	2	2	35	12	64	0	39	1	1	1	6	8	5	6	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	2020	654	702	1440	400	491	600	238	552	168	190	145	191	315	302	2	215	78	112	24	99	52	0	27	2	11	13	28	3	6	38	31	43	51	32	0	10	0	10	0	1	10	20	14	2112	0	16	15	68	0	60	1	0	3	11	7	7	2	0	0	0	0	2	3	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1996	1885	923	510	1505	348	37	696	177	548	118	213	39	249	302	304	1	200	141	47	19	91	54	0	12	2	10	18	37	5	9	8	39	134	54	39	0	10	0	22	0	8	18	20	17	0	0	14	14	59	0	99	2	0	2	9	8	6	4	1	0	0	0	2	2	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	2551	704	692	1273	373	27	568	282	494	114	182	64	394	455	200	5	210	88	50	24	96	67	0	18	2	2	22	32	8	7	35	51	38	46	23	0	7	0	14	0	13	16	36	24	1	0	21	16	55	0	107	2	0	1	13	5	0	4	1	0	0	0	4	2	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	2802	624	469	785	366	27	681	299	479	141	137	71	263	414	157	0	190	104	38	18	68	69	0	18	2	18	6	30	10	9	30	48	39	44	21	0	9	0	28	0	2	13	20	20	0	0	4	15	45	0	142	1	0	4	335	4	7	6	2	0	0	0	3	6	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	2787	2069	655	1751	331	44	528	246	573	250	180	70	213	382	230	3	214	125	49	345	119	80	0	10	2	25	5	31	66	11	20	31	13	35	33	0	24	4	214	0	2	21	34	19	0	4	4	14	56	0	90	5	0	2	12	8	3	1	4	0	1	0	5	3	1	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	3017	587	460	641	335	24	504	77	408	82	102	45	308	301	148	2	175	30	32	13	67	58	0	10	1	16	12	27	31	19	13	54	17	39	30	0	12	0	4	0	1	14	37	23	0	0	3	16	51	0	91	2	1	1	9	10	3	1	6	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	2262	459	391	491	246	14	237	31	298	24	105	17	163	116	143	0	164	12	8	17	53	35	0	8	0	11	6	26	23	3	11	36	24	26	10	0	3	0	3	0	0	15	19	13	0	0	0	18	7	0	84	1	0	7	61	2	0	0	2	0	0	0	3	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	2663	422	362	504	204	19	190	28	283	27	73	31	110	132	122	1	134	13	9	16	53	41	0	8	0	12	9	14	29	13	6	37	21	23	6	0	4	0	5	0	5	7	24	10	0	0	0	20	8	0	71	1	0	0	4	0	0	2	3	0	0	0	7	1	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	3	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3200	600	338	472	202	15	174	9	270	16	61	27	81	82	85	0	136	18	10	13	65	46	0	7	1	1	11	202	10	0	5	31	28	209	10	0	3	0	2	0	0	2	19	8	0	0	0	40	8	0	56	2	0	3	12	0	0	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	2592	398	649	292	183	12	125	8	183	11	39	15	67	47	71	0	82	15	5	9	35	24	0	4	0	0	9	217	0	0	4	229	6	227	7	0	0	0	2	0	1	23	15	17	0	0	0	12	9	0	32	0	0	1	13	0	0	3	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	2148	183	242	192	132	5	119	8	172	4	20	3	25	38	37	0	35	2	4	4	43	40	0	6	0	0	4	176	3	0	3	14	0	185	8	0	2	0	1	0	3	1	10	421	0	0	0	16	3	0	25	0	0	0	13	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2006	2630	122	248	218	126	0	116	1	151	15	10	13	29	52	44	0	36	10	6	5	36	27	0	4	0	0	7	182	0	0	1	21	0	196	4	0	0	0	0	0	5	2	16	16	0	0	0	9	9	0	21	0	0	1	10	0	0	3	1	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2007	2423	116	197	262	270	3	138	2	1024	7	25	7	24	35	46	0	39	6	8	5	42	33	0	3	0	0	13	8	0	2	0	14	0	23	12	0	0	0	1	0	0	2	6	31	0	0	0	7	4	0	25	0	0	0	15	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	1899	112	123	189	152	5	55	0	19	20	31	4	20	30	51	0	70	0	3	3	11	18	0	4	0	0	14	1	0	2	0	11	0	17	5	0	0	0	0	0	191	4	5	63	0	0	0	8	13	0	26	0	0	0	6	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	2641	236	96	153	164	2	129	0	14	9	26	0	22	8	32	0	14	0	3	10	22	15	0	3	1	0	5	580	0	0	2	17	0	594	4	0	0	0	0	0	1	1	4	22	0	0	1	9	7	0	24	0	0	0	6	0	0	12	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	1802	57	48	65	103	4	51	0	4	5	14	0	23	8	15	0	9	0	1	6	8	13	0	0	0	1	5	1	0	2	0	18	0	19	3	0	0	0	0	0	0	7	3	1	0	0	0	3	5	0	30	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	365	31	30	21	79	1	13	0	5	2	11	0	12	10	11	0	2	1	3	4	8	11	0	0	0	0	1	1	0	0	0	7	0	5	3	0	0	0	0	0	0	0	4	1	0	0	0	2	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	618	3	31	16	19	0	12	0	4	2	9	0	8	5	8	0	1	1	1	0	6	13	0	4	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	349	0	16	2	13	0	7	0	0	1	4	0	0	5	7	0	0	0	0	1	0	9	0	4	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	13	0	4	2	4	0	16	0	0	0	0	0	0	4	6	0	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	6	0	0	0	1	0	7	0	0	1	0	0	0	5	5	0	2	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	2	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
