Google	990969
Internet Archive	17230
University of Michigan	3128
Cornell University	1889
University of Illinois at Urbana-Champaign	264
	158
Yale University	106
Northwestern University	102
University of California, Berkeley	74
Columbia University	52
University of Missouri, Columbia	29
Texas A&M University	18
The Getty Research Institute	15
Boston College	14
Emory University	9
University of Washington	4
McGill University	3
University of Delaware	1
State University System of Florida	1
University of Maryland	1
