Public Domain	899754
In Copyright	94743
Public Domain only when viewed in US	10293
Undetermined	8199
In copyright and permitted as world viewable by the copyright holder	491
Public Domain but access limited due to privacy concerns	215
Creative Commons Zero license (implies pd)	139
available to nobody; blocked for all users	68
Creative Commons Attribution 4.0 International license	37
In copyright in the US	34
Creative Commons Attribution-NonCommercial-NoDerivatives license, 3.0 Unported	29
out-of-print (implies in-copyright)	28
Creative Commons Attribution-NonCommercial-ShareAlike license, 3.0 Unported	27
Creative Commons Attribution-NonCommercial license, 3.0 Unported	5
undetermined copyright status and permitted as world viewable by the depositor	3
Creative Commons Attribution-NoDerivatives license, 3.0 Unported	1
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International license	1
