Congressional Record	479	6444	7.43
Statistical Abstract	133	231	57.58
United States Reports	1043	1044	99.9
Foreign Relations	1342	7153	18.76
Congressional Serial Set	13946	43593	31.99
Civil Rights Commission	879	3078	28.56
Economic Report Of The President	32	178	17.98
