1789	19
1790	15
1791	15
1792	8
1793	17
1794	9
1795	8
1796	20
1797	14
1798	15
1799	22
1800	15
1801	14
1802	21
1803	22
1804	21
1805	23
1806	28
1807	28
1808	43
1809	23
1810	38
1811	22
1812	51
1813	40
1814	52
1815	53
1816	33
1817	33
1818	28
1819	91
1820	39
1821	30
1822	41
1823	49
1824	74
1825	64
1826	55
1827	37
1828	76
1829	50
1830	121
1831	58
1832	163
1833	69
1834	258
1835	82
1836	112
1837	317
1838	92
1839	68
1840	96
1841	126
1842	82
1843	62
1844	96
1845	147
1846	117
1847	111
1848	206
1849	108
1850	253
1851	193
1852	261
1853	257
1854	349
1855	209
1856	523
1857	277
1858	297
1859	267
1860	327
1861	488
1862	429
1863	394
1864	432
1865	393
1866	450
1867	403
1868	494
1869	495
1870	496
1871	555
1872	743
1873	653
1874	674
1875	488
1876	575
1877	605
1878	532
1879	631
1880	670
1881	616
1882	765
1883	851
1884	821
1885	964
1886	1159
1887	857
1888	952
1889	1034
1890	950
1891	1063
1892	1558
1893	2304
1894	3234
1895	1915
1896	1547
1897	1351
1898	1637
1899	1927
1900	2111
1901	3010
1902	2504
1903	1966
1904	1962
1905	2279
1906	2699
1907	2669
1908	2545
1909	3329
1910	2966
1911	3519
1912	3404
1913	4324
1914	3585
1915	3469
1916	4244
1917	4615
1918	4387
1919	4770
1920	4000
1921	3476
1922	4506
1923	2907
1924	2764
1925	2918
1926	2821
1927	3106
1928	2872
1929	5414
1930	3398
1931	3775
1932	3423
1933	3741
1934	4128
1935	7703
1936	3597
1937	4332
1938	4767
1939	5103
1940	5471
1941	6532
1942	5431
1943	4589
1944	4704
1945	5009
1946	5931
1947	7104
1948	7299
1949	8878
1950	7313
1951	7159
1952	7746
1953	7601
1954	7960
1955	8093
1956	8310
1957	8500
1958	9150
1959	10485
1960	11722
1961	12475
1962	12722
1963	13692
1964	15096
1965	14584
1966	14660
1967	14531
1968	15557
1969	15593
1970	16051
1971	17285
1972	19327
1973	19068
1974	20184
1975	22931
1976	27424
1977	27975
1978	27792
1979	27978
1980	28826
1981	26751
1982	21641
1983	22264
1984	23380
1985	21611
1986	21511
1987	20864
1988	20778
1989	21560
1990	21670
1991	19330
1992	19989
1993	18726
1994	17433
1995	18868
1996	17091
1997	16568
1998	16116
1999	37864
2000	13944
2001	10605
2002	10493
2003	10320
2004	9462
2005	7336
2006	6776
2007	7652
2008	5355
2009	6221
2010	4282
2011	2621
2012	1922
2013	1327
2014	815
2015	90
2016	25
