Public Domain	1180966
In Copyright	141383
Public Domain only when viewed in US	16500
Undetermined	15818
Public Domain but access limited due to privacy concerns	1426
In copyright and permitted as world viewable by the copyright holder	674
Creative Commons Attribution 4.0 International license	669
Creative Commons Zero license (implies pd)	272
Creative Commons Attribution-ShareAlike 4.0 International license	153
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International license	132
Creative Commons Attribution-NonCommercial-ShareAlike license, 3.0 Unported	127
available to nobody; blocked for all users	90
Creative Commons Attribution-NonCommercial 4.0 International license	74
out-of-print (implies in-copyright)	42
Creative Commons Attribution-NonCommercial-NoDerivatives license, 3.0 Unported	33
In copyright in the US	32
Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International license	17
Creative Commons Attribution-NonCommercial license, 3.0 Unported	7
Creative Commons Attribution-NoDerivatives license, 3.0 Unported	1
