University of Michigan	253646
University of Minnesota	134675
University of Illinois at Urbana–Champaign	114896
University of California, Northern Regional Library Facility	74717
The Ohio State University	58232
Northwestern University	50912
Pennsylvania State University	50761
University of California, Riverside	49783
Technical Report Archive & Image Library	47213
Purdue University	44922
Cornell University	32394
University of Virginia	30859
University of California, San Diego	24993
Harvard University	22415
University of California, Southern Regional Library Facility	21765
University of California, Berkeley	15241
Michigan State University	13828
New York Public Library	11882
University of California, Santa Cruz	10035
University of California, Los Angeles	8876
State University System of Florida	7803
Indiana University	7698
University of Wisconsin, Madison	6614
University of Texas at Austin	5013
Princeton University	4436
University of Chicago	3756
University of Illinois at Urbana-Champaign	2661
University of California, Davis	2634
Library of Congress	2477
Texas A&M University	1212
University of Iowa	1208
Columbia University	953
University of Massachusetts Amherst	537
The Getty Research Institute	129
University of North Carolina at Chapel Hill	123
Yale University	115
University of Missouri, Columbia	100
University of Alberta	72
University of California, Irvine	72
University of Connecticut	59
Duke University	49
Boston College	41
North Carolina State University	37
Tufts University	20
Emory University	8
University of Washington	7
University of California, San Francisco	5
Universidad Complutense de Madrid	1
University of Delaware	1
McGill University	1
