Year	Y	A	I	C	D	NAS	HE	S	GA	L	EP	TD	J	ED	PREX	HH	FS	E	T	SI	LC	AE	FEM	PR	ITC	GS	TC	SBA	VA	CR	PM	JU	NS	NF	W	ER	CS	P	FT	FR	FW	PE	GP	AA	IC	SSA	HS	PRVP	N	SE	CC	CSA	NMB	FE	MS	LR	AC	NCU	IA	FP	CAB	RR	FCA	NC	NA	M	FAA	FHL	MC	FMC	LGA	FA	DC	CZ	FL	ID	B	SS	OP	PA	AR	NHA	FM	NASA	F	CNF	Z	X	FCD	GB	ES	ICA	RNB	CA	FO	FF	SB	H	G	II	U	OAG	WT	WHO	PCO	OCM	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1891	6	6	74	23	6	0	0	11	0	0	0	0	3	0	0	0	3	0	17	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1892	7	2	63	31	5	0	0	1	0	0	0	1	4	0	0	0	7	0	11	15	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1893	19	34	78	30	7	0	0	1	0	0	0	1	4	0	0	0	4	0	13	30	0	1	0	0	0	1	0	0	0	0	0	20	0	0	0	0	3	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1894	5	15	45	33	5	0	0	4	0	0	0	1	5	0	0	0	5	0	15	18	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1895	8	34	49	26	6	0	0	3	0	0	0	1	5	0	0	0	7	0	18	11	0	1	0	0	0	1	0	0	0	0	0	14	0	0	4	0	3	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1896	10	35	59	16	7	0	2	1	0	0	0	1	6	0	0	0	4	0	19	22	3	0	0	0	0	0	0	0	0	0	0	16	0	0	1	0	2	0	0	0	0	0	4	0	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1897	17	27	55	27	7	0	1	2	0	0	0	0	2	0	0	0	5	0	30	16	4	1	0	0	0	1	0	0	0	0	0	7	0	0	4	0	2	0	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1898	33	27	86	29	7	0	1	1	0	0	0	1	4	0	0	0	5	0	18	21	7	1	0	0	0	0	0	0	0	0	0	14	0	0	6	0	2	0	0	0	0	0	2	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1899	11	18	98	40	9	0	5	4	0	0	0	0	3	0	0	0	4	0	48	16	8	1	0	0	0	1	0	0	0	0	0	12	0	0	1	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1900	66	28	81	48	10	0	6	2	0	0	0	0	4	0	0	0	3	0	31	16	8	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	1	1	0	0	0	0	2	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1901	14	30	96	35	11	0	5	3	0	0	0	0	4	0	0	0	3	0	20	39	16	1	0	0	0	1	0	0	0	0	0	14	0	0	8	0	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1902	12	18	100	32	13	0	9	4	0	0	0	1	5	0	0	0	2	0	28	30	11	0	0	0	0	0	0	0	0	0	0	12	0	0	2	0	4	0	0	0	0	0	2	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1903	14	29	91	40	14	0	11	2	0	0	0	1	6	0	0	0	5	0	20	30	12	2	0	0	0	2	0	0	0	0	0	15	0	0	2	0	2	0	0	0	0	0	4	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1904	15	112	103	47	14	0	9	1	0	0	0	1	4	0	0	0	6	0	20	23	25	0	0	0	0	0	0	0	0	0	0	14	0	0	10	0	2	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1905	6	33	110	70	6	0	11	3	0	0	0	1	3	0	0	0	10	0	29	39	11	2	0	0	0	2	0	0	0	0	0	15	0	0	26	0	2	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1906	23	23	86	82	11	0	12	33	0	0	0	1	3	0	0	0	6	0	29	31	18	0	0	0	0	0	0	0	0	0	0	16	0	0	7	0	2	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1907	20	29	89	87	10	0	12	14	0	0	0	1	7	0	0	0	6	0	27	73	21	3	0	0	0	3	0	0	0	0	0	13	0	0	11	0	3	0	0	0	0	0	5	0	15	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1908	8	25	49	85	12	0	13	2	0	0	0	1	3	0	0	0	8	0	22	52	9	0	0	1	0	0	0	0	0	0	0	13	0	0	37	0	3	4	0	0	0	0	1	0	24	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1909	32	50	67	89	11	0	10	2	1	0	0	1	5	0	0	0	6	0	23	68	25	2	0	1	0	2	0	0	0	0	0	11	0	0	11	0	5	0	0	0	0	0	5	0	22	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1910	12	44	59	93	11	0	6	1	0	0	0	0	5	0	0	0	10	0	19	67	19	0	0	0	0	1	0	0	0	0	0	13	0	0	8	0	3	0	0	0	0	0	5	0	36	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1911	13	61	78	116	14	0	12	3	1	0	0	0	4	0	0	0	11	0	33	54	10	2	0	0	0	2	0	0	0	0	0	12	0	0	11	0	3	0	0	0	0	0	5	0	23	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1912	9	56	82	121	11	0	13	1	1	1	0	1	7	0	0	0	13	0	28	43	11	0	0	0	0	0	0	0	0	0	0	19	0	0	7	0	3	1	0	0	0	0	3	0	35	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1913	21	92	114	141	11	0	17	2	1	18	0	1	3	0	0	0	10	0	29	55	11	0	0	0	0	0	0	0	0	0	0	11	0	0	6	0	3	0	0	0	0	0	6	0	37	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1914	19	111	75	118	11	0	12	4	1	19	0	1	3	0	0	0	11	0	34	107	26	0	0	0	0	1	0	0	0	0	0	15	0	0	32	0	3	0	0	1	0	0	3	0	49	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1915	12	97	104	153	16	0	12	3	1	23	0	1	3	0	0	0	13	0	22	65	22	2	0	0	0	2	0	0	0	0	0	9	0	0	24	0	3	0	1	6	0	0	5	0	55	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1916	18	108	84	146	17	0	18	3	1	56	0	1	4	0	0	0	16	0	33	64	17	0	0	0	0	0	0	0	0	0	0	8	0	0	27	0	3	0	1	5	0	0	4	0	61	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1917	29	92	107	138	19	0	13	6	0	53	0	0	3	0	0	0	15	0	25	56	29	2	0	1	0	2	0	0	0	0	0	8	0	0	39	0	3	1	4	5	0	0	5	0	70	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
1918	62	90	85	153	20	0	12	15	0	111	0	1	3	0	0	0	11	0	23	45	19	0	0	2	0	0	0	0	0	0	0	7	0	0	15	0	3	2	1	5	0	0	5	0	44	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1919	101	105	149	181	12	0	11	31	0	85	0	3	6	0	0	0	17	0	31	47	19	2	0	0	0	2	0	0	0	0	0	14	0	0	10	0	3	0	11	4	0	0	3	0	47	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1920	28	43	52	225	13	0	10	4	1	107	0	4	5	0	0	0	21	0	27	55	13	0	0	0	0	0	0	0	0	0	0	12	0	0	12	0	3	1	17	8	0	0	2	0	39	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
1921	37	22	120	192	12	0	10	4	0	109	0	8	6	0	0	0	13	0	24	42	11	2	0	0	0	2	1	0	0	0	0	9	0	0	6	0	2	0	21	8	0	0	1	0	99	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0
1922	45	42	192	225	13	0	11	6	3	111	0	0	8	0	0	0	10	0	36	55	8	0	0	0	0	0	10	0	0	0	0	6	0	0	14	0	4	0	12	6	0	0	1	0	74	0	0	0	10	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0
1923	22	143	247	207	15	0	6	4	2	110	0	1	2	0	2	0	14	0	25	29	9	1	0	1	0	1	0	0	0	0	0	6	0	0	5	0	1	0	10	3	0	0	3	0	92	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0
1924	240	113	151	222	13	0	3	2	3	87	0	1	2	0	1	0	16	0	27	26	15	0	0	1	0	0	0	0	0	0	0	7	0	0	3	0	1	0	5	4	0	0	2	0	73	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0
1925	119	104	125	234	13	0	5	7	1	88	0	8	3	0	2	0	14	0	30	26	8	2	0	2	0	2	1	0	0	0	0	6	0	0	3	0	2	0	11	2	0	0	3	0	109	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
1926	246	126	166	235	14	0	4	18	3	80	0	6	3	0	3	0	11	0	20	30	8	1	0	1	0	1	0	0	0	0	0	6	0	0	2	0	2	0	17	3	0	0	3	0	131	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1927	118	127	156	296	14	0	3	16	3	92	0	4	2	0	2	0	5	0	29	26	11	2	0	4	0	2	2	0	0	0	0	9	0	0	6	0	3	0	0	1	0	0	3	0	135	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1928	243	122	27	231	11	0	2	21	3	100	0	7	3	0	2	0	7	0	29	33	12	0	0	4	0	0	6	0	0	0	0	8	0	0	3	0	2	0	5	3	0	0	2	0	123	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
1929	111	181	204	336	15	0	5	32	5	83	0	6	3	0	2	0	6	0	22	33	8	3	0	0	0	3	4	0	0	0	0	8	0	0	2	0	3	0	3	3	0	0	4	0	97	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1930	223	144	213	418	15	0	8	26	2	75	0	7	4	0	2	0	13	0	20	46	7	2	0	0	0	2	0	0	0	0	0	10	0	0	5	0	5	0	4	5	0	0	3	0	99	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
1931	143	135	339	393	14	0	8	41	4	97	0	6	11	0	2	0	2	0	23	33	10	5	0	7	0	5	0	0	0	0	0	11	0	0	6	0	1	0	4	4	0	0	4	0	90	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1932	199	119	247	296	13	0	9	46	5	81	0	7	4	0	3	0	11	0	26	56	8	1	0	1	0	0	1	0	0	0	0	12	0	0	3	0	1	0	4	5	0	0	5	0	82	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1933	525	89	1041	218	19	0	8	51	2	67	0	6	2	0	2	0	5	0	23	19	9	4	0	0	0	4	0	0	0	0	0	14	0	0	4	0	1	0	2	4	0	0	6	0	83	0	1	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1934	1223	160	219	97	15	0	10	65	2	55	0	7	5	0	2	0	11	0	26	18	8	3	0	0	0	3	1	0	2	0	0	10	0	0	6	0	1	0	5	3	0	0	10	0	59	0	0	0	2	12	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1935	497	125	218	129	19	0	10	66	2	59	0	5	4	0	2	0	5	0	32	13	19	1	0	0	0	0	0	0	0	0	0	15	0	0	5	0	0	0	5	1	6	0	3	0	83	0	0	0	4	1	8	0	1	0	0	1	0	0	0	3	0	0	4	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1936	270	212	238	119	15	0	10	73	2	123	0	5	7	0	5	0	11	0	42	16	17	15	0	0	0	12	4	0	0	0	0	14	0	0	10	0	1	0	7	1	6	0	5	0	64	0	0	0	2	5	8	0	2	0	0	8	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1937	296	336	251	130	16	0	15	70	4	89	0	6	6	0	3	0	27	0	30	18	23	8	0	0	0	7	7	0	2	0	0	15	0	0	4	0	1	1	6	0	8	0	5	0	79	0	0	0	1	4	12	0	2	0	0	13	0	0	0	4	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1938	361	380	355	137	19	0	27	85	2	119	0	7	19	0	4	0	17	0	32	24	9	12	0	0	0	9	1	0	0	0	0	15	0	0	5	0	16	0	8	2	2	0	8	0	83	3	1	0	23	11	10	0	2	0	0	32	0	0	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1939	411	355	309	146	21	0	20	83	4	140	0	6	6	0	4	0	22	0	29	29	22	11	0	1	0	10	9	0	0	0	0	14	0	0	8	0	1	1	5	7	33	0	8	0	87	2	1	0	2	7	10	0	2	0	0	41	0	1	0	6	0	2	3	0	2	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1940	349	367	395	167	19	0	18	58	6	145	0	5	9	0	4	0	60	0	19	25	25	17	0	8	0	8	3	0	0	0	0	15	0	0	12	0	6	0	3	2	62	0	16	0	92	2	0	0	3	28	8	0	2	0	0	50	0	1	0	6	2	3	8	0	0	4	0	0	2	0	0	0	0	0	3	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1941	325	422	359	154	27	0	23	76	5	155	0	7	6	0	6	0	64	0	33	28	7	32	0	36	0	15	27	0	0	0	0	17	0	0	12	0	3	0	5	2	47	0	6	0	76	4	0	0	11	306	11	0	3	0	0	53	0	0	0	2	2	5	8	0	0	0	0	0	2	0	0	0	0	0	7	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1942	315	308	393	151	25	0	23	63	2	112	0	4	10	0	5	0	77	0	47	39	20	28	0	73	0	15	6	0	0	0	0	18	0	0	11	0	1	0	4	2	24	0	6	0	57	4	0	0	3	19	2	0	2	0	0	46	0	1	0	0	2	2	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
