A	SuDocs	0
A 77	A	244
A 13	A	12654
A 17	A	1198
A 1	A	6195
A 93	A	558
A 57	A	652
A 110	A	68
A 88	A	203
A 107	A	28
A 62	A	54
A 96	A	2
A 92	A	182
A 21	A	36
A 22	A	9
A 36	A	38
A 67	A	146
A 95	A	1
A 105	A	175
A 106	A	63
A 82	A	87
A 68	A	39
A 94	A	24
A 43	A	36
A 101	A	133
A 5	A	34
A 98	A	166
A 10	A	16
A 12	A	1
A 1170	A	1
A 80	A	7
A 7	A	37
A 112	A	26
A 89	A	20
A 100	A	3
A 104	A	22
A 109	A	24
A 26	A	9
A 29	A	4
A 72	A	6
A 19	A	13
A 55	A	3
A 59	A	2
A 11	A	3
A 111	A	16
A 9	A	10
A 27	A	6
A 56	A	3
A 47	A	16
A 3	A	14
A 102	A	2
A 6	A	14
A 85	A	6
A 28	A	1
A 84	A	21
A 35	A	1
A 4	A	7
A 103	A	25
A 108	A	9
A 114	A	3
A 113	A	5
A 53	A	1
A 32	A	1
A 99	A	1
A 49	A	1
A 18	A	1
A 2	A	1
A 38	A	1
A 90	A	1
A 39	A	1
A 76	A	1
A 1400	A	1
A 1388	A	1
A 75	A	1
A 66	A	1
A 87	A	1
A 48	A	2
A 33	A	1
C	SuDocs	0
C 61	C	734
C 46	C	155
C 3	C	7322
C 56	C	230
C 1	C	495
C 57	C	205
C 55	C	1921
C 13	C	3999
C 12	C	1
C 4	C	75
C 60	C	115
C 51	C	161
C 30	C	37
C 18	C	773
C 25	C	5
C 62	C	12
C 41	C	105
C 39	C	84
C 21	C	111
C 31	C	56
C 59	C	119
C 14	C	4
C 6	C	56
C 42	C	67
C 47	C	107
C 37	C	22
C 22	C	972
C 63	C	14
C 5	C	7
C 52	C	24
C 35	C	3
C 24	C	1
C 40	C	7
C 8	C	2
C 43	C	3
C 54	C	4
C 58	C	13
C 875	C	1
C 3261	C	2
C 50	C	2
C 53	C	1
C 28	C	1
C 134	C	1
C 7	C	1
C 10	C	3
C 123	C	1
C 9	C	1
C 48	C	3
C 45	C	3
C 15	C	1
C 2	C	1
SBA	SuDocs	0
SBA 1	SBA	576
