University of Michigan	253733
University of Minnesota	134631
University of Illinois at Urbana–Champaign	112252
University of California, Northern Regional Library Facility	74257
The Ohio State University	53751
Pennsylvania State University	51134
Northwestern University	50917
Technical Report Archive & Image Library	47053
Purdue University	44920
University of California, Riverside	42984
Cornell University	32385
University of Virginia	30538
University of California, San Diego	24366
Harvard University	22462
University of California, Southern Regional Library Facility	20897
Michigan State University	13830
New York Public Library	11125
University of California, Santa Cruz	10031
University of California, Berkeley	9791
Indiana University	7831
State University System of Florida	7487
University of California, Los Angeles	7085
University of Wisconsin, Madison	6615
University of Texas at Austin	5032
Princeton University	4460
University of Chicago	3760
University of California, Davis	2633
University of Illinois at Urbana-Champaign	2577
Library of Congress	2483
University of Iowa	1229
Columbia University	956
Texas A&M University	912
University of Massachusetts Amherst	537
Duke University	153
University of North Carolina at Chapel Hill	131
The Getty Research Institute	127
Yale University	116
University of California, Irvine	78
University of Alberta	73
University of Connecticut	59
University of Missouri, Columbia	46
Boston College	42
North Carolina State University	37
Tufts University	20
Emory University	8
University of Washington	7
University of California, San Francisco	5
University of Delaware	1
McGill University	1
Universidad Complutense de Madrid	1
