Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	FEM	AE	SI	T	LC	GS	PR	ITC	TC	SBA	VA	PM	CR	ER	W	JU	NS	NF	CS	P	FT	FW	FR	IC	PE	GP	AA	SSA	HS	N	FE	MS	SE	CC	PRVP	LR	CSA	FP	NMB	AC	NCU	IA	NA	M	CAB	FCA	RR	FAA	NC	FHL	MC	FCD	MN	ID	FO	FMC	DC	LGA	H	NHA	FL	FA	PA	B	CZ	CA	Z	SS	OP	F	SB	X	U	FM	AR	G	GB	ES	NASA	ICA	DP	CNF	II	OTP	RNB	OCM	FC	FF	VC	TL	BA	GE	XX	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	VE	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1986	5009	2130	1267	2437	843	923	334	561	266	590	71	251	18	246	299	287	191	4	131	426	83	262	210	285	96	72	5	38	76	35	22	5	0	54	83	29	3	63	25	0	53	506	17	60	7	8	1	0	11	3	33	555	2	14	0	2	3	14	1	12	0	0	0	6	1	0	0	7	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	26	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
1987	4484	1671	1403	2828	1158	975	381	464	369	797	56	177	50	202	293	188	213	4	100	456	91	206	203	293	70	83	18	49	69	27	5	6	0	68	212	33	2	45	11	0	50	17	4	54	5	12	4	0	11	8	36	65	0	15	0	2	1	7	4	17	0	0	0	13	3	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	25	0	1	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1988	5630	1496	1276	2497	979	824	395	402	387	924	73	219	32	313	249	150	228	0	82	422	90	298	196	296	70	56	14	44	56	36	6	6	0	67	104	45	3	34	5	0	46	22	9	46	8	10	3	0	12	6	52	44	3	14	0	3	1	12	7	15	0	0	0	14	2	0	0	13	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	38	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	4624	1742	1506	3272	824	935	290	749	444	1089	160	177	22	214	256	177	265	10	37	387	51	291	212	303	51	58	21	103	119	48	10	4	0	65	100	31	1	35	14	5	54	13	4	67	5	10	3	0	12	10	44	85	0	16	0	8	0	8	4	16	0	0	0	2	4	0	0	16	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	22	0	1	0	0	0	0	0	8	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1990	5164	2349	1558	2433	1177	744	309	372	590	1010	255	221	33	205	338	192	281	7	67	457	53	331	180	287	48	84	93	41	88	49	20	1	0	80	85	42	0	20	14	0	50	14	6	75	15	11	10	0	10	7	36	64	0	13	0	1	1	11	3	21	0	0	0	3	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1991	4061	1440	1347	2177	1315	670	340	318	551	1155	188	185	96	183	389	160	293	8	85	372	63	301	183	284	57	90	39	41	68	37	4	0	0	70	69	25	0	25	12	0	62	10	1	87	8	13	13	0	12	4	33	73	0	18	0	2	1	0	2	21	0	0	0	3	7	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	7	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1992	4233	1324	1086	2107	1361	869	318	399	934	858	186	242	69	250	399	168	472	3	51	479	54	281	207	299	82	27	2	70	43	44	7	0	0	67	102	37	0	64	20	0	49	16	3	107	9	10	10	0	14	10	59	49	0	20	0	0	1	8	5	81	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	1	0	0	0	0	0	66	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1993	3009	1206	1023	3342	849	858	99	671	645	843	112	230	56	288	342	143	419	1	43	461	49	242	158	310	157	26	3	24	35	37	8	0	0	75	94	38	0	15	13	0	52	16	1	80	19	11	12	0	14	5	47	41	36	12	0	0	0	4	1	7	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
1994	3730	964	781	2089	787	836	109	390	307	731	110	211	73	259	327	159	388	1	13	507	45	259	215	323	68	44	3	13	21	44	4	0	0	52	73	48	0	17	15	0	60	22	1	99	3	15	17	0	14	1	80	80	36	13	0	0	1	5	0	10	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1995	3204	964	1103	1921	676	916	725	267	273	652	183	226	96	246	420	193	459	2	12	470	54	259	135	348	60	50	34	13	14	60	8	0	0	56	83	38	0	16	15	0	69	1472	2	86	0	24	21	1	14	3	79	126	16	27	0	0	1	8	0	6	0	0	0	5	5	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	33	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0
1996	3162	766	1431	1768	556	962	46	327	208	646	47	276	162	315	390	74	412	1	14	690	41	252	134	517	61	19	2	12	19	12	13	0	0	63	204	44	0	16	34	0	75	0	9	27	0	28	18	0	15	2	82	235	14	19	0	0	2	6	2	7	0	0	0	7	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	48	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	3439	924	1145	1758	596	836	36	284	297	587	75	246	104	483	536	73	253	7	13	626	36	280	128	504	73	25	2	3	25	41	10	0	0	76	52	29	0	13	18	0	60	1	20	23	0	57	22	0	12	3	74	219	21	25	0	0	2	0	1	8	0	0	0	7	6	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	3124	723	1125	1313	601	918	38	378	327	574	91	189	115	358	494	63	219	0	35	644	43	250	107	483	72	30	2	19	11	36	8	0	0	75	51	25	0	15	41	0	60	0	2	25	0	32	21	0	11	6	61	203	5	358	0	0	1	8	3	10	0	0	0	6	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	3298	1196	2622	3302	611	828	54	486	304	656	112	275	129	316	461	94	305	5	93	686	495	313	179	541	76	29	3	40	6	28	13	0	3	67	15	33	17	31	260	2	57	3	2	29	6	46	18	0	15	3	97	208	4	26	0	0	5	0	4	6	0	0	30	3	6	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	3507	606	980	938	529	756	76	172	107	502	61	130	34	397	350	51	197	2	44	405	26	268	82	309	66	20	2	41	12	22	22	0	0	80	25	35	0	20	4	0	74	0	1	46	0	46	24	0	17	2	83	211	3	17	0	0	2	4	6	5	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	2465	515	786	713	391	420	23	42	40	390	29	142	15	242	158	17	179	5	31	263	33	237	78	255	37	17	0	11	6	18	6	0	0	63	25	13	0	5	3	0	42	0	0	31	0	26	27	0	8	8	18	194	0	70	0	0	1	0	3	6	0	0	0	2	4	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	2919	543	704	679	311	361	26	42	35	348	46	106	20	159	164	15	158	23	33	250	23	180	82	236	46	9	0	13	10	8	13	0	0	57	25	6	0	6	7	0	56	0	5	24	0	27	30	1	0	0	20	198	0	6	0	0	1	0	4	7	0	0	0	1	9	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3394	473	809	590	312	311	21	31	10	358	31	103	24	115	106	14	140	25	14	277	24	201	93	265	52	7	1	1	15	10	1	0	0	48	50	11	0	3	2	0	70	0	0	23	0	20	73	0	0	4	20	188	0	20	0	0	2	0	2	6	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	2768	921	542	349	270	261	15	19	12	247	19	75	16	93	69	9	95	34	3	305	13	112	58	292	34	4	0	1	10	5	0	0	0	370	11	9	0	3	2	0	73	0	1	36	0	19	27	0	0	1	22	148	0	20	0	0	0	0	0	8	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	2332	303	250	254	206	156	8	10	13	220	4	29	4	27	53	7	57	0	3	284	10	47	58	273	47	16	0	0	5	4	0	0	0	26	6	8	0	2	5	0	666	0	3	3	0	15	21	0	0	1	10	110	0	22	0	0	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	2926	313	178	276	202	155	2	32	2	189	15	15	12	38	52	27	61	0	0	283	7	49	53	242	27	13	0	0	7	1	0	0	0	33	5	4	0	0	0	0	56	0	5	5	0	19	14	0	19	1	18	93	0	18	0	0	0	0	1	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	2647	216	164	327	358	222	6	10	2	1005	9	27	6	26	45	10	61	0	0	91	8	54	61	70	37	13	0	0	13	0	2	0	0	26	0	12	0	0	1	0	58	0	0	3	0	14	7	0	0	0	11	98	0	25	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	2143	137	152	243	218	106	7	25	2	25	7	39	0	25	39	5	65	0	0	228	4	60	19	147	18	13	0	0	14	3	2	0	0	21	1	6	0	0	0	0	105	0	201	6	0	12	19	0	0	0	22	102	0	8	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	2905	104	348	235	215	211	6	12	0	26	0	29	4	26	13	3	43	0	3	720	12	19	30	689	18	15	2	0	7	3	0	0	0	35	0	4	0	0	0	0	39	0	1	3	0	13	21	0	0	0	16	76	1	11	0	0	0	0	1	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	2270	68	111	103	172	115	16	8	0	8	1	22	0	25	18	2	28	0	0	83	8	16	24	65	13	8	0	3	9	0	2	0	0	30	0	3	0	0	0	0	2	0	0	9	0	9	14	0	0	0	12	88	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	1405	42	74	56	147	58	8	6	0	11	0	13	4	17	26	3	22	0	0	65	12	6	27	60	17	7	0	0	5	2	0	0	0	12	0	3	0	0	0	0	2	0	0	2	0	13	7	0	0	0	8	79	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	1085	42	48	60	86	136	6	5	0	6	2	12	1	8	16	3	22	0	0	497	8	1	11	275	13	11	0	0	2	1	0	0	0	4	0	2	0	0	0	0	2	0	0	1	0	10	6	0	0	0	7	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	622	18	37	34	68	43	2	2	0	3	2	5	2	1	12	0	23	0	0	755	6	1	11	486	9	7	0	0	0	0	0	0	0	5	0	2	0	0	0	0	4	0	0	1	0	3	3	0	0	0	8	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	377	5	3	16	29	39	2	1	0	0	0	0	1	0	8	0	18	0	0	282	4	2	3	250	8	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	6	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	16	2	0	6	26	24	0	1	0	0	0	0	2	0	10	0	9	0	0	224	0	4	1	224	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	5	2	1	2	11	4	0	0	0	0	0	0	1	0	2	0	3	0	0	185	1	3	1	185	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
