Congressional Record	2409	7353	32.76
Statistical Abstract	173	199	86.93
United States Reports	757	1501	50.43
Foreign Relations	1076	4333	24.83
Congressional Serial Set	21533	53621	40.16
Civil Rights Commission	1042	2950	35.32
